state_abbrev,unemployment_rate,formalization_rate,labor_income_real,transfer_dependency_ratio,health_expenditure_real_pc,education_expenditure_real_pc,public_security_expenditure_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,0.11310448460561628,0.4933422996831473,2683.274205759036,0.2490661083989091,255.8040588039702,352.1259092443144,157.42571977320975,TRUE,FALSE,
AL,0.13779920084511,0.5369154384379544,2124.1171570937468,0.20522244202238335,89.42888999481394,70.68178004220071,87.26250879038817,TRUE,FALSE,
AM,0.1211979818818908,0.4364162560219791,2634.869462418231,0.10086534611121216,166.7605907272308,155.46622199975602,103.19257153145894,FALSE,TRUE,coded_removal_in_scm_window:AM_2017_01
AP,0.14773554033773434,0.4971341327635576,2952.256074163199,0.2610026196177943,208.7900702579524,302.2260933226971,154.7013249113791,TRUE,FALSE,
BA,0.14585320662044743,0.458100920650657,2189.474843530417,0.13108073980784216,113.0012638605912,83.84209483332472,70.3242727928631,TRUE,FALSE,
CE,0.10157325249791102,0.458136221444597,2193.945157931936,0.14736610497258662,91.6977114166064,84.03566193050563,64.52282416514097,TRUE,FALSE,
DF,0.11420770712044834,0.722789549903282,5961.771301075858,0.04512604996082368,362.19482781313087,449.0250117529538,65.09608861336356,TRUE,FALSE,
ES,0.09869565754103196,0.6023988796091003,3116.5341973279146,0.16882067454015748,159.43857087628282,83.06585874868718,84.44910885050297,TRUE,FALSE,
GO,0.08527134714848227,0.6028198288887094,3107.023750942667,0.06324320729180885,131.89233306302765,158.24138316364105,108.06254975485396,TRUE,FALSE,
MA,0.11467225188091462,0.3876802940561048,1772.0937416818697,0.22130434531719695,72.38294814988242,84.95937846774457,53.93429607666378,TRUE,FALSE,
MG,0.09478674496207395,0.6131900849447898,2912.040480817457,0.04404689922516323,82.25601045251719,109.596590487878,173.04450518210106,TRUE,FALSE,
MS,0.06957458338478816,0.6346974477751403,3293.1708438291835,0.06331168624530073,102.04290133590618,156.17828847465228,111.12068538549032,TRUE,FALSE,
MT,0.07086614047404004,0.6144806296419806,3312.879613340335,0.07459092520399248,120.15762574389257,181.961014955223,146.57669558092073,TRUE,FALSE,
PA,0.095674862830664,0.3868651684124449,2201.5491754120526,0.11749763253324742,83.08497663347411,101.87490445966866,76.47592060416561,TRUE,FALSE,
PB,0.1074707995378462,0.4824707900411065,2269.934359973978,0.1886400667656458,82.39998496000116,124.043833974041,75.46619330089965,TRUE,FALSE,
PE,0.12998322652483488,0.5188890145052206,2597.043658570328,0.12143200716560223,136.86108571123006,80.63901003596037,69.91781348931148,TRUE,FALSE,
PI,0.0999356828900866,0.41573695384304127,2025.439265539188,0.2091380870374407,118.8823978955574,108.45594978425709,51.55586869865133,TRUE,FALSE,
PR,0.06982147550093341,0.6668620530593388,3569.9607539821923,0.05551936272547469,101.14714427433928,215.6238035867292,81.53522847999506,TRUE,FALSE,
RJ,0.11175354587169002,0.6457290440639335,3655.679722072375,0.03416496252499611,84.02189703889674,95.5623906289486,139.70988554598816,FALSE,TRUE,coded_removal_in_scm_window:RJ_2020_01
RN,0.12975078680459062,0.5368968914911956,2409.8173777580337,0.17808825461414468,96.1273466322184,97.50567784503453,67.68074452928494,TRUE,FALSE,
RO,0.07162224566579697,0.5101466026588001,2685.996197271685,0.17081094482372322,143.36392071294685,158.48831602198172,120.71480397538862,TRUE,FALSE,
RR,0.10322475397734454,0.5527690277228481,3281.460388179207,0.25635279493015417,280.8392610870078,291.75191777222363,157.93133796340757,FALSE,TRUE,coded_removal_in_scm_window:RR_2018_01
RS,0.07020232602668448,0.6714261031770307,3584.091483760574,0.05786257830544252,130.41996580914113,90.8842759467296,90.50798119143482,TRUE,FALSE,
SC,0.05097738279461983,0.7308441627525912,3573.1995439515968,0.04622625269297423,111.89132800353548,116.5946033997428,80.81957290401174,FALSE,TRUE,treated_unit
SE,0.13041577313838956,0.4778775941199061,2433.463614917682,0.2173230540962744,126.80760503250254,107.2983640934104,98.65841688449554,TRUE,FALSE,
SP,0.10695047792742228,0.704065809270151,4336.93416362411,0.04106734757637966,132.89821619190275,183.35506406255135,65.47296111378894,TRUE,FALSE,
TO,0.09803553186659644,0.555829956189744,2650.168611900736,0.22027690149901005,247.44114378200064,184.9396447299752,140.74186258112076,FALSE,TRUE,"coded_removal_in_scm_window:TO_2018_01,TO_2021_01"
