event_id,state_abbrev,state_name,governor_name,governor_gender,party,term_start_date,legal_term_end_date,removal_date,return_date,event_type,event_subtype,removal_mechanism,initiating_institution,succession_type,vice_assumed,presidential_intervention,intervention_start_date,intervention_end_date,judicialization_level,electoral_justice_case,case_notes,sample_class,sample_note,include_main_sample,include_extended_sample,source_primary,source_secondary,instability_start_date,instability_start_type,instability_process_type,instability_initiating_actor,instability_start_source_id,instability_start_confidence,instability_duration_days,instability_coding_notes,regime,monthly_window_start,monthly_window_end,bim_window_start,bim_window_end,removal_month,monthly_pre_target,monthly_pre_floor,monthly_post,bim_pre_target,bim_pre_floor,bim_post,donor_exclusion_window_start,donor_exclusion_window_end,qualifying_monthly_outcomes,qualifying_bimonthly_outcomes,covariate_set,treatment_frame,sa_method,deflation,per_capita,event_id_v2,event_month_date
SC_2020_01,SC,Santa Catarina,Carlos Moises,M,PSL,2019-01-01,2022-12-31,2020-10-24,2020-11-27,impeachment_suspension,first_impeachment_case_prosecutors_pay_raise,tribunal_especial_accepts_denuncia,Tribunal_Especial_de_Julgamento,vice_assumed_interim,yes,no,,,state_impeachment,no,Afastamento temporario no primeiro processo de impeachment; absolvido e reconduzido em 27 de novembro de 2020,extended,Temporary interruption later reversed,0,1,ALESC,ALESC memoria politica,2020-07-30,impeachment_request_read_in_plenary,state_impeachment,ALESC,SRC_SC_2020_01_C,high,86,First impeachment case; reading and notification in plenary mark formal public onset inside ALESC.,siconfi,2017-10-01,2022-09-01,2016-10-01,2022-08-01,2020-10-01,36,20,24,24,21,12,2016-10-01,2022-10-01,"retail,services,formal_hiring,construction","icms_siconfi,tax_siconfi,investment_siconfi,totalexp_siconfi","unemployment_rate,formalization_rate,labor_income_real,transfer_dependency_ratio,health_expenditure_real_pc,education_expenditure_real_pc,public_security_expenditure_real_pc",accountability: single cut at removal_date,monthly X-13 (freq 12); bimonthly STL (freq 6),IPCA real R$ of 202010 (CONFAZ); SICONFI panel real columns,"resident population (annual, year clamped)",SC_2020_01,2020-10-01
