state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,event_time,icms_nominal,caged_balance,population,retail_ma6,retail_ma6_log,icms_pc,icms_sum6m_pc,icms_conf6m_pc_log,formal_hiring_6m_per1k
AC,2017-10-01,2017,10,79.5997945633486,96.3716363615506,-11.1772116521408,11.35747352505,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-36,109643595,-216,829619,,,132.16138371951462,,,
AC,2017-11-01,2017,11,77.6439484877736,103.31525929853,0.077563601484675,0.91986825650082,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-35,107144902,-343,829619,,,129.1495276747519,,,
AC,2017-12-01,2017,12,81.2437951518222,100.04265004145,10.6925408728599,22.3183426982901,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-34,127562623,-392,829619,,,153.76048885090626,,,
AC,2018-01-01,2018,1,80.3748155559736,99.25476842834,-21.4055358826386,-1.36014971638383,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-33,114042685,-369,869265,,,131.1943826105963,,,
AC,2018-02-01,2018,2,82.8909519571735,103.894738988171,-40.9151672485864,-19.9044403853314,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-32,89970422.78,-428,869265,,,103.50172016588728,,,
AC,2018-03-01,2018,3,87.3428391574804,98.3996097350783,4.52916214571617,-4.13641922417547,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-31,107933657.74,-157,869265,81.51602414559531,4.400799616203943,124.16657491098802,773.9340779326444,6.651486699332844,-2.191506617659747
AC,2018-04-01,2018,4,84.9938609396979,94.8770495839716,20.5795548040626,0.605242195221368,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-30,91260715.6,230,869265,82.4150352083202,4.411767886390899,104.9860693804536,746.7587635935834,6.615742192673267,-1.6784294777772026
AC,2018-05-01,2018,5,85.3419879398857,100.470607230241,-44.1696874565989,-16.3408171840666,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-29,99986887.13,-191,869265,83.69804178367221,4.427215581566696,115.0246324538547,732.6338683726862,6.59664607965107,-1.5035691072342727
AC,2018-06-01,2018,6,86.432138776642,100.823502141439,-12.7712178517651,-1.17024333453138,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-28,91882546.64,189,869265,84.56276572114218,4.437494048230781,105.70142205196345,684.5748015737433,6.528797917901499,-0.8351883487774154
AC,2018-07-01,2018,7,78.21482372173,97.5422103953771,7.14286399858744,13.6848672419933,FALSE,TRUE,FALSE,pre,TRUE,2020-07-30,2020-10-24,,-27,113691020.06,371,869265,84.20276708210159,4.433227783916155,130.7898282572058,684.1702472203528,6.528206786097183,0.01610556044474355
