state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,event_time,icms_nominal,caged_balance,population,retail_ma6,retail_ma6_log,icms_pc,icms_sum6m_pc,icms_conf6m_pc_log,formal_hiring_6m_per1k
AC,2015-03-01,2015,3,87.7233916928863,115.124456033315,-23.4620430232084,-17.0589392093782,4.85691751290636,4.91549907797022,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-36,91002220,-500,803513,,,113.25544204014123,,,
AC,2015-04-01,2015,4,85.1573183706114,115.484442125786,0.138348029204957,-19.7286139320682,4.66749495548859,4.7437002700806,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-35,70960402,95,803513,,,88.31269935894005,,,
AC,2015-05-01,2015,5,86.1185277519687,115.84800595683,-37.847434639029,-24.8164230689949,4.64422542010556,4.71265356608877,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-34,68546373,193,803513,,,85.30835593201354,,,
AC,2015-06-01,2015,6,82.878915396394,107.130309179947,-30.496562797579,-20.3287546736022,4.64146667677905,4.71707689159875,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-33,69205599,95,803513,,,86.12878571970833,,,
AC,2015-07-01,2015,7,80.8941445451624,110.304677555677,-48.9005475168562,-24.6568556469721,4.68436820331169,4.77983615455408,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-32,74905658,-83,803513,,,93.22270828225554,,,
AC,2015-08-01,2015,8,81.618525231726,112.044153309215,108.511072927962,-16.5012021968671,4.77461325160309,4.84007922133659,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-31,80824692,1179,803513,84.06513716479147,4.431591940781157,100.58915288240514,566.8171442154638,6.340036754739929,1.2183997023072433
AC,2015-09-01,2015,9,79.5782118049097,113.713904025746,-31.3880327832469,-12.1805797163949,4.73959534520577,4.80353523566794,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-30,80061937,-122,803513,82.70760718346203,4.415311583089005,99.6398776373251,553.2015798126477,6.315722455557761,1.6888339081010513
AC,2015-10-01,2015,10,78.9449048895237,111.012644912396,-69.0542321865885,-7.81408264394113,4.63980464399705,4.74533167778255,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-29,74972934,-733,803513,81.67220493661408,4.402713735127623,93.30643561460735,558.195316068315,6.324708929931787,0.6583589811241386
AC,2015-11-01,2015,11,75.9531554855012,109.044101371157,-53.8131264866017,-4.07255331017065,4.83204015720285,4.89419022788518,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-28,97590891,-754,803513,79.97797622553617,4.381751299591858,121.45527328120392,594.3422334175054,6.38745530398617,-0.5202156032323061
AC,2015-12-01,2015,12,78.8560644774014,104.808271539959,-45.7439680888023,-20.1543213261072,4.75418429166592,4.81489768361876,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-27,98639314,-973,803513,79.30750107237074,4.373332715243903,122.76007233237048,630.9735200301675,6.447263896573756,-1.849378914840208
AC,2016-01-01,2016,1,78.5955880248827,110.215226488542,-29.7128669400806,-17.1504514687067,4.75286111506497,4.81220994984686,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-26,89374049,-286,816687,78.92440831899079,4.368490537665759,109.43488631507542,647.1856980629874,6.472633267327968,-2.0681117735435977
AC,2016-02-01,2016,2,79.1654568525961,100.200488583579,-56.6565184534136,-6.5867840386325,4.58128107458976,4.65614573648338,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-25,70710581,-531,816687,78.5155635891358,4.3632968674189785,86.5822291771511,633.1787743577333,6.450752806215907,-4.161937192584185
AC,2016-03-01,2016,3,77.3111147946097,110.390946324917,-38.1940773104628,-5.39758030498185,4.69902764388497,4.77093150960422,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-24,85198242,-638,816687,78.13771408741913,4.358472835134761,104.32178055974933,637.8606772801576,6.458119885328647,-4.793758196224502
AC,2016-04-01,2016,4,78.7847950139401,110.981647243784,-69.4058788615783,-10.6503649489009,4.76349683805954,4.82101307498561,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-23,83881936,-463,816687,78.1110291081552,4.3581312646494235,102.71001742405598,647.2642590896062,6.472754648654888,-4.4631541826917775
AC,2016-05-01,2016,5,75.4844198999894,107.591778336578,-26.972092960048,-12.7274633121047,4.67387115312435,4.72432920318613,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,,-22,76460861,147,816687,78.0329065105699,4.357130616064585,93.62321305469537,619.4321988630977,6.428803250145196,-3.359916344939983
