state_abbrev,va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,6.105582077128346,131.59329642422574,4.640600288159807,2.9717823690424843,229.83085464393164,8.394257282180013e-6,TRUE,FALSE,
AL,15.793603447884564,34.29135076981916,6.486650993849633,8.009945742794885,62.10389290810665,4.7278432586248907e-7,TRUE,FALSE,
AM,53.07123681742002,84.3808309944645,4.7985158873605505,21.803861404744712,38.4329832982046,0.00115178251332045,FALSE,TRUE,coded_removal_in_scm_window:AM_2017_01
AP,7.680384720746702,35.52916957446697,2.088214337569986,25.67888579003076,253.91083053384205,0.03535316616798501,TRUE,FALSE,
BA,24.17801760744993,35.276290725904836,9.165726534033157,22.809474288453497,30.508475389201905,1.946147581860484e-6,TRUE,FALSE,
CE,18.18807507889943,35.06531194195947,9.054458360546636,16.351970127103716,40.86644554103667,1.2685240297214e-4,TRUE,FALSE,
DF,37.76584152244945,104.94801876553863,16.50800478012149,45.37145355390971,12.769639013307208,5.22378844587894e-7,TRUE,FALSE,
ES,71.29233129243916,88.4550746923908,20.027339736468736,32.06648357984961,19.863265273097323,3.999085658582503e-6,TRUE,FALSE,
GO,31.878760201165846,56.31140972162336,15.13538899549471,35.707624807914065,22.425356936549967,1.980168554693307e-5,TRUE,FALSE,
MA,7.477059161068669,19.673830252351497,4.30287465685815,12.948711691664212,52.61356427564297,6.96588556333325e-5,TRUE,FALSE,
MG,45.73264203170049,47.361008058189825,17.404171534821025,30.380857931228967,10.522365764472054,3.285730620141699e-5,TRUE,FALSE,
MS,10.50410499279585,91.530115618336,12.059075279451571,66.4511409563079,26.003974499160357,5.6186651265774605e-6,TRUE,FALSE,
MT,16.163362637580928,88.87709979079747,18.494613445732337,40.532013461373445,36.44823823826317,0.02941656757901341,TRUE,FALSE,
PA,16.322858144812496,32.53558603202455,7.326903605032811,18.760154207458033,38.71416474964078,0.01385359635986,TRUE,FALSE,
PB,13.743693151176476,40.163299038008574,7.759419901041667,13.650422536765848,59.35175308387405,8.331350147988155e-6,TRUE,FALSE,
PE,15.44614095431775,54.97127404943197,9.887619519115283,17.029885322792495,36.69124621886609,5.004843176003022e-7,TRUE,FALSE,
PI,9.38177887527083,27.37861999278635,6.793448579546489,17.022477488655767,65.19601104059072,4.8546486733828974e-5,TRUE,FALSE,
PR,29.65896288373006,57.48558166444688,21.71004837788186,33.44069305555068,12.71797282076673,5.4762715820624e-5,TRUE,FALSE,
RJ,37.48092497757485,74.62621928372407,22.496268588248213,20.839401054977102,4.542788627305004,4.3077025507464063e-4,TRUE,FALSE,
RN,21.469593382609578,51.2743391171768,8.45799608922304,5.586563199669842,61.926502351835914,2.0201521167830626e-6,TRUE,FALSE,
RO,7.438988721140349,88.38202007247857,6.483232476398866,27.88879934086783,83.60188345515766,0.01575516398073604,TRUE,FALSE,
RR,18.75019684885811,48.51759413577808,5.149675085409339,15.113811234759437,279.3795887170079,0.00457332462896373,FALSE,TRUE,coded_removal_in_scm_window:RR_2018_01
RS,59.3592221735824,63.58468566822922,18.885405999294793,35.506878695875415,10.040637871969858,5.000884138298906e-6,TRUE,FALSE,
SC,49.71532930889419,74.57104296854973,20.361173840686178,37.31720321223834,9.6988380492604,1.421720307757115e-4,TRUE,FALSE,
SE,19.090027459983823,44.02678552614462,8.769800887116208,13.691727219825692,94.71892934285007,4.9626519004376225e-6,TRUE,FALSE,
SP,91.42015312747743,90.29033989179524,18.439436570971093,31.415724151884884,1.1236632950698884,1.4541746000475546e-4,TRUE,FALSE,
TO,14.19900648137857,37.04602684782987,9.988679698758606,29.92251228684124,149.35697438061422,1.5017565381833964e-4,FALSE,TRUE,treated_unit
