donor_state,weight
MS,0.3981891733850087
MT,0.2735760280693917
PA,0.23720597248700157
AP,0.07867393067600315
AL,0.0068674847681550535
MA,0.005487410609347446
CE,2.328878548649201e-12
RS,1.8897701008864573e-12
PR,8.736066361220877e-13
PE,1.2235350121350512e-16
ES,4.2600986779122375e-17
RJ,6.303473973086916e-18
AC,0
BA,0
DF,0
GO,0
MG,0
PB,0
PI,0
RN,0
RO,0
SC,0
SE,0
SP,0
