scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,outcome,donor_count,family,specification,status,skip_reason
71.29432812456398,79.81680956657809,64.33634249795342,29.429750937347094,83.59506104496575,38.91937464259487,64.1793208146885,17.340763820883737,26.058436659470807,28.164700593478024,19.83061742776894,6.468436526046711,2,12,36,formal_hiring_balance_per_100k_wap,24,monthly,raw,estimated,
19.96145968932189,30.4656696390858,31.40536868397505,32.94279456847195,33.47857887268363,22.43914329772175,-1.0466835361237123,6.30856050702135,10.134921584399203,-19.887973663467974,6.08968661595482,-3.677689418120958,2,12,36,formal_hiring_balance_construction_per_100k_wap,24,monthly,raw,estimated,
4.789805421311433,4.845635001014377,5.431856362148703,5.523536277126385,12.77513250460411,3.596775579548707,-4.716437735939735,2.1607130594799493,-0.36158699532022864,3.1110906535561256,10.409936507058811,0.39355351733043203,2,12,36,retail_volume_index,24,monthly,raw,estimated,
6.296258469649911,6.389572935847734,4.9927859707904005,7.877382286110279,5.4016769753220615,3.232232169007554,0.28088568967712746,4.3054607767737165,-0.15184534728809337,-0.4607413963150435,3.2487864232480823,0.09001295111004855,2,12,36,services_volume_index,24,monthly,raw,estimated,
56.70450003347199,75.06466626968793,35.524777626524106,77.44920962531262,57.84444250245121,4.518589893796048,51.746226726943306,-34.4664895114566,19.62483461525783,74.76739238561345,-14.227917783059098,0.16547830535736413,2,12,31,formal_hiring_balance_per_100k_wap_ma6_clean,24,monthly,ma6_clean,estimated,
20.536837927502923,18.328873547464397,18.737452491382697,43.882031220091825,19.406920428216544,3.4039109511298076,17.0054825528224,-1.979402430963325,7.882774444629537,-39.19486880344395,-6.714747716132387,0.1720731744950527,2,12,31,formal_hiring_balance_construction_per_100k_wap_ma6_clean,24,monthly,ma6_clean,estimated,
7.137796653318547,2.2871921063350977,3.369479056033727,7.5697342336125875,12.16865815688,0.5373727373545888,-7.135359191021131,0.709182445527914,-0.5264239815427368,7.479678524149406,11.3371797631988,-0.06200356259808821,2,12,31,retail_volume_index_ma6_clean,24,monthly,ma6_clean,estimated,
4.7540297976698245,5.786854073588939,3.2613412743630708,4.562837219432001,4.019232937316675,0.39744553221288037,3.8199085729332083,5.665670620060567,0.0605906197907458,3.4028400457353314,3.6003218210605232,-0.007642205475993401,2,12,31,services_volume_index_ma6_clean,24,monthly,ma6_clean,estimated,
488.8511773793255,385.55746401537976,25.360431149895813,504.8954853703312,378.88398344763044,3.3080305853575855,-488.8511773793255,80.7037907307623,2.5524560260439557,-504.8954853703312,73.14757308546929,0.45874508741337017,1,6,18,icms_revenue_real_pc,24,bimonthly_fiscal,raw,estimated,
296.3372073211188,75.38289054083486,80.23943252916152,283.87380735090943,66.39646791944944,16.744629573387282,-296.3372073211188,-57.51896207475581,-22.47979548346379,-283.87380735090943,-24.01413868031587,-3.573248453675052,1,6,23,state_tax_revenue_real_pc,24,bimonthly_fiscal,raw,estimated,
32.278480141721474,28.020122584582925,32.5181699434412,36.276081873802184,30.1643874757691,16.481762821701288,-32.278480141721474,-5.57830444715996,-3.496601775957014,-36.276081873802184,-5.431406650198222,-1.7384540630296867,1,6,23,public_investment_liquidated_real_pc,24,bimonthly_fiscal,raw,estimated,
