period_date,event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome,family
2019-11-01,11,77.7393642207495,83.45025972629679,-7.341234867030392,5.455594781168514,76.1090248592664,-5.710895505547299,1.6303393614830952,services,monthly
2019-12-01,12,81.0355366585184,77.9314173678158,-9.052628107362978,5.455594781168514,68.87878926045282,3.1041192907025987,12.156747398065576,services,monthly
2020-01-01,13,75.4110674273003,82.3326106887227,-10.251845975992081,1.8329807108324339,72.08076471273061,-6.9215432614224,3.330302714569683,services,monthly
2020-02-01,14,79.6546131509299,81.0424515710909,-6.898099916196126,16.23776739188721,74.14435165489476,-1.387838420160989,5.510261496035142,services,monthly
2020-03-01,15,75.0437137807327,74.80247365939994,-3.9203404884132604,16.23776739188721,70.88213317098668,0.2412401213327655,4.161580609746025,services,monthly
2020-04-01,16,68.3137840575203,72.60259691613365,-0.6796189473744294,16.23776739188721,71.92297796875921,-4.288812858613355,-3.6091939112389184,services,monthly
2020-05-01,17,61.449338394255,70.54279692989881,-0.9706036850647429,16.23776739188721,69.57219324483407,-9.093458535643812,-8.122854850579067,services,monthly
2020-06-01,18,66.1322979315101,73.56862254213553,-0.3494536542236041,5.455594781168514,73.21916888791192,-7.436324610625434,-7.086870956401825,services,monthly
2020-07-01,19,70.9455592144516,75.70070458226678,-10.330774843989408,0.007847599703514606,65.36992973827738,-4.7551453678151745,5.575629476174228,services,monthly
2020-08-01,20,70.5338568573607,77.6752688607142,3.4732270053649956,1.8329807108324339,81.14849586607919,-7.141412003353494,-10.614639008718484,services,monthly
2020-09-01,21,74.3064072700388,80.33471819760858,1.9234573165377362,1.8329807108324339,82.25817551414632,-6.028310927569777,-7.951768244107512,services,monthly
2020-10-01,22,76.8551222818861,79.12981685113851,-4.355800628701256,1.8329807108324339,74.77401622243725,-2.274694569252418,2.0811060594488424,services,monthly
2020-11-01,23,78.4420232469568,80.1356595574048,-1.6488713855937414,48.32930238571752,78.48678817181106,-1.6936363104479994,-0.0447649248542632,services,monthly
