period_date,event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome,family
2015-12-01,-36,91.893047110277,106.69531178718456,-7.4771977557947435,0.615848211066026,99.21811403138982,-14.80226467690757,-7.325066921112821,services,monthly
2016-01-01,-35,94.2704696808645,105.04246457290938,-6.183507856909869,0.2069138081114788,98.85895671599951,-10.771994892044887,-4.588487035135017,services,monthly
2016-02-01,-34,92.0127990424222,102.51959998804058,-7.8193724351555645,0.2069138081114788,94.70022755288502,-10.50680094561838,-2.687428510462823,services,monthly
2016-03-01,-33,92.3806964726808,103.12435514120112,-6.188607518690903,0.2069138081114788,96.93574762251022,-10.743658668520325,-4.555051149829424,services,monthly
2016-04-01,-32,89.296197152935,102.571569219274,-6.585584777160823,0.615848211066026,95.98598444211318,-13.275372066339003,-6.689787289178184,services,monthly
2016-05-01,-31,88.5560720690847,101.51858472141912,-7.303068339436731,0.2069138081114788,94.21551638198238,-12.96251265233441,-5.659444312897676,services,monthly
2016-06-01,-30,93.0456797936921,96.76774764225794,-4.91692565525064,0.615848211066026,91.85082198700731,-3.7220678485658425,1.1948578066847944,services,monthly
2016-07-01,-29,89.4064503153333,94.52366140777801,-8.801557221225945,0.2069138081114788,85.72210418655206,-5.117211092444705,3.684346128781243,services,monthly
2016-08-01,-28,86.6703555303822,94.26120330894037,-7.552566487394016,0.615848211066026,86.70863682154635,-7.590847778558171,-0.038281291164153686,services,monthly
2016-09-01,-27,86.9886433268789,91.67001322333654,-9.679070329108413,0.615848211066026,81.99094289422813,-4.681369896457639,4.997700432650774,services,monthly
2016-10-01,-26,87.8553923831772,85.20489351179083,-9.228777209945058,1.8329807108324339,75.97611630184576,2.6504988713863753,11.87927608133144,services,monthly
2016-11-01,-25,84.6513847141412,86.48309589486166,-12.77888662833257,1.8329807108324339,73.70420926652909,-1.8317111807204611,10.94717544761211,services,monthly
2016-12-01,-24,81.6354209828619,86.36705592984633,-12.582959536640825,0.615848211066026,73.7840963932055,-4.731634946984428,7.8513245896564,services,monthly
2017-01-01,-23,78.4716347846748,87.89168951333238,-10.800925541559675,0.2069138081114788,77.0907639717727,-9.420054728657576,1.3808708129021028,services,monthly
2017-02-01,-22,79.0407702686228,90.19052453708018,-10.038150080255903,0.0026366508987303583,80.15237445682428,-11.149754268457386,-1.1116041882014827,services,monthly
2017-03-01,-21,75.5633524078161,91.38249879862843,-9.89952568149735,5.455594781168514,81.48297311713108,-15.819146390812335,-5.919620709314984,services,monthly
2017-04-01,-20,77.1380576020581,91.2449259128419,-8.58131853110303,0.2069138081114788,82.66360738173887,-14.106868310783796,-5.525549779680773,services,monthly
2017-05-01,-19,75.9896862452799,92.17571804196315,-13.374217421449492,0.06951927961775606,78.80150062051366,-16.186031796683253,-2.811814375233766,services,monthly
2017-06-01,-18,77.1696821886766,93.09410333966504,-7.670904189463594,0.06951927961775606,85.42319915020144,-15.924421150988437,-8.253516961524838,services,monthly
2017-07-01,-17,76.8915979032442,92.5084043603964,-20.234793955818702,1e-4,72.2736104045777,-15.616806457152194,4.617987498666508,services,monthly
2017-08-01,-16,80.0946362690052,90.53113712127282,-11.869143871069383,0.06951927961775606,78.66199325020344,-10.436500852267613,1.4326430188017696,services,monthly
2017-09-01,-15,80.7112515112175,90.96249923190987,-10.796633171939398,0.023357214690901212,80.16586605997048,-10.251247720692376,0.5453854512470144,services,monthly
2017-10-01,-14,80.6807387984192,91.59990735255006,-9.465413168868723,5.455594781168514,82.13449418368134,-10.919168554130863,-1.4537553852621414,services,monthly
2017-11-01,-13,81.1285185158003,90.05733384420083,-7.446962136186546,5.455594781168514,82.61037170801428,-8.928815328400532,-1.4818531922139897,services,monthly
2017-12-01,-12,94.1465779512577,91.5631561748918,-5.724688221343239,0.615848211066026,85.83846795354856,2.5834217763658955,8.308109997709138,services,monthly
2018-01-01,-11,73.2866496481474,89.29387251652739,-5.9836404107746235,5.455594781168514,83.31023210575276,-16.007222868379984,-10.023582457605357,services,monthly
2018-02-01,-10,81.7466858306043,90.0396410562864,-10.473024538353132,1e-4,79.56661651793327,-8.292955225682093,2.180069312671037,services,monthly
2018-03-01,-9,83.7173160910192,88.90100535289523,-6.963941650150781,5.455594781168514,81.93706370274444,-5.183689261876026,1.7802523882747607,services,monthly
2018-04-01,-8,85.5673700285016,89.19597527575466,-5.1751252291200585,1.8329807108324339,84.0208500466346,-3.6286052472530628,1.546519981866993,services,monthly
2018-05-01,-7,80.9165324891792,82.46328662117406,-6.461133381998423,5.455594781168514,76.00215323917564,-1.5467541319948594,4.914379250003563,services,monthly
2018-06-01,-6,85.0720142122199,89.03032308792596,-9.416967178160622,0.615848211066026,79.61335590976535,-3.9583088757060665,5.458658302454552,services,monthly
2018-07-01,-5,81.1915695265298,86.19963322666442,0.6576568124116818,0.0026366508987303583,86.8572900390761,-5.008063700134613,-5.665720512546301,services,monthly
2018-08-01,-4,80.1640413474266,88.69871838203554,-12.101623081973745,1.8329807108324339,76.5970953000618,-8.534677034608933,3.5669460473648087,services,monthly
2018-09-01,-3,74.362765322003,86.18368738831293,-11.770841053280057,0.023357214690901212,74.41284633503288,-11.820922066309933,-0.05008101302988166,services,monthly
2018-10-01,-2,74.8321642436205,86.18908537350246,-8.218274343751736,0.615848211066026,77.97081102975073,-11.356921129881968,-3.138646786130238,services,monthly
2018-11-01,-1,79.8878124490356,88.86341007148249,-8.832994252497867,0.2069138081114788,80.03041581898462,-8.975597622446898,-0.142603369949029,services,monthly
2018-12-01,0,72.684950808116,83.80433777403532,-7.359529432500886,1.8329807108324339,76.44480834153443,-11.119386965919318,-3.759857533418426,services,monthly
2019-01-01,1,79.9348535657806,83.92141356120968,-8.808785539197332,1.8329807108324339,75.11262802201234,-3.986559995429076,4.822225543768255,services,monthly
2019-02-01,2,78.6956696700682,80.89867910639319,-10.616104478062535,5.455594781168514,70.28257462833065,-2.20300943632499,8.413095041737549,services,monthly
2019-03-01,3,79.8045642819719,80.91500295406973,-9.615074067003514,5.455594781168514,71.29992888706622,-1.1104386720978283,8.50463539490569,services,monthly
2019-04-01,4,82.4215760047222,83.57300016579313,-9.522061482554461,5.455594781168514,74.05093868323867,-1.1514241610709348,8.370637321483528,services,monthly
2019-05-01,5,84.2375938025603,81.34678668277867,-7.648482574601079,16.23776739188721,73.6983041081776,2.890807119781627,10.539289694382703,services,monthly
2019-06-01,6,79.4573299946736,81.88528024925037,-9.16219829055702,5.455594781168514,72.72308195869336,-2.4279502545767713,6.734248035980244,services,monthly
2019-07-01,7,80.7620422680507,84.51426773807925,-8.903557828580059,5.455594781168514,75.61070990949919,-3.7522254700285487,5.151332358551514,services,monthly
2019-08-01,8,82.8906815929399,81.89434378481597,-9.908169555794583,5.455594781168514,71.98617422902139,0.9963378081239256,10.904507363918512,services,monthly
2019-09-01,9,82.1397853420196,83.11942981646304,-5.788674364647255,16.23776739188721,77.33075545181579,-0.9796444744434467,4.809029890203803,services,monthly
2019-10-01,10,72.4646578406567,88.7696821640387,-5.396362384689545,16.23776739188721,83.37331977934916,-16.305024323382,-10.908661938692461,services,monthly
