pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.8047569108049226,0.8548593601124777,1.0622578677298244
AL,0.8935198377537831,1.9825780648299036,2.218840568569693
AP,0.6920424759391249,1.4085304244488492,2.0353236591979793
BA,0.45645978057176073,1.236141243804424,2.708105503306415
CE,0.28120805591159803,1.1153787003005373,3.966382459011677
DF,1.256424361439547,2.378947841184273,1.8934270252915153
ES,0.837315926994192,4.6771056114665415,5.585831417606587
GO,0.7439215192706525,1.1651948581428215,1.5662873407468967
MA,0.2679488098263504,1.5523688157020026,5.7935275648660145
MG,0.9880193053604868,2.3993008301110956,2.4283946852998906
MS,0.8624487454137832,1.5621418966418485,1.8112866474080944
MT,1.3337326514726866,1.8747875263318297,1.4056696627031802
PA,0.5644367654418847,2.528624795775345,4.479908026182069
PB,0.5334713791985735,1.413576387856977,2.6497698714044846
PE,0.8207826629690608,1.2974134324033209,1.5807027742400386
PI,0.2989297773416062,1.4125835334927161,4.725469459934286
PR,0.6967485901329095,2.3547520825307546,3.379629490289417
RN,0.455649995074986,0.549364862614044,1.2056729256051797
RO,0.8473222997950461,1.2029039941618498,1.419653412229105
RS,0.8814903032483582,1.9535914293639993,2.216237004723555
SE,0.5485318572016845,1.2750092573294611,2.3244032968912234
SP,0.6121808586489641,1.1998344597851258,1.9599346219891094
