outcome,is_main,status,skip_reason,donor_count,rmspe_pre,att_mean_w3m,att_mean_w6m,att_mean_w12m,att_mean_w24m,n_periods_w3m,n_periods_w6m,n_periods_w12m,n_periods_w24m,sign_consistent_w3m,sign_consistent_w6m,sign_consistent_w12m,sign_consistent_w24m,loo_frac_w3m,loo_frac_w6m,loo_frac_w12m,loo_frac_w24m
retail_ma6_log,TRUE,estimated,,24,0.005827824249747932,0.041111967008501026,0.03007128071700856,0.03862051113395023,0.0623296924087689,3,6,12,19,TRUE,TRUE,TRUE,TRUE,1,1,1,1
formal_hiring_6m_per1k,TRUE,estimated,,24,0.6601417060599253,0.48173691003273394,-0.006779859663224863,-0.23940317117238205,-0.3320958530549511,3,6,12,19,TRUE,TRUE,TRUE,TRUE,1,0.9583333333333334,1,1
icms_conf6m_pc_log,TRUE,estimated,,24,0.019388176337792884,0.008379228670186478,-0.0020248082276947224,0.011018364725316069,0.01656961137092337,3,6,12,19,TRUE,FALSE,TRUE,TRUE,0.9583333333333334,0.041666666666666664,0.9583333333333334,0.9166666666666666
