competencia,year,month,state_abbrev,formal_hiring_balance,n_records,source_series,query_scope
201603,2016,3,PI,-1137,16299,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,PR,-3855,214181,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,RJ,-13741,252737,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,RN,-2383,26277,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,RO,-546,19376,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,RR,220,3918,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,RS,4803,216759,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,SC,-3803,175463,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,SE,-5827,20353,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,SP,-32616,882110,old_caged_basedosdados_microdados_antigos,failed_months
201603,2016,3,TO,-334,11560,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,AC,147,4255,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,AL,-813,15645,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,AM,-924,20718,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,AP,-918,3694,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,BA,-6052,95456,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,CE,-2906,72204,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,DF,-4323,44913,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,ES,1226,60418,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,GO,153,88567,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,MA,-196,24844,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,MG,9304,291480,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,MS,562,36592,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,MT,-1712,57474,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,PA,-2913,46089,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,PB,-2031,19577,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,PE,-3443,60981,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,PI,-1043,15201,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,PR,-3388,179722,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,RJ,-15688,220292,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,RN,-2100,23596,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,RO,-823,17477,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,RR,-43,3335,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,RS,-15829,170309,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,SC,-4815,142917,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,SE,-1563,14575,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,SP,-12177,751687,old_caged_basedosdados_microdados_antigos,failed_months
201605,2016,5,TO,-307,10579,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,AC,-329,3213,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,AL,-4008,15778,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,AM,-260,18472,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,AP,216,1986,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,BA,7192,87094,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,CE,-675,55995,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,DF,2045,32485,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,ES,3548,44676,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,GO,7170,87250,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,MA,-1159,18977,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,MG,14818,256380,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,MS,724,36498,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,MT,599,53119,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,PA,-1297,36591,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,PB,-532,16236,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,PE,-1169,52669,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,PI,225,12911,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,PR,6742,165122,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,RJ,-2554,174838,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,RN,-921,22255,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,RO,177,13983,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,RR,244,2954,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,RS,-3044,165728,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,SC,1839,134239,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,SE,-72,11306,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,SP,30227,693527,old_caged_basedosdados_microdados_antigos,failed_months
201704,2017,4,TO,110,9562,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,AC,251,3989,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,AL,-156,13376,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,AM,-101,18931,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,AP,93,3765,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,BA,-1290,88008,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,CE,133,62301,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,DF,-2484,42086,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,ES,-1466,50184,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,GO,4795,93195,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,MA,1531,23011,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,MG,15445,278407,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,MS,250,37482,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,MT,5779,58503,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,PA,674,43066,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,PB,238,17264,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,PE,2726,58474,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,PI,712,16288,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,PR,-3561,175373,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,RJ,-5689,181715,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,RN,453,23435,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,RO,427,16035,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,RR,23,3329,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,RS,-9513,156467,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,SC,-1546,139100,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,SE,634,14314,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,SP,983,725031,old_caged_basedosdados_microdados_antigos,failed_months
201706,2017,6,TO,480,10910,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,AC,-392,2930,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,AL,-1272,13126,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,AM,-2002,16548,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,AP,-410,3022,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,BA,-12457,85537,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,CE,-4563,49443,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,DF,-4058,36980,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,ES,-5981,45527,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,GO,-14345,81529,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,MA,-987,20421,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,MG,-36446,237554,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,MS,-6618,32272,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,MT,-9787,48753,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,PA,-6822,36994,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,PB,-1912,16208,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,PE,-8314,60194,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,PI,-824,11738,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,PR,-25003,154423,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,RJ,-15578,177706,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,RN,-2851,20907,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,RO,-853,12693,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,RR,-229,2793,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,RS,-25459,155529,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,SC,-22278,139216,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,SE,-1152,11060,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,SP,-116391,667401,old_caged_basedosdados_microdados_antigos,failed_months
201712,2017,12,TO,-1555,9207,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,AC,-777,3927,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,AL,-5034,20820,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,AM,-711,23789,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,AP,-462,3488,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,BA,1211,95797,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,CE,-4982,64646,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,DF,1407,46623,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,ES,2608,56402,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,GO,3777,96543,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,MA,-1366,22844,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,MG,1492,281940,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,MS,6094,45016,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,MT,11524,71360,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,PA,-2919,44243,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,PB,-7845,25995,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,PE,-7242,65580,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,PI,-1905,15091,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,PR,9145,199685,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,RJ,-12253,197263,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,RN,-1359,25547,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,RO,-830,17888,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,RR,-300,3814,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,RS,12431,189201,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,SC,20157,182599,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,SE,-1757,15121,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,SP,14638,788880,old_caged_basedosdados_microdados_antigos,failed_months
201901,2019,1,TO,-429,11951,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,AC,-317,4033,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,AL,-9636,23758,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,AM,157,20275,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,AP,48,3282,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,BA,2569,90915,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,CE,-4638,58856,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,DF,-355,44429,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,ES,-843,53799,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,GO,2712,94082,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,MA,-830,22572,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,MG,5163,284695,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,MS,526,40372,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,MT,-4589,64603,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,PA,-4116,40828,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,PB,-919,18321,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,PE,-6286,61012,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,PI,-805,13817,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,PR,-1211,199707,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,RJ,-6986,189200,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,RN,-2033,22505,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,RO,-826,18196,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,RR,76,3682,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,RS,2439,209243,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,SC,-2976,179700,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,SE,-1150,13184,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,SP,-8007,779611,old_caged_basedosdados_microdados_antigos,failed_months
201903,2019,3,TO,-363,10873,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,AC,260,4266,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,AL,3498,20462,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,AM,1905,22437,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,AP,71,3261,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,BA,3392,104964,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,CE,4525,66153,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,DF,2100,49368,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,ES,379,56597,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,GO,4054,97396,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,MA,1495,25557,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,MG,5895,306103,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,MS,1152,39442,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,MT,4125,66163,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,PA,6111,51163,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,PB,6770,26650,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,PE,10431,72237,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,PI,1472,17096,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,PR,8726,201230,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,RJ,11810,201422,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,RN,3739,26789,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,RO,1169,18649,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,RR,276,3664,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,RS,-1988,176470,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,SC,6529,165357,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,SE,-625,14499,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,SP,33298,794238,old_caged_basedosdados_microdados_antigos,failed_months
201908,2019,8,TO,818,11794,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,AC,492,4050,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,AL,16529,30837,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,AM,1666,22668,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,AP,182,3356,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,BA,4565,94569,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,CE,6323,61267,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,DF,1539,48297,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,ES,2929,49817,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,GO,4719,94293,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,MA,1761,24649,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,MG,3841,296945,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,MS,917,38881,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,MT,2898,64554,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,PA,5297,45661,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,PB,3098,19956,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,PE,17630,80010,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,PI,1167,15753,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,PR,9218,186550,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,RJ,13957,189479,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,RN,2485,24203,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,RO,686,17382,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,RR,605,3523,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,RS,1603,161545,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,SC,13049,161075,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,SE,3477,15373,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,SP,36156,760222,old_caged_basedosdados_microdados_antigos,failed_months
201909,2019,9,TO,424,11304,old_caged_basedosdados_microdados_antigos,failed_months
