competencia,uf,formal_hiring_balance,year,month,source_series
200610,17,98,2006,10,old_caged_adjusted
200610,21,437,2006,10,old_caged_adjusted
200610,22,203,2006,10,old_caged_adjusted
200610,23,347,2006,10,old_caged_adjusted
200610,24,142,2006,10,old_caged_adjusted
200610,25,204,2006,10,old_caged_adjusted
200610,26,740,2006,10,old_caged_adjusted
200610,27,537,2006,10,old_caged_adjusted
200610,28,367,2006,10,old_caged_adjusted
200610,29,4,2006,10,old_caged_adjusted
200610,31,282,2006,10,old_caged_adjusted
200610,32,170,2006,10,old_caged_adjusted
200610,33,810,2006,10,old_caged_adjusted
200610,35,1914,2006,10,old_caged_adjusted
200610,41,222,2006,10,old_caged_adjusted
200610,42,254,2006,10,old_caged_adjusted
200610,43,381,2006,10,old_caged_adjusted
200610,50,151,2006,10,old_caged_adjusted
200610,51,246,2006,10,old_caged_adjusted
200610,52,419,2006,10,old_caged_adjusted
200610,53,117,2006,10,old_caged_adjusted
200611,11,126,2006,11,old_caged_adjusted
200611,12,105,2006,11,old_caged_adjusted
200611,13,445,2006,11,old_caged_adjusted
200611,14,75,2006,11,old_caged_adjusted
200611,15,899,2006,11,old_caged_adjusted
200611,16,105,2006,11,old_caged_adjusted
200611,17,201,2006,11,old_caged_adjusted
200611,21,599,2006,11,old_caged_adjusted
200611,22,278,2006,11,old_caged_adjusted
200611,23,505,2006,11,old_caged_adjusted
200611,24,380,2006,11,old_caged_adjusted
200611,25,232,2006,11,old_caged_adjusted
200611,26,708,2006,11,old_caged_adjusted
200611,27,365,2006,11,old_caged_adjusted
200611,28,284,2006,11,old_caged_adjusted
200611,29,1245,2006,11,old_caged_adjusted
200611,31,651,2006,11,old_caged_adjusted
200611,32,220,2006,11,old_caged_adjusted
200611,33,961,2006,11,old_caged_adjusted
200611,35,1366,2006,11,old_caged_adjusted
200611,41,746,2006,11,old_caged_adjusted
200611,42,306,2006,11,old_caged_adjusted
200611,43,792,2006,11,old_caged_adjusted
200611,50,312,2006,11,old_caged_adjusted
200611,51,24,2006,11,old_caged_adjusted
200611,52,217,2006,11,old_caged_adjusted
200611,53,235,2006,11,old_caged_adjusted
200612,11,-299,2006,12,old_caged_adjusted
200612,12,76,2006,12,old_caged_adjusted
200612,13,537,2006,12,old_caged_adjusted
200612,14,-27,2006,12,old_caged_adjusted
200612,15,448,2006,12,old_caged_adjusted
200612,16,89,2006,12,old_caged_adjusted
200612,17,68,2006,12,old_caged_adjusted
200612,21,503,2006,12,old_caged_adjusted
200612,22,121,2006,12,old_caged_adjusted
200612,23,-654,2006,12,old_caged_adjusted
200612,24,-721,2006,12,old_caged_adjusted
200612,25,208,2006,12,old_caged_adjusted
200612,26,-211,2006,12,old_caged_adjusted
200612,27,19,2006,12,old_caged_adjusted
200612,28,239,2006,12,old_caged_adjusted
200612,29,239,2006,12,old_caged_adjusted
200612,31,-198,2006,12,old_caged_adjusted
200612,32,11,2006,12,old_caged_adjusted
200612,33,-896,2006,12,old_caged_adjusted
200612,35,-3112,2006,12,old_caged_adjusted
200612,41,-1221,2006,12,old_caged_adjusted
200612,42,-1005,2006,12,old_caged_adjusted
200612,43,896,2006,12,old_caged_adjusted
200612,50,-622,2006,12,old_caged_adjusted
200612,51,-317,2006,12,old_caged_adjusted
200612,52,-1142,2006,12,old_caged_adjusted
200612,53,1082,2006,12,old_caged_adjusted
200701,11,401,2007,01,old_caged_adjusted
200701,12,159,2007,01,old_caged_adjusted
200701,13,1094,2007,01,old_caged_adjusted
200701,14,107,2007,01,old_caged_adjusted
200701,15,1895,2007,01,old_caged_adjusted
200701,16,229,2007,01,old_caged_adjusted
200701,17,635,2007,01,old_caged_adjusted
200701,21,660,2007,01,old_caged_adjusted
200701,22,667,2007,01,old_caged_adjusted
200701,23,247,2007,01,old_caged_adjusted
200701,24,351,2007,01,old_caged_adjusted
200701,25,434,2007,01,old_caged_adjusted
200701,26,1055,2007,01,old_caged_adjusted
200701,27,846,2007,01,old_caged_adjusted
200701,28,429,2007,01,old_caged_adjusted
200701,29,1656,2007,01,old_caged_adjusted
200701,31,2237,2007,01,old_caged_adjusted
200701,32,483,2007,01,old_caged_adjusted
200701,33,2598,2007,01,old_caged_adjusted
200701,35,7259,2007,01,old_caged_adjusted
200701,41,1133,2007,01,old_caged_adjusted
200701,42,2067,2007,01,old_caged_adjusted
200701,43,1866,2007,01,old_caged_adjusted
200701,50,1361,2007,01,old_caged_adjusted
200701,51,1844,2007,01,old_caged_adjusted
200701,52,3074,2007,01,old_caged_adjusted
200701,53,420,2007,01,old_caged_adjusted
200702,11,403,2007,02,old_caged_adjusted
200702,12,151,2007,02,old_caged_adjusted
200702,13,724,2007,02,old_caged_adjusted
200702,14,160,2007,02,old_caged_adjusted
200702,15,1391,2007,02,old_caged_adjusted
200702,16,202,2007,02,old_caged_adjusted
200702,17,483,2007,02,old_caged_adjusted
200702,21,1038,2007,02,old_caged_adjusted
200702,22,486,2007,02,old_caged_adjusted
200702,23,1200,2007,02,old_caged_adjusted
200702,24,237,2007,02,old_caged_adjusted
200702,25,343,2007,02,old_caged_adjusted
200702,26,281,2007,02,old_caged_adjusted
200702,27,379,2007,02,old_caged_adjusted
200702,28,324,2007,02,old_caged_adjusted
200702,29,1266,2007,02,old_caged_adjusted
200702,31,3043,2007,02,old_caged_adjusted
200702,32,689,2007,02,old_caged_adjusted
200702,33,1916,2007,02,old_caged_adjusted
200702,35,5681,2007,02,old_caged_adjusted
200702,41,1150,2007,02,old_caged_adjusted
200702,42,909,2007,02,old_caged_adjusted
200702,43,614,2007,02,old_caged_adjusted
200702,50,791,2007,02,old_caged_adjusted
200702,51,1186,2007,02,old_caged_adjusted
200702,52,1642,2007,02,old_caged_adjusted
200702,53,1027,2007,02,old_caged_adjusted
200703,11,199,2007,03,old_caged_adjusted
200703,12,314,2007,03,old_caged_adjusted
200703,13,941,2007,03,old_caged_adjusted
200703,14,155,2007,03,old_caged_adjusted
200703,15,1235,2007,03,old_caged_adjusted
200703,16,183,2007,03,old_caged_adjusted
200703,17,487,2007,03,old_caged_adjusted
200703,21,1010,2007,03,old_caged_adjusted
200703,22,463,2007,03,old_caged_adjusted
200703,23,493,2007,03,old_caged_adjusted
200703,24,86,2007,03,old_caged_adjusted
200703,25,364,2007,03,old_caged_adjusted
200703,26,-1671,2007,03,old_caged_adjusted
200703,27,-318,2007,03,old_caged_adjusted
200703,28,358,2007,03,old_caged_adjusted
200703,29,2125,2007,03,old_caged_adjusted
200703,31,3126,2007,03,old_caged_adjusted
200703,32,396,2007,03,old_caged_adjusted
200703,33,1977,2007,03,old_caged_adjusted
200703,35,5226,2007,03,old_caged_adjusted
200703,41,1271,2007,03,old_caged_adjusted
200703,42,725,2007,03,old_caged_adjusted
200703,43,1486,2007,03,old_caged_adjusted
200703,50,891,2007,03,old_caged_adjusted
200703,51,1104,2007,03,old_caged_adjusted
200703,52,2309,2007,03,old_caged_adjusted
200703,53,681,2007,03,old_caged_adjusted
200704,11,875,2007,04,old_caged_adjusted
200704,12,262,2007,04,old_caged_adjusted
200704,13,1116,2007,04,old_caged_adjusted
200704,14,163,2007,04,old_caged_adjusted
200704,15,1972,2007,04,old_caged_adjusted
200704,16,71,2007,04,old_caged_adjusted
200704,17,476,2007,04,old_caged_adjusted
200704,21,821,2007,04,old_caged_adjusted
200704,22,535,2007,04,old_caged_adjusted
200704,23,1059,2007,04,old_caged_adjusted
200704,24,477,2007,04,old_caged_adjusted
200704,25,467,2007,04,old_caged_adjusted
200704,26,1069,2007,04,old_caged_adjusted
200704,27,435,2007,04,old_caged_adjusted
200704,28,824,2007,04,old_caged_adjusted
200704,29,2072,2007,04,old_caged_adjusted
200704,31,4381,2007,04,old_caged_adjusted
200704,32,1631,2007,04,old_caged_adjusted
200704,33,679,2007,04,old_caged_adjusted
200704,35,8370,2007,04,old_caged_adjusted
200704,41,1607,2007,04,old_caged_adjusted
200704,42,1109,2007,04,old_caged_adjusted
200704,43,955,2007,04,old_caged_adjusted
200704,50,1905,2007,04,old_caged_adjusted
200704,51,2413,2007,04,old_caged_adjusted
200704,52,1870,2007,04,old_caged_adjusted
200704,53,721,2007,04,old_caged_adjusted
200705,11,514,2007,05,old_caged_adjusted
200705,12,333,2007,05,old_caged_adjusted
200705,13,884,2007,05,old_caged_adjusted
200705,14,126,2007,05,old_caged_adjusted
200705,15,1459,2007,05,old_caged_adjusted
200705,16,220,2007,05,old_caged_adjusted
200705,17,373,2007,05,old_caged_adjusted
200705,21,449,2007,05,old_caged_adjusted
200705,22,539,2007,05,old_caged_adjusted
200705,23,949,2007,05,old_caged_adjusted
200705,24,396,2007,05,old_caged_adjusted
200705,25,281,2007,05,old_caged_adjusted
200705,26,1334,2007,05,old_caged_adjusted
200705,27,71,2007,05,old_caged_adjusted
200705,28,633,2007,05,old_caged_adjusted
200705,29,3110,2007,05,old_caged_adjusted
200705,31,4766,2007,05,old_caged_adjusted
200705,32,249,2007,05,old_caged_adjusted
200705,33,1754,2007,05,old_caged_adjusted
200705,35,7821,2007,05,old_caged_adjusted
200705,41,974,2007,05,old_caged_adjusted
200705,42,932,2007,05,old_caged_adjusted
200705,43,910,2007,05,old_caged_adjusted
200705,50,679,2007,05,old_caged_adjusted
200705,51,1031,2007,05,old_caged_adjusted
200705,52,1508,2007,05,old_caged_adjusted
200705,53,282,2007,05,old_caged_adjusted
200706,11,443,2007,06,old_caged_adjusted
200706,12,175,2007,06,old_caged_adjusted
200706,13,924,2007,06,old_caged_adjusted
200706,14,233,2007,06,old_caged_adjusted
200706,15,1036,2007,06,old_caged_adjusted
200706,16,95,2007,06,old_caged_adjusted
200706,17,447,2007,06,old_caged_adjusted
200706,21,556,2007,06,old_caged_adjusted
200706,22,512,2007,06,old_caged_adjusted
200706,23,912,2007,06,old_caged_adjusted
200706,24,460,2007,06,old_caged_adjusted
200706,25,172,2007,06,old_caged_adjusted
200706,26,1617,2007,06,old_caged_adjusted
200706,27,455,2007,06,old_caged_adjusted
200706,28,332,2007,06,old_caged_adjusted
200706,29,2055,2007,06,old_caged_adjusted
200706,31,3092,2007,06,old_caged_adjusted
200706,32,269,2007,06,old_caged_adjusted
200706,33,1397,2007,06,old_caged_adjusted
200706,35,7179,2007,06,old_caged_adjusted
200706,41,392,2007,06,old_caged_adjusted
200706,42,720,2007,06,old_caged_adjusted
200706,43,422,2007,06,old_caged_adjusted
200706,50,643,2007,06,old_caged_adjusted
200706,51,1224,2007,06,old_caged_adjusted
200706,52,1334,2007,06,old_caged_adjusted
200706,53,579,2007,06,old_caged_adjusted
200707,11,372,2007,07,old_caged_adjusted
200707,12,447,2007,07,old_caged_adjusted
200707,13,1127,2007,07,old_caged_adjusted
200707,14,95,2007,07,old_caged_adjusted
200707,15,1537,2007,07,old_caged_adjusted
200707,16,200,2007,07,old_caged_adjusted
200707,17,471,2007,07,old_caged_adjusted
200707,21,909,2007,07,old_caged_adjusted
200707,22,352,2007,07,old_caged_adjusted
200707,23,668,2007,07,old_caged_adjusted
200707,24,300,2007,07,old_caged_adjusted
200707,25,408,2007,07,old_caged_adjusted
200707,26,575,2007,07,old_caged_adjusted
200707,27,48,2007,07,old_caged_adjusted
200707,28,541,2007,07,old_caged_adjusted
200707,29,1685,2007,07,old_caged_adjusted
200707,31,2207,2007,07,old_caged_adjusted
200707,32,498,2007,07,old_caged_adjusted
200707,33,2180,2007,07,old_caged_adjusted
200707,35,7832,2007,07,old_caged_adjusted
200707,41,1301,2007,07,old_caged_adjusted
200707,42,1124,2007,07,old_caged_adjusted
200707,43,279,2007,07,old_caged_adjusted
200707,50,382,2007,07,old_caged_adjusted
200707,51,993,2007,07,old_caged_adjusted
200707,52,1735,2007,07,old_caged_adjusted
200707,53,604,2007,07,old_caged_adjusted
200708,11,407,2007,08,old_caged_adjusted
200708,12,292,2007,08,old_caged_adjusted
200708,13,1155,2007,08,old_caged_adjusted
200708,14,127,2007,08,old_caged_adjusted
200708,15,2007,2007,08,old_caged_adjusted
200708,16,298,2007,08,old_caged_adjusted
200708,17,124,2007,08,old_caged_adjusted
200708,21,764,2007,08,old_caged_adjusted
200708,22,413,2007,08,old_caged_adjusted
200708,23,835,2007,08,old_caged_adjusted
200708,24,485,2007,08,old_caged_adjusted
200708,25,430,2007,08,old_caged_adjusted
200708,26,3202,2007,08,old_caged_adjusted
200708,27,987,2007,08,old_caged_adjusted
200708,28,221,2007,08,old_caged_adjusted
200708,29,2783,2007,08,old_caged_adjusted
200708,31,1150,2007,08,old_caged_adjusted
200708,32,127,2007,08,old_caged_adjusted
200708,33,2336,2007,08,old_caged_adjusted
200708,35,5478,2007,08,old_caged_adjusted
200708,41,1100,2007,08,old_caged_adjusted
200708,42,750,2007,08,old_caged_adjusted
200708,43,862,2007,08,old_caged_adjusted
200708,50,1479,2007,08,old_caged_adjusted
200708,51,916,2007,08,old_caged_adjusted
200708,52,1751,2007,08,old_caged_adjusted
200708,53,714,2007,08,old_caged_adjusted
200709,11,469,2007,09,old_caged_adjusted
200709,12,255,2007,09,old_caged_adjusted
200709,13,1113,2007,09,old_caged_adjusted
200709,14,115,2007,09,old_caged_adjusted
200709,15,1781,2007,09,old_caged_adjusted
200709,16,272,2007,09,old_caged_adjusted
200709,17,569,2007,09,old_caged_adjusted
200709,21,927,2007,09,old_caged_adjusted
200709,22,55,2007,09,old_caged_adjusted
200709,23,1004,2007,09,old_caged_adjusted
200709,24,1428,2007,09,old_caged_adjusted
200709,25,757,2007,09,old_caged_adjusted
200709,26,6493,2007,09,old_caged_adjusted
200709,27,6899,2007,09,old_caged_adjusted
200709,28,417,2007,09,old_caged_adjusted
200709,29,2111,2007,09,old_caged_adjusted
200709,31,877,2007,09,old_caged_adjusted
200709,32,720,2007,09,old_caged_adjusted
200709,33,2902,2007,09,old_caged_adjusted
200709,35,5766,2007,09,old_caged_adjusted
200709,41,949,2007,09,old_caged_adjusted
200709,42,1007,2007,09,old_caged_adjusted
200709,43,1137,2007,09,old_caged_adjusted
200709,50,505,2007,09,old_caged_adjusted
200709,51,894,2007,09,old_caged_adjusted
200709,52,1080,2007,09,old_caged_adjusted
200709,53,414,2007,09,old_caged_adjusted
200710,11,291,2007,10,old_caged_adjusted
200710,12,87,2007,10,old_caged_adjusted
200710,13,852,2007,10,old_caged_adjusted
200710,14,127,2007,10,old_caged_adjusted
200710,15,1601,2007,10,old_caged_adjusted
200710,16,237,2007,10,old_caged_adjusted
200710,17,543,2007,10,old_caged_adjusted
200710,21,680,2007,10,old_caged_adjusted
200710,22,408,2007,10,old_caged_adjusted
200710,23,1291,2007,10,old_caged_adjusted
200710,24,701,2007,10,old_caged_adjusted
200710,25,654,2007,10,old_caged_adjusted
200710,26,2778,2007,10,old_caged_adjusted
200710,27,1071,2007,10,old_caged_adjusted
200710,28,573,2007,10,old_caged_adjusted
200710,29,924,2007,10,old_caged_adjusted
200710,31,2486,2007,10,old_caged_adjusted
200710,32,154,2007,10,old_caged_adjusted
200710,33,2426,2007,10,old_caged_adjusted
200710,35,4173,2007,10,old_caged_adjusted
200710,41,1058,2007,10,old_caged_adjusted
200710,42,575,2007,10,old_caged_adjusted
200710,43,802,2007,10,old_caged_adjusted
200710,50,482,2007,10,old_caged_adjusted
200710,51,405,2007,10,old_caged_adjusted
200710,52,1199,2007,10,old_caged_adjusted
200710,53,994,2007,10,old_caged_adjusted
200711,11,159,2007,11,old_caged_adjusted
200711,12,101,2007,11,old_caged_adjusted
200711,13,175,2007,11,old_caged_adjusted
200711,14,192,2007,11,old_caged_adjusted
200711,15,778,2007,11,old_caged_adjusted
200711,16,272,2007,11,old_caged_adjusted
200711,17,266,2007,11,old_caged_adjusted
200711,21,572,2007,11,old_caged_adjusted
200711,22,382,2007,11,old_caged_adjusted
200711,23,715,2007,11,old_caged_adjusted
200711,24,352,2007,11,old_caged_adjusted
200711,25,417,2007,11,old_caged_adjusted
200711,26,1075,2007,11,old_caged_adjusted
200711,27,642,2007,11,old_caged_adjusted
200711,28,694,2007,11,old_caged_adjusted
200711,29,1257,2007,11,old_caged_adjusted
200711,31,2053,2007,11,old_caged_adjusted
200711,32,-194,2007,11,old_caged_adjusted
200711,33,2300,2007,11,old_caged_adjusted
200711,35,2544,2007,11,old_caged_adjusted
200711,41,944,2007,11,old_caged_adjusted
200711,42,716,2007,11,old_caged_adjusted
200711,43,1605,2007,11,old_caged_adjusted
200711,50,604,2007,11,old_caged_adjusted
200711,51,-142,2007,11,old_caged_adjusted
200711,52,216,2007,11,old_caged_adjusted
200711,53,568,2007,11,old_caged_adjusted
200712,11,-412,2007,12,old_caged_adjusted
200712,12,24,2007,12,old_caged_adjusted
200712,13,96,2007,12,old_caged_adjusted
200712,14,44,2007,12,old_caged_adjusted
200712,15,-97,2007,12,old_caged_adjusted
200712,16,23,2007,12,old_caged_adjusted
