series_block,source_type,frequency,source_url,target_path,status,notes
new_caged_2022_04,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202204/CAGEDMOV202204.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202204.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202204/
new_caged_2022_05,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202205/CAGEDMOV202205.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202205.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202205/
new_caged_2022_06,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202206/CAGEDMOV202206.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202206.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202206/
new_caged_2022_07,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202207/CAGEDMOV202207.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202207.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202207/
new_caged_2022_08,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202208/CAGEDMOV202208.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202208.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202208/
new_caged_2022_09,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202209/CAGEDMOV202209.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202209.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202209/
new_caged_2022_10,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202210/CAGEDMOV202210.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202210.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202210/
new_caged_2022_11,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202211/CAGEDMOV202211.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202211.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202211/
new_caged_2022_12,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202212/CAGEDMOV202212.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202212.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2022/202212/
new_caged_2023_01,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202301/CAGEDMOV202301.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202301.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202301/
new_caged_2023_02,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202302/CAGEDMOV202302.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202302.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202302/
new_caged_2023_03,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202303/CAGEDMOV202303.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202303.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202303/
new_caged_2023_04,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202304/CAGEDMOV202304.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202304.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202304/
new_caged_2023_05,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202305/CAGEDMOV202305.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202305.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202305/
new_caged_2023_06,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202306/CAGEDMOV202306.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202306.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202306/
new_caged_2023_07,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202307/CAGEDMOV202307.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202307.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202307/
new_caged_2023_08,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202308/CAGEDMOV202308.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202308.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202308/
new_caged_2023_09,new_caged_ftp_archive,monthly,ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202309/CAGEDMOV202309.7z,C:/Users/Usuario/OneDrive/Papers/2026/Ruptura Institucional de Governadores/data/raw/mte/CAGEDMOV202309.7z,ready_to_download,FTP month folder: ftp://ftp.mtps.gov.br/pdet/microdados/NOVO%20CAGED/2023/202309/
