event_id,outcome,short,channel,family,gap_post,pct_effect,effect_display,effect_for_plot,effect_label,mag_sd,persistence,pre_trend_p,treated_pre_rmspe,median_donor_pre_rmspe,prefit_class,rank,n_units,classic_p,loo_frac_same_sign,C1_prefit,C2_magnitude,C3_persistence,C4_placebo,C5_robust,robustness_score,tier,considerable,direction
SC_2020_01,retail,Retail volume,consumption,monthly,3.1598083587060697,3.2780175251661294,pct,3.2780175251661294,+3.3%,0.529968719053472,0.8333333333333334,0.15454769264398976,3.5865706884782864,3.17351024233436,C,10,23,0.43478260869565216,1,TRUE,FALSE,TRUE,FALSE,TRUE,3,weak,FALSE,positive
SC_2020_01,services,Services volume,consumption,monthly,0.05277213988549256,0.05527670461268234,pct,0.05527670461268234,+0.1%,0.014688595578461111,0.5416666666666666,0.7648630155859302,2.4116655863800864,2.4060926259357,B,12,23,0.5217391304347826,0.045454545454545456,TRUE,FALSE,FALSE,FALSE,FALSE,1,weak,FALSE,positive
SC_2020_01,formal_hiring,Formal hiring,labor_market,monthly,9.973029629656871,,absolute,9.973029629656871,+10.0,0.050995337847235485,0.625,0.913278259896535,104.62955695043291,29.42568815875884,D,21,23,0.9130434782608695,1,FALSE,FALSE,TRUE,FALSE,TRUE,2,non-interpretable,FALSE,positive
SC_2020_01,construction,Construction,labor_market,monthly,8.009453543343643,,absolute,8.009453543343643,+8.0,0.5369351970405098,0.875,0.488020431809284,7.756099970426987,8.446710877276235,B,7,23,0.30434782608695654,1,TRUE,FALSE,TRUE,FALSE,TRUE,3,weak,FALSE,positive
SC_2020_01,icms_siconfi,ICMS,public_sector,bimonthly,-0.03078273986455023,-3.031377564741844,pct,-3.031377564741844,-3.0%,0.3855623111166528,0.5,0.1595310270535627,0.07503260947641588,0.09362601567087284,B,10,22,0.45454545454545453,0.85,TRUE,FALSE,FALSE,FALSE,TRUE,2,weak,FALSE,negative
SC_2020_01,tax_siconfi,Tax revenue,public_sector,bimonthly,0.019767661377767014,1.996433538674558,pct,1.996433538674558,+2.0%,0.2616614284788895,0.5,0.01960912263315326,0.09931365361814956,0.09303287136961472,C,17,23,0.7391304347826086,0.9545454545454546,FALSE,FALSE,FALSE,FALSE,TRUE,1,non-interpretable,FALSE,positive
SC_2020_01,investment_siconfi,Public investment,public_sector,bimonthly,0.04486931095179852,4.58911644558071,pct,4.58911644558071,+4.6%,0.07661722227810892,0.45454545454545453,0.1535378425214823,0.4659433731025251,0.47918565847161493,B,10,23,0.43478260869565216,0.9090909090909091,TRUE,FALSE,FALSE,FALSE,TRUE,2,weak,FALSE,positive
SC_2020_01,totalexp_siconfi,Total expenditure,public_sector,bimonthly,0.15019772918527594,16.206399398003878,pct,16.206399398003878,+16.2%,0.8603917504036639,0.9166666666666666,0.7727669256986129,0.184871844634072,0.12006297544668171,D,15,23,0.6521739130434783,0.9523809523809523,FALSE,FALSE,TRUE,FALSE,TRUE,2,non-interpretable,FALSE,positive
