outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
retail,Retail volume,consumption,6.931054575202017,22,0.045454545454545456,0.3181818181818182
services,Services volume,consumption,3.090372675217737,22,0.7272727272727273,0.8181818181818182
formal_hiring,Formal hiring,labor_market,0.9222341183894817,22,0.8636363636363636,1
construction,Construction,labor_market,1.9961049521920375,22,0.13636363636363635,1
icms_siconfi,ICMS,public_sector,2.8489640240731857,21,0.38095238095238093,0.8571428571428571
tax_siconfi,Tax revenue,public_sector,1.8833186663132886,22,0.6363636363636364,1
investment_siconfi,Public investment,public_sector,1.9618591786884751,22,1,1
totalexp_siconfi,Total expenditure,public_sector,1.8763865778622664,22,0.45454545454545453,0.3181818181818182
