pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2006-04-01,pre,-0.27199819155457305
AC,retail,consumption,2006-05-01,pre,2.4962557989992646
AC,retail,consumption,2006-06-01,pre,-0.24717414173094454
AC,retail,consumption,2006-07-01,pre,0.8092777854212017
AC,retail,consumption,2006-08-01,pre,0.4077752557783896
AC,retail,consumption,2006-09-01,pre,-0.5946545438810773
AC,retail,consumption,2006-10-01,pre,-0.5098209782734315
AC,retail,consumption,2006-11-01,pre,-2.2435981328750074
AC,retail,consumption,2006-12-01,pre,1.152482707284598
AC,retail,consumption,2007-01-01,pre,11.3031092903176
AC,retail,consumption,2007-02-01,pre,-0.7272796969526212
AC,retail,consumption,2007-03-01,pre,-0.3190502779007218
AC,retail,consumption,2007-04-01,pre,-2.0419604088138215
AC,retail,consumption,2007-05-01,pre,-2.2574741848555675
AC,retail,consumption,2007-06-01,pre,1.8704840791125505
AC,retail,consumption,2007-07-01,pre,-1.9848930076735485
AC,retail,consumption,2007-08-01,pre,-1.2015183480939768
AC,retail,consumption,2007-09-01,pre,0.30710510318753137
AC,retail,consumption,2007-10-01,pre,2.495453543205045
AC,retail,consumption,2007-11-01,pre,-1.3014060364199267
AC,retail,consumption,2007-12-01,pre,-5.319818583301789
AC,retail,consumption,2008-01-01,pre,6.801688854534802
AC,retail,consumption,2008-02-01,pre,2.270068919101412
AC,retail,consumption,2008-03-01,pre,-0.7713511037357108
AC,retail,consumption,2008-04-01,pre,-1.1347906497530431
AC,retail,consumption,2008-05-01,pre,0.15109141369840984
AC,retail,consumption,2008-06-01,pre,0.7374238639544686
AC,retail,consumption,2008-07-01,pre,1.299430514732883
AC,retail,consumption,2008-08-01,pre,1.743526455039003
AC,retail,consumption,2008-09-01,pre,3.4083307604487345
AC,retail,consumption,2008-10-01,pre,0.5738920168011887
AC,retail,consumption,2008-11-01,pre,7.872225507581142
AC,retail,consumption,2008-12-01,pre,-4.75813247318618
AC,retail,consumption,2009-01-01,pre,-2.927143433423545
AC,retail,consumption,2009-02-01,pre,3.5063067272062796
AC,retail,consumption,2009-03-01,pre,-1.0139517366635147
AC,retail,consumption,2009-04-01,post,5.053924287747108
AC,retail,consumption,2009-05-01,post,9.525321857525334
AC,retail,consumption,2009-06-01,post,11.514769208342614
AC,retail,consumption,2009-07-01,post,15.855258902491673
AC,retail,consumption,2009-08-01,post,17.837484162067682
AC,retail,consumption,2009-09-01,post,14.318827319081933
AC,retail,consumption,2009-10-01,post,17.340700295540444
AC,retail,consumption,2009-11-01,post,3.6633553758916406
AC,retail,consumption,2009-12-01,post,13.80854064111027
AC,retail,consumption,2010-01-01,post,4.944095218749403
AC,retail,consumption,2010-02-01,post,-2.337064071549243
AC,retail,consumption,2010-03-01,post,2.1306830042283877
AC,retail,consumption,2010-04-01,post,-2.5310273039519515
AC,retail,consumption,2010-05-01,post,-2.1151846764879423
AC,retail,consumption,2010-06-01,post,-2.635503457310442
AC,retail,consumption,2010-07-01,post,2.6183890860391372
AC,retail,consumption,2010-08-01,post,-2.563492702499552
AC,retail,consumption,2010-09-01,post,-2.821594815819772
AC,retail,consumption,2010-10-01,post,-5.200782666109262
AC,retail,consumption,2010-11-01,post,5.126325726541175
AC,retail,consumption,2010-12-01,post,4.963268339097127
AC,retail,consumption,2011-01-01,post,0.7549367545718226
AC,retail,consumption,2011-02-01,post,1.6577072903260444
AC,retail,consumption,2011-03-01,post,0.5985026964565705
AC,formal_hiring,labor_market,2007-01-01,pre,-12.82099655809582
AC,formal_hiring,labor_market,2007-02-01,pre,87.3835795250869
AC,formal_hiring,labor_market,2007-03-01,pre,-4.923013774152501
AC,formal_hiring,labor_market,2007-04-01,pre,-92.69001581789198
AC,formal_hiring,labor_market,2007-05-01,pre,-126.3928890919949
AC,formal_hiring,labor_market,2007-06-01,pre,19.921054313757807
AC,formal_hiring,labor_market,2007-07-01,pre,-52.41478179825259
AC,formal_hiring,labor_market,2007-08-01,pre,-49.52145940587438
AC,formal_hiring,labor_market,2007-09-01,pre,-6.86813970249203
AC,formal_hiring,labor_market,2007-10-01,pre,113.64555339404008
AC,formal_hiring,labor_market,2007-11-01,pre,6.65200243483029
AC,formal_hiring,labor_market,2007-12-01,pre,-20.108259001614478
AC,formal_hiring,labor_market,2008-01-01,pre,1.4345862607212494
AC,formal_hiring,labor_market,2008-02-01,pre,-3.3575792524111847
AC,formal_hiring,labor_market,2008-03-01,pre,9.827474347221548
AC,formal_hiring,labor_market,2008-04-01,pre,-60.55167971162467
AC,formal_hiring,labor_market,2008-05-01,pre,100.78235670613594
AC,formal_hiring,labor_market,2008-06-01,pre,102.76475365336988
AC,formal_hiring,labor_market,2008-07-01,pre,105.46152984443611
AC,formal_hiring,labor_market,2008-08-01,pre,-0.4884877699843
AC,formal_hiring,labor_market,2008-09-01,pre,-2.1283439333460663
AC,formal_hiring,labor_market,2008-10-01,pre,-47.79433388864612
AC,formal_hiring,labor_market,2008-11-01,pre,-66.14307832353117
