event_id,state_abbrev,state_name,governor_name,governor_gender,party,term_start_date,legal_term_end_date,removal_date,return_date,event_type,event_subtype,removal_mechanism,initiating_institution,succession_type,vice_assumed,presidential_intervention,intervention_start_date,intervention_end_date,judicialization_level,electoral_justice_case,case_notes,sample_class,sample_note,include_main_sample,include_extended_sample,source_primary,source_secondary,instability_start_date,instability_start_type,instability_process_type,instability_initiating_actor,instability_start_source_id,instability_start_confidence,instability_duration_days,instability_coding_notes,regime,monthly_window_start,monthly_window_end,bim_window_start,bim_window_end,removal_month,monthly_pre_target,monthly_pre_floor,monthly_post,bim_pre_target,bim_pre_floor,bim_post,donor_exclusion_window_start,donor_exclusion_window_end,qualifying_monthly_outcomes,qualifying_bimonthly_outcomes,covariate_set,treatment_frame,sa_method,deflation,per_capita
AM_2017_01,AM,Amazonas,Jose Melo,M,PROS,2015-01-01,2018-12-31,2017-05-04,,electoral_cassation,vote_buying,TSE_final_decision,TSE,supplementary_direct_election,no,no,,,TSE_final_yes,yes,TSE cassou a chapa e determinou eleicao suplementar direta no Amazonas,main,Definitive electoral removal with strong comparability,1,1,TSE,TRE-AM/TSE follow-up,2016-01-25,tre_cassation_decision,electoral_cassation_appeals,TRE_AM,SRC_AM_2017_01_B,high,465,TRE-AM cassation is coded as the crisis start; TSE confirmed removal in 2017.,confaz,2014-05-01,2019-04-01,2013-05-01,2019-03-01,2017-05-01,36,20,24,24,21,12,2014-05-01,2019-05-01,"retail,services,formal_hiring,construction,icms_confaz,tax_confaz",,"va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc",accountability: single cut at removal_date,monthly X-13 (freq 12); bimonthly STL (freq 6),IPCA real R$ of 201705 (CONFAZ); SICONFI panel real columns,"resident population (annual, year clamped)"
