pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.024901955807775204,0.14700779129217204,5.903463664740397
AL,0.01930616901551881,0.06471523200266548,3.352049386423876
AP,0.04105511298337656,0.171914141580293,4.187399061595616
BA,0.01020691958388653,0.02196157531175106,2.151635969232224
CE,0.007175213775145535,0.034097876780641315,4.752175732903471
DF,0.013004457043369765,0.09392981537486968,7.2228940479109935
ES,0.02056841584803931,0.0843758709654865,4.102205614125099
GO,0.013896260532598122,0.09030008404469832,6.498157100096864
MA,0.017590098895520954,0.07033830816312522,3.99874432661864
MG,0.012944602218765056,0.09811075935635845,7.579279586832946
MS,0.02745299400650731,0.10368465697939475,3.7768068923490783
MT,0.03362894613954889,0.09817805003725227,2.9194506907783
PA,0.017043369108243177,0.04337644488372038,2.545062810541431
PB,0.010644083823619458,0.07020850640660621,6.5960121669478005
PE,0.020528746771905394,0.08073277735112219,3.93266955105165
PI,0.014480962014217618,0.0941728381178199,6.503216984158901
PR,0.02648724934757347,0.09335577448573869,3.5245552779262495
RJ,0.03500016678141882,0.18491004517851334,5.283118972926721
RN,0.01075161931870037,0.04114432688663295,3.826802797516307
RO,0.01796949865181395,0.0709634206128272,3.9491040895380642
RS,0.008813964824148148,0.05036474890715038,5.714198991260218
SC,0.014099054841034213,0.060655175620082935,4.302073883956442
SE,0.0076941351112280775,0.05210574625599951,6.772138193929219
SP,0.016334915604923134,0.10457547764105717,6.40196008172454
