pseudo_treated_state,period_date,event_time,augmented_gap
AC,2014-10-01,-31,-0.04682575484987073
AC,2014-11-01,-30,-0.023059964626193974
AC,2014-12-01,-29,0.0050561317037001174
AC,2015-01-01,-28,-0.002805117450730421
AC,2015-02-01,-27,-0.03896836068741916
AC,2015-03-01,-26,-0.00976602218233591
AC,2015-04-01,-25,0.010292618021447986
AC,2015-05-01,-24,-0.023006661182931154
AC,2015-06-01,-23,-0.013233519965342389
AC,2015-07-01,-22,-0.021779339494962358
AC,2015-08-01,-21,0.024978984441906604
AC,2015-09-01,-20,-0.020971713488163957
AC,2015-10-01,-19,-0.024485304154387322
AC,2015-11-01,-18,0.021031102511736677
AC,2015-12-01,-17,0.025036662351740624
AC,2016-01-01,-16,0.02212057747081886
AC,2016-02-01,-15,-0.030065650294736734
AC,2016-03-01,-14,0.039961910015732904
AC,2016-04-01,-13,-0.0025661594369363883
AC,2016-05-01,-12,0.009690711117919193
AC,2016-06-01,-11,0.015891581083568695
AC,2016-07-01,-10,0.0015309751969567742
AC,2016-08-01,-9,0.024575002398156798
AC,2016-09-01,-8,0.003683456911831584
AC,2016-10-01,-7,0.0019406075902228537
AC,2016-11-01,-6,-0.023451613410139238
AC,2016-12-01,-5,0.004199880180440374
AC,2017-01-01,-4,-0.03768702532178825
AC,2017-02-01,-3,0.062820174854191
AC,2017-03-01,-2,-0.023157674657985794
AC,2017-04-01,-1,-0.019924498592624573
AC,2017-05-01,0,0.0037509096379357842
AC,2017-06-01,1,-0.007020137608323651
AC,2017-07-01,2,0.051526638955124326
AC,2017-08-01,3,0.08419658058896484
AC,2017-09-01,4,0.14365692627688098
AC,2017-10-01,5,0.23141776655397006
AC,2017-11-01,6,0.23069461558650772
AC,2017-12-01,7,0.2270167265320877
AC,2018-01-01,8,0.23504087007328422
AC,2018-02-01,9,0.14239980058397705
AC,2018-03-01,10,0.06978813903045378
AC,2018-04-01,11,-0.006785198916635871
AC,2018-05-01,12,-0.03788193345325652
AC,2018-06-01,13,-0.156141598752761
AC,2018-07-01,14,-0.13335039062577803
AC,2018-08-01,15,-0.07025753799367873
AC,2018-09-01,16,-0.055132596328011374
AC,2018-10-01,17,0.017167709359158678
AC,2018-11-01,18,-0.03136665859337828
AC,2018-12-01,19,0.16265550546245766
AC,2019-01-01,20,0.150586265154236
AC,2019-02-01,21,0.13936974287109827
AC,2019-03-01,22,0.15751179289940254
AC,2019-04-01,23,0.16014552182662456
AL,2014-10-01,-31,0.021540914225215424
AL,2014-11-01,-30,-0.014856067852950794
AL,2014-12-01,-29,0.0196052746442108
AL,2015-01-01,-28,0.007652850514728193
AL,2015-02-01,-27,0.03543997076844807
AL,2015-03-01,-26,-0.008989138441330091
AL,2015-04-01,-25,-0.020133989413004372
AL,2015-05-01,-24,0.02380366856572902
AL,2015-06-01,-23,0.01251629463136883
AL,2015-07-01,-22,0.029240267046784396
AL,2015-08-01,-21,-0.037612161662018195
AL,2015-09-01,-20,0.013401466786897132
AL,2015-10-01,-19,0.03331293449014172
AL,2015-11-01,-18,0.023493623611134495
AL,2015-12-01,-17,-0.01955259474113369
AL,2016-01-01,-16,-0.030954586550695495
AL,2016-02-01,-15,0.015425816609477394
AL,2016-03-01,-14,0.0020774278215549558
AL,2016-04-01,-13,0.0035634862877298445
AL,2016-05-01,-12,-0.014258325969360719
AL,2016-06-01,-11,-0.008472570860155848
AL,2016-07-01,-10,-0.00381168531731646
AL,2016-08-01,-9,-0.021351213084936482
AL,2016-09-01,-8,-0.0028009623488340907
AL,2016-10-01,-7,-0.027321162516417807
AL,2016-11-01,-6,0.0010094472862096637
AL,2016-12-01,-5,-0.016425043355198454
AL,2017-01-01,-4,0.011161749002083887
AL,2017-02-01,-3,-0.013970128380313973
AL,2017-03-01,-2,-0.01256561860716765
AL,2017-04-01,-1,0.0026128706622623454
AL,2017-05-01,0,0.0033462004027144943
AL,2017-06-01,1,-0.0034257472218479634
AL,2017-07-01,2,-0.045495907854249396
AL,2017-08-01,3,-0.047280239267922575
AL,2017-09-01,4,-0.0782610266783248
AL,2017-10-01,5,-0.1133162640433314
AL,2017-11-01,6,-0.11924052301979149
AL,2017-12-01,7,-0.10187580487775261
AL,2018-01-01,8,-0.07683668170529234
AL,2018-02-01,9,-0.057000970073685764
AL,2018-03-01,10,-0.02495548255868041
AL,2018-04-01,11,0.005851841330883012
AL,2018-05-01,12,0.019884681446026953
AL,2018-06-01,13,0.050376958580905296
AL,2018-07-01,14,0.037174699749729534
AL,2018-08-01,15,0.002728186673549793
AL,2018-09-01,16,-0.01743581713245934
AL,2018-10-01,17,-0.013422010083147917
AL,2018-11-01,18,-0.01672345540546516
AL,2018-12-01,19,-0.09953105158275743
AL,2019-01-01,20,-0.08099954505194429
AL,2019-02-01,21,-0.07095809560162802
AL,2019-03-01,22,-0.054493949026095834
AL,2019-04-01,23,-0.052603512924978446
AP,2014-10-01,-31,0.021282420867724916
AP,2014-11-01,-30,-0.02785476839666412
AP,2014-12-01,-29,0.047806963074652487
AP,2015-01-01,-28,0.037766146065819406
AP,2015-02-01,-27,0.030346225079716405
AP,2015-03-01,-26,-0.014343126089159774
AP,2015-04-01,-25,-0.013410911391520841
AP,2015-05-01,-24,0.04428570348141303
AP,2015-06-01,-23,-0.035268327200722815
AP,2015-07-01,-22,0.01809271086555242
AP,2015-08-01,-21,-0.06053178494696798
AP,2015-09-01,-20,0.024686657372347653
AP,2015-10-01,-19,0.02798400540618662
AP,2015-11-01,-18,-0.015991659788934243
AP,2015-12-01,-17,-0.021199230661149926
AP,2016-01-01,-16,-0.06047642431174438
AP,2016-02-01,-15,0.034310121939631344
AP,2016-03-01,-14,-0.0550122594460305
AP,2016-04-01,-13,0.004823533297340532
AP,2016-05-01,-12,-0.031880746607249044
AP,2016-06-01,-11,0.017343698897479776
AP,2016-07-01,-10,-0.022749315070379694
AP,2016-08-01,-9,0.033265528571885916
AP,2016-09-01,-8,-0.03328537091726336
AP,2016-10-01,-7,-0.008682166179978523
AP,2016-11-01,-6,-0.002721006562557804
AP,2016-12-01,-5,-0.02350861679842975
AP,2017-01-01,-4,0.1456508910803338
AP,2017-02-01,-3,0.04237078238221681
AP,2017-03-01,-2,0.03363781928770759
AP,2017-04-01,-1,2.6860258842287266e-4
AP,2017-05-01,0,0.006610492300843873
AP,2017-06-01,1,-0.007254151077249915
AP,2017-07-01,2,-0.13369084605221904
AP,2017-08-01,3,-0.1339060614730414
AP,2017-09-01,4,-0.16418721933061597
AP,2017-10-01,5,-0.22596120447376755
AP,2017-11-01,6,-0.20219968640846098
AP,2017-12-01,7,-0.21135520833017196
AP,2018-01-01,8,-0.22909752644354864
AP,2018-02-01,9,-0.17253368480255826
AP,2018-03-01,10,-0.12423268398788423
AP,2018-04-01,11,-0.09794965244975185
AP,2018-05-01,12,-0.0905595173928937
AP,2018-06-01,13,-0.06361376943444164
AP,2018-07-01,14,-0.06142257949938834
AP,2018-08-01,15,0.10554842790842578
AP,2018-09-01,16,-0.13358042699301365
AP,2018-10-01,17,-0.16953875273173757
AP,2018-11-01,18,-0.10070645212266616
AP,2018-12-01,19,-0.2342349944845914
AP,2019-01-01,20,-0.24003095633575278
AP,2019-02-01,21,-0.24753223760430831
AP,2019-03-01,22,-0.1824085456525273
AP,2019-04-01,23,-0.16347322043445
BA,2014-10-01,-31,-0.004641283914685879
BA,2014-11-01,-30,-0.005162410947690432
BA,2014-12-01,-29,-0.01812142871141731
BA,2015-01-01,-28,0.009943347393213564
BA,2015-02-01,-27,-0.02361590787827872
BA,2015-03-01,-26,-0.011488278741068392
BA,2015-04-01,-25,0.002564708881862998
BA,2015-05-01,-24,0.00705181805864008
BA,2015-06-01,-23,-0.006678032281036472
BA,2015-07-01,-22,-0.009517261062726767
BA,2015-08-01,-21,0.0035292606195858056
BA,2015-09-01,-20,0.015605917216499066
BA,2015-10-01,-19,-0.008828398027850959
BA,2015-11-01,-18,-0.011044047981062732
BA,2015-12-01,-17,0.012661182632702328
BA,2016-01-01,-16,0.0045557527889998894
BA,2016-02-01,-15,0.00956801121856099
BA,2016-03-01,-14,-0.007160552697770051
BA,2016-04-01,-13,4.422781230033479e-4
BA,2016-05-01,-12,0.015667401819253968
BA,2016-06-01,-11,-0.01833022032933762
BA,2016-07-01,-10,-0.008931304612612045
BA,2016-08-01,-9,-0.005062524286323367
BA,2016-09-01,-8,-0.011084040135844297
BA,2016-10-01,-7,0.01069716142660404
BA,2016-11-01,-6,-0.006126721581309447
BA,2016-12-01,-5,0.003978005330542267
BA,2017-01-01,-4,0.010464699891749696
BA,2017-02-01,-3,7.593852356038155e-4
BA,2017-03-01,-2,0.002058686702406831
BA,2017-04-01,-1,-0.001084341660421373
BA,2017-05-01,0,0.005527377609992001
BA,2017-06-01,1,-0.015136737422936086
BA,2017-07-01,2,-5.797886091949422e-4
BA,2017-08-01,3,0.007083538219577079
BA,2017-09-01,4,0.0023193583471510237
BA,2017-10-01,5,-0.004101037631267346
BA,2017-11-01,6,-0.010645000594583287
BA,2017-12-01,7,0.007861202973548309
BA,2018-01-01,8,0.0025211950464605337
BA,2018-02-01,9,0.0017842916090531347
BA,2018-03-01,10,0.004461859758363218
BA,2018-04-01,11,0.011638568221933099
BA,2018-05-01,12,0.013240871564833334
BA,2018-06-01,13,-0.008330789713852482
BA,2018-07-01,14,-0.002587426510013202
BA,2018-08-01,15,0.0015363022555137107
BA,2018-09-01,16,0.021705518508686517
BA,2018-10-01,17,9.83055249374587e-4
BA,2018-11-01,18,0.008866020382978235
BA,2018-12-01,19,0.0563945785107709
BA,2019-01-01,20,0.03720375548118593
BA,2019-02-01,21,0.03426434264621747
BA,2019-03-01,22,0.029584252896666108
BA,2019-04-01,23,0.03726722796081017
CE,2014-10-01,-31,-0.0037736756933579585
CE,2014-11-01,-30,0.009086227955024562
CE,2014-12-01,-29,-0.006714902795381228
CE,2015-01-01,-28,-0.00908188344871963
CE,2015-02-01,-27,-0.002362206054726812
CE,2015-03-01,-26,0.003669967425710574
CE,2015-04-01,-25,0.009471577150317323
CE,2015-05-01,-24,-0.006945441930484186
CE,2015-06-01,-23,0.003244963947675039
CE,2015-07-01,-22,-6.172716582675264e-4
CE,2015-08-01,-21,0.012413946706717027
CE,2015-09-01,-20,-0.0011035144142050868
CE,2015-10-01,-19,-0.007049379464699079
CE,2015-11-01,-18,-0.005308941519585275
CE,2015-12-01,-17,0.01950215723107185
CE,2016-01-01,-16,-0.005397160681794411
CE,2016-02-01,-15,-0.006626801209297817
CE,2016-03-01,-14,0.002497787292807807
CE,2016-04-01,-13,0.003108227624443849
CE,2016-05-01,-12,0.004837107000822627
CE,2016-06-01,-11,-0.016973994026107775
CE,2016-07-01,-10,0.004765546409675636
CE,2016-08-01,-9,0.005949298357599275
CE,2016-09-01,-8,-0.005299688260272717
CE,2016-10-01,-7,-0.004772214837870159
CE,2016-11-01,-6,-6.820343258224781e-4
CE,2016-12-01,-5,-0.003257529420178429
CE,2017-01-01,-4,-0.0036104114102775142
CE,2017-02-01,-3,-0.005039448451074513
CE,2017-03-01,-2,0.003689822770279072
CE,2017-04-01,-1,-0.0041990432902219155
CE,2017-05-01,0,-0.010765015780005882
CE,2017-06-01,1,0.016810464814467352
CE,2017-07-01,2,0.02304324871798258
CE,2017-08-01,3,0.030142078393764038
CE,2017-09-01,4,0.026026665873065902
CE,2017-10-01,5,0.03025971445232667
CE,2017-11-01,6,0.042054579337536424
CE,2017-12-01,7,0.041502103464361007
CE,2018-01-01,8,0.04752529572972186
CE,2018-02-01,9,0.046911264348641346
CE,2018-03-01,10,0.04598051459715613
CE,2018-04-01,11,0.038193035949968035
CE,2018-05-01,12,0.03320163648653374
CE,2018-06-01,13,-0.012119560151150566
CE,2018-07-01,14,-0.0336793445968393
CE,2018-08-01,15,-0.03382021690529413
CE,2018-09-01,16,-0.039046765074549405
CE,2018-10-01,17,-0.03672157780990304
CE,2018-11-01,18,-0.04872364954628594
CE,2018-12-01,19,-0.015005028122452302
CE,2019-01-01,20,-0.012316757688984659
CE,2019-02-01,21,-0.018373573143136035
CE,2019-03-01,22,-0.008978989446308816
CE,2019-04-01,23,-0.009067544680874562
DF,2014-10-01,-31,-0.007528493576859141
DF,2014-11-01,-30,-0.02585835559919314
DF,2014-12-01,-29,0.030326645528872653
DF,2015-01-01,-28,0.01142444005576504
DF,2015-02-01,-27,0.03373435007489345
DF,2015-03-01,-26,0.004477154232601421
DF,2015-04-01,-25,-0.009681680828121486
DF,2015-05-01,-24,0.0038799982136143996
DF,2015-06-01,-23,0.003776544398817805
DF,2015-07-01,-22,0.0017865026102557025
DF,2015-08-01,-21,-0.015563195492387827
DF,2015-09-01,-20,0.004804319927219858
DF,2015-10-01,-19,0.0013913769673585819
DF,2015-11-01,-18,-9.634439364605285e-4
DF,2015-12-01,-17,0.005161558746873851
DF,2016-01-01,-16,-0.006179394555981155
DF,2016-02-01,-15,0.009428803291268828
DF,2016-03-01,-14,-0.009292822640106557
DF,2016-04-01,-13,0.0020622398517815554
DF,2016-05-01,-12,0.012110012538200543
DF,2016-06-01,-11,-0.01344949305019405
DF,2016-07-01,-10,0.0030682792357739075
DF,2016-08-01,-9,-0.01403289769438043
DF,2016-09-01,-8,0.005206641597251149
DF,2016-10-01,-7,0.00854957242308707
DF,2016-11-01,-6,0.011610764912748373
DF,2016-12-01,-5,0.0019730407510811787
DF,2017-01-01,-4,-0.019429981611688518
DF,2017-02-01,-3,-0.01935870054078581
DF,2017-03-01,-2,0.011888129591548058
DF,2017-04-01,-1,-0.001962007102365604
DF,2017-05-01,0,-0.019350959924151923
DF,2017-06-01,1,-0.01771979557516623
DF,2017-07-01,2,-0.045352412764777306
DF,2017-08-01,3,-0.06300013172421348
DF,2017-09-01,4,-0.08123684529170916
DF,2017-10-01,5,-0.11153700668514777
DF,2017-11-01,6,-0.1142851526389439
DF,2017-12-01,7,-0.11696735649508394
DF,2018-01-01,8,-0.12250402984404918
DF,2018-02-01,9,-0.09088832523011181
DF,2018-03-01,10,-0.08960760106966426
DF,2018-04-01,11,-0.09254000779975069
DF,2018-05-01,12,-0.09530390055093552
DF,2018-06-01,13,-0.07803974893047094
DF,2018-07-01,14,-0.0685936216229841
DF,2018-08-01,15,-0.07271785936077979
DF,2018-09-01,16,-0.06182574583948597
DF,2018-10-01,17,-0.06845618030195322
DF,2018-11-01,18,-0.023022040234778274
DF,2018-12-01,19,-0.06380188987692836
DF,2019-01-01,20,-0.08257595389397654
DF,2019-02-01,21,-0.093822372315178093
DF,2019-03-01,22,-0.12005804482113103
DF,2019-04-01,23,-0.14240293811300386
ES,2014-10-01,-31,0.04234915107961612
ES,2014-11-01,-30,0.044687682617001734
ES,2014-12-01,-29,-0.050319226509589754
ES,2015-01-01,-28,-0.02578542491819036
ES,2015-02-01,-27,-0.01562671306794705
ES,2015-03-01,-26,-0.002856732981774357
ES,2015-04-01,-25,0.017573570756915124
ES,2015-05-01,-24,-0.012749370449069986
ES,2015-06-01,-23,0.025833318036813324
ES,2015-07-01,-22,0.004042837875535277
ES,2015-08-01,-21,-0.0018005556730980032
ES,2015-09-01,-20,0.021641855479952454
ES,2015-10-01,-19,-0.015098410344711155
ES,2015-11-01,-18,-0.016944691985388616
ES,2015-12-01,-17,-0.0036491572686161433
ES,2016-01-01,-16,0.023363951041925013
ES,2016-02-01,-15,0.023673637795502245
ES,2016-03-01,-14,-0.024860245274020976
ES,2016-04-01,-13,-0.003265746712339812
ES,2016-05-01,-12,-1.488295803397932e-4
ES,2016-06-01,-11,0.0044973812995401374
ES,2016-07-01,-10,-0.005013021995870837
ES,2016-08-01,-9,0.0027135095940273857
ES,2016-09-01,-8,0.011529346623294856
ES,2016-10-01,-7,-0.009579441104132336
ES,2016-11-01,-6,0.015579524646459397
ES,2016-12-01,-5,0.006904656870721837
ES,2017-01-01,-4,-0.028626996211974287
ES,2017-02-01,-3,-0.01811984243043696
ES,2017-03-01,-2,-0.003965710149534729
ES,2017-04-01,-1,0.015926316390637574
ES,2017-05-01,0,0.011772860095435433
ES,2017-06-01,1,0.03515203288656288
ES,2017-07-01,2,0.037984977866467595
ES,2017-08-01,3,0.020364705686117368
ES,2017-09-01,4,-0.004689312015734082
ES,2017-10-01,5,-0.022522189351243505
ES,2017-11-01,6,-0.013168328390266382
ES,2017-12-01,7,-0.021246458657042666
ES,2018-01-01,8,-0.011800070563756648
ES,2018-02-01,9,0.020481105215081286
ES,2018-03-01,10,0.06967697545299867
ES,2018-04-01,11,0.12961965279438914
ES,2018-05-01,12,0.13848945658480538
