pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.008104814556241168,0.03339570468067191,4.1204773346671235
AL,0.0033097621440233574,0.011133180753607185,3.363740434856039
AP,0.012946183353313323,0.20263611793394706,15.652189715209486
BA,0.0018145762615812185,0.032674999811599326,18.006958706230616
CE,0.0018126082667494297,0.049067968475817916,27.070365602939702
DF,0.0031751288694532483,0.032193343543144744,10.139224222633956
ES,0.004055109059497493,0.05717681270441846,14.09994450593242
GO,0.0028208552577619647,0.02875470557954036,10.193612557899913
MA,0.0020635899357212624,0.0451157246179718,21.862737279828334
MG,0.0025587204014138423,0.05586423623951839,21.832880297765296
MS,0.004527514701013005,0.08117562242185955,17.929400075431445
MT,0.003992250871677763,0.02290115370143336,5.736401453100325
PA,0.0031551514715470416,0.059700187084986756,18.921496360272812
PB,0.0037291557102313425,0.10794750437581907,28.946901862974883
PE,0.002142810207924395,0.028786051955563715,13.433785152370984
PI,0.0027445986766488455,0.05249196345340022,19.125551542381746
PR,0.0021109254698353716,0.025556868115372642,12.106949525492148
RJ,0.0017035814991857156,0.03849137408134903,22.59438371439657
RN,0.0015565002308977035,0.03837894915981669,24.6572074953576
RO,0.0033337257881207102,0.06432729413598208,19.295916408363237
RS,0.0022996310734499596,0.06477907094546181,28.169331895606522
SC,0.00454518056560326,0.016870002888336837,3.7116243556976847
SE,0.0050541219335386595,0.02861049633079217,5.66082431469168
SP,0.0047236639861117065,0.10636365193039848,22.517192637563525
