pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.8703701030239333,1.0271512163714775,1.1801315472611462
AL,0.8390159470842651,2.7904648513694776,3.325878204182956
AP,1.6593919991498522,5.1625429386827735,3.1111051164087042
BA,0.27113650367388,0.9935667532048043,3.664452184571412
CE,0.5503343444770538,0.4448531135490387,0.8083324582836151
DF,0.8370828349455656,2.675622409379529,3.196365159672067
ES,0.9977177536769355,1.8738079114771553,1.8780941850252981
GO,0.4270563761750218,0.5932584495831565,1.3891806390920614
MA,0.31299414315713753,0.9322920113655134,2.978624462303308
MG,0.3549726784488127,0.9101961202537252,2.564130073985331
MS,0.9346269667267174,3.7380335837373977,3.9994925428150943
MT,1.3069934297907813,2.6897600656376026,2.0579752004324687
PA,0.27198993179965497,0.8578604894568019,3.154015605580185
PB,0.45290976423137924,0.7918320424610683,1.74832186231371
PE,0.6536628089591833,0.6914781096541055,1.0578513878663756
PI,0.3884397672164206,0.9671654628485924,2.489872419035131
PR,0.6009981978148089,0.9801752155070828,1.6309120710693266
RJ,0.7913797371109514,2.47947422449137,3.1331029949579663
RN,0.3788098555647621,0.9340295638660466,2.465694992210579
RO,0.6735189369997218,1.1862200902294995,1.7612275246686784
RS,0.5429524816568031,2.121165748081706,3.9067244735838256
SC,0.7781808161536427,2.3056106188019108,2.96282119906011
SE,0.5522829870579082,0.5027457817647017,0.9103046690663089
SP,1.050658233583188,1.1102704534013232,1.0567379742647924
