nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,brasil_codigo,brasil,variavel_codigo,variavel,mes_codigo,mes,downloaded_at
1,Brasil,30,Número-índice,73.078046584524,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199311,novembro 1993,2026-05-13
1,Brasil,30,Número-índice,100,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199312,dezembro 1993,2026-05-13
1,Brasil,30,Número-índice,141.31,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199401,janeiro 1994,2026-05-13
1,Brasil,30,Número-índice,198.22,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199402,fevereiro 1994,2026-05-13
1,Brasil,30,Número-índice,282.96,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199403,março 1994,2026-05-13
1,Brasil,30,Número-índice,403.73,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199404,abril 1994,2026-05-13
1,Brasil,30,Número-índice,581.49,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199405,maio 1994,2026-05-13
1,Brasil,30,Número-índice,857.29,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199406,junho 1994,2026-05-13
1,Brasil,30,Número-índice,915.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199407,julho 1994,2026-05-13
1,Brasil,30,Número-índice,932.97,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199408,agosto 1994,2026-05-13
1,Brasil,30,Número-índice,947.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199409,setembro 1994,2026-05-13
1,Brasil,30,Número-índice,972.06,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199410,outubro 1994,2026-05-13
1,Brasil,30,Número-índice,999.37,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199411,novembro 1994,2026-05-13
1,Brasil,30,Número-índice,1016.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199412,dezembro 1994,2026-05-13
1,Brasil,30,Número-índice,1033.74,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199501,janeiro 1995,2026-05-13
1,Brasil,30,Número-índice,1044.28,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199502,fevereiro 1995,2026-05-13
1,Brasil,30,Número-índice,1060.47,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199503,março 1995,2026-05-13
1,Brasil,30,Número-índice,1086.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199504,abril 1995,2026-05-13
1,Brasil,30,Número-índice,1115.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199505,maio 1995,2026-05-13
1,Brasil,30,Número-índice,1140.44,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199506,junho 1995,2026-05-13
1,Brasil,30,Número-índice,1167.35,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199507,julho 1995,2026-05-13
1,Brasil,30,Número-índice,1178.91,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199508,agosto 1995,2026-05-13
1,Brasil,30,Número-índice,1190.58,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199509,setembro 1995,2026-05-13
1,Brasil,30,Número-índice,1207.37,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199510,outubro 1995,2026-05-13
1,Brasil,30,Número-índice,1225.12,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199511,novembro 1995,2026-05-13
1,Brasil,30,Número-índice,1244.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199512,dezembro 1995,2026-05-13
1,Brasil,30,Número-índice,1260.9,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199601,janeiro 1996,2026-05-13
1,Brasil,30,Número-índice,1273.89,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199602,fevereiro 1996,2026-05-13
1,Brasil,30,Número-índice,1278.35,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199603,março 1996,2026-05-13
1,Brasil,30,Número-índice,1294.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199604,abril 1996,2026-05-13
1,Brasil,30,Número-índice,1310.25,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199605,maio 1996,2026-05-13
1,Brasil,30,Número-índice,1325.84,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199606,junho 1996,2026-05-13
1,Brasil,30,Número-índice,1340.56,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199607,julho 1996,2026-05-13
1,Brasil,30,Número-índice,1346.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199608,agosto 1996,2026-05-13
1,Brasil,30,Número-índice,1348.48,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199609,setembro 1996,2026-05-13
1,Brasil,30,Número-índice,1352.53,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199610,outubro 1996,2026-05-13
1,Brasil,30,Número-índice,1356.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199611,novembro 1996,2026-05-13
1,Brasil,30,Número-índice,1363.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199612,dezembro 1996,2026-05-13
1,Brasil,30,Número-índice,1379.33,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199701,janeiro 1997,2026-05-13
1,Brasil,30,Número-índice,1386.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199702,fevereiro 1997,2026-05-13
1,Brasil,30,Número-índice,1393.3,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199703,março 1997,2026-05-13
1,Brasil,30,Número-índice,1405.56,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199704,abril 1997,2026-05-13
1,Brasil,30,Número-índice,1411.32,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199705,maio 1997,2026-05-13
1,Brasil,30,Número-índice,1418.94,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199706,junho 1997,2026-05-13
1,Brasil,30,Número-índice,1422.06,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199707,julho 1997,2026-05-13
1,Brasil,30,Número-índice,1421.78,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199708,agosto 1997,2026-05-13
1,Brasil,30,Número-índice,1422.63,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199709,setembro 1997,2026-05-13
1,Brasil,30,Número-índice,1425.9,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199710,outubro 1997,2026-05-13
1,Brasil,30,Número-índice,1428.32,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199711,novembro 1997,2026-05-13
1,Brasil,30,Número-índice,1434.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199712,dezembro 1997,2026-05-13
1,Brasil,30,Número-índice,1444.64,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199801,janeiro 1998,2026-05-13
1,Brasil,30,Número-índice,1451.29,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199802,fevereiro 1998,2026-05-13
1,Brasil,30,Número-índice,1456.22,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199803,março 1998,2026-05-13
1,Brasil,30,Número-índice,1459.71,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199804,abril 1998,2026-05-13
1,Brasil,30,Número-índice,1467.01,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199805,maio 1998,2026-05-13
1,Brasil,30,Número-índice,1467.3,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199806,junho 1998,2026-05-13
1,Brasil,30,Número-índice,1465.54,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199807,julho 1998,2026-05-13
1,Brasil,30,Número-índice,1458.07,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199808,agosto 1998,2026-05-13
1,Brasil,30,Número-índice,1454.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199809,setembro 1998,2026-05-13
1,Brasil,30,Número-índice,1455.15,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199810,outubro 1998,2026-05-13
1,Brasil,30,Número-índice,1453.4,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199811,novembro 1998,2026-05-13
1,Brasil,30,Número-índice,1458.2,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199812,dezembro 1998,2026-05-13
1,Brasil,30,Número-índice,1468.41,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199901,janeiro 1999,2026-05-13
1,Brasil,30,Número-índice,1483.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199902,fevereiro 1999,2026-05-13
1,Brasil,30,Número-índice,1500.15,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199903,março 1999,2026-05-13
1,Brasil,30,Número-índice,1508.55,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199904,abril 1999,2026-05-13
1,Brasil,30,Número-índice,1513.08,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199905,maio 1999,2026-05-13
1,Brasil,30,Número-índice,1515.95,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199906,junho 1999,2026-05-13
1,Brasil,30,Número-índice,1532.47,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199907,julho 1999,2026-05-13
1,Brasil,30,Número-índice,1541.05,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199908,agosto 1999,2026-05-13
1,Brasil,30,Número-índice,1545.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199909,setembro 1999,2026-05-13
1,Brasil,30,Número-índice,1564.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199910,outubro 1999,2026-05-13
1,Brasil,30,Número-índice,1579.09,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199911,novembro 1999,2026-05-13
1,Brasil,30,Número-índice,1588.56,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),199912,dezembro 1999,2026-05-13
1,Brasil,30,Número-índice,1598.41,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200001,janeiro 2000,2026-05-13
1,Brasil,30,Número-índice,1600.49,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200002,fevereiro 2000,2026-05-13
1,Brasil,30,Número-índice,1604.01,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200003,março 2000,2026-05-13
1,Brasil,30,Número-índice,1610.75,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200004,abril 2000,2026-05-13
1,Brasil,30,Número-índice,1610.91,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200005,maio 2000,2026-05-13
1,Brasil,30,Número-índice,1614.62,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200006,junho 2000,2026-05-13
1,Brasil,30,Número-índice,1640.62,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200007,julho 2000,2026-05-13
1,Brasil,30,Número-índice,1662.11,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200008,agosto 2000,2026-05-13
1,Brasil,30,Número-índice,1665.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200009,setembro 2000,2026-05-13
1,Brasil,30,Número-índice,1668.26,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200010,outubro 2000,2026-05-13
1,Brasil,30,Número-índice,1673.6,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200011,novembro 2000,2026-05-13
1,Brasil,30,Número-índice,1683.47,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200012,dezembro 2000,2026-05-13
1,Brasil,30,Número-índice,1693.07,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200101,janeiro 2001,2026-05-13
1,Brasil,30,Número-índice,1700.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200102,fevereiro 2001,2026-05-13
1,Brasil,30,Número-índice,1707.32,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200103,março 2001,2026-05-13
1,Brasil,30,Número-índice,1717.22,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200104,abril 2001,2026-05-13
1,Brasil,30,Número-índice,1724.26,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200105,maio 2001,2026-05-13
1,Brasil,30,Número-índice,1733.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200106,junho 2001,2026-05-13
1,Brasil,30,Número-índice,1756.28,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200107,julho 2001,2026-05-13
1,Brasil,30,Número-índice,1768.57,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200108,agosto 2001,2026-05-13
1,Brasil,30,Número-índice,1773.52,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200109,setembro 2001,2026-05-13
1,Brasil,30,Número-índice,1788.24,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200110,outubro 2001,2026-05-13
1,Brasil,30,Número-índice,1800.94,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200111,novembro 2001,2026-05-13
1,Brasil,30,Número-índice,1812.65,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200112,dezembro 2001,2026-05-13
1,Brasil,30,Número-índice,1822.08,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200201,janeiro 2002,2026-05-13
1,Brasil,30,Número-índice,1828.64,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200202,fevereiro 2002,2026-05-13
1,Brasil,30,Número-índice,1839.61,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200203,março 2002,2026-05-13
1,Brasil,30,Número-índice,1854.33,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200204,abril 2002,2026-05-13
1,Brasil,30,Número-índice,1858.22,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200205,maio 2002,2026-05-13
1,Brasil,30,Número-índice,1866.02,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200206,junho 2002,2026-05-13
1,Brasil,30,Número-índice,1888.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200207,julho 2002,2026-05-13
1,Brasil,30,Número-índice,1900.5,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200208,agosto 2002,2026-05-13
1,Brasil,30,Número-índice,1914.18,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200209,setembro 2002,2026-05-13
1,Brasil,30,Número-índice,1939.26,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200210,outubro 2002,2026-05-13
1,Brasil,30,Número-índice,1997.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200211,novembro 2002,2026-05-13
1,Brasil,30,Número-índice,2039.78,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200212,dezembro 2002,2026-05-13
1,Brasil,30,Número-índice,2085.68,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200301,janeiro 2003,2026-05-13
1,Brasil,30,Número-índice,2118.43,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200302,fevereiro 2003,2026-05-13
1,Brasil,30,Número-índice,2144.49,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200303,março 2003,2026-05-13
1,Brasil,30,Número-índice,2165.29,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200304,abril 2003,2026-05-13
1,Brasil,30,Número-índice,2178.5,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200305,maio 2003,2026-05-13
1,Brasil,30,Número-índice,2175.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200306,junho 2003,2026-05-13
1,Brasil,30,Número-índice,2179.58,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200307,julho 2003,2026-05-13
1,Brasil,30,Número-índice,2186.99,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200308,agosto 2003,2026-05-13
1,Brasil,30,Número-índice,2204.05,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200309,setembro 2003,2026-05-13
1,Brasil,30,Número-índice,2210.44,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200310,outubro 2003,2026-05-13
1,Brasil,30,Número-índice,2217.96,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200311,novembro 2003,2026-05-13
1,Brasil,30,Número-índice,2229.49,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200312,dezembro 2003,2026-05-13
1,Brasil,30,Número-índice,2246.43,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200401,janeiro 2004,2026-05-13
1,Brasil,30,Número-índice,2260.13,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200402,fevereiro 2004,2026-05-13
1,Brasil,30,Número-índice,2270.75,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200403,março 2004,2026-05-13
1,Brasil,30,Número-índice,2279.15,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200404,abril 2004,2026-05-13
1,Brasil,30,Número-índice,2290.77,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200405,maio 2004,2026-05-13
1,Brasil,30,Número-índice,2307.03,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200406,junho 2004,2026-05-13
1,Brasil,30,Número-índice,2328.02,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200407,julho 2004,2026-05-13
1,Brasil,30,Número-índice,2344.08,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200408,agosto 2004,2026-05-13
1,Brasil,30,Número-índice,2351.82,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200409,setembro 2004,2026-05-13
1,Brasil,30,Número-índice,2362.17,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200410,outubro 2004,2026-05-13
1,Brasil,30,Número-índice,2378.47,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200411,novembro 2004,2026-05-13
1,Brasil,30,Número-índice,2398.92,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200412,dezembro 2004,2026-05-13
1,Brasil,30,Número-índice,2412.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200501,janeiro 2005,2026-05-13
1,Brasil,30,Número-índice,2427.07,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200502,fevereiro 2005,2026-05-13
1,Brasil,30,Número-índice,2441.87,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200503,março 2005,2026-05-13
1,Brasil,30,Número-índice,2463.11,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200504,abril 2005,2026-05-13
1,Brasil,30,Número-índice,2475.18,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200505,maio 2005,2026-05-13
1,Brasil,30,Número-índice,2474.68,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200506,junho 2005,2026-05-13
1,Brasil,30,Número-índice,2480.87,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200507,julho 2005,2026-05-13
1,Brasil,30,Número-índice,2485.09,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200508,agosto 2005,2026-05-13
1,Brasil,30,Número-índice,2493.79,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200509,setembro 2005,2026-05-13
1,Brasil,30,Número-índice,2512.49,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200510,outubro 2005,2026-05-13
1,Brasil,30,Número-índice,2526.31,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200511,novembro 2005,2026-05-13
1,Brasil,30,Número-índice,2535.4,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200512,dezembro 2005,2026-05-13
1,Brasil,30,Número-índice,2550.36,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200601,janeiro 2006,2026-05-13
1,Brasil,30,Número-índice,2560.82,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200602,fevereiro 2006,2026-05-13
1,Brasil,30,Número-índice,2571.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200603,março 2006,2026-05-13
1,Brasil,30,Número-índice,2577.23,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200604,abril 2006,2026-05-13
1,Brasil,30,Número-índice,2579.81,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200605,maio 2006,2026-05-13
1,Brasil,30,Número-índice,2574.39,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200606,junho 2006,2026-05-13
1,Brasil,30,Número-índice,2579.28,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200607,julho 2006,2026-05-13
1,Brasil,30,Número-índice,2580.57,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200608,agosto 2006,2026-05-13
1,Brasil,30,Número-índice,2585.99,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200609,setembro 2006,2026-05-13
1,Brasil,30,Número-índice,2594.52,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200610,outubro 2006,2026-05-13
1,Brasil,30,Número-índice,2602.56,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200611,novembro 2006,2026-05-13
1,Brasil,30,Número-índice,2615.05,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200612,dezembro 2006,2026-05-13
1,Brasil,30,Número-índice,2626.56,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200701,janeiro 2007,2026-05-13
1,Brasil,30,Número-índice,2638.12,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200702,fevereiro 2007,2026-05-13
1,Brasil,30,Número-índice,2647.88,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200703,março 2007,2026-05-13
1,Brasil,30,Número-índice,2654.5,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200704,abril 2007,2026-05-13
1,Brasil,30,Número-índice,2661.93,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200705,maio 2007,2026-05-13
1,Brasil,30,Número-índice,2669.38,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200706,junho 2007,2026-05-13
1,Brasil,30,Número-índice,2675.79,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200707,julho 2007,2026-05-13
1,Brasil,30,Número-índice,2688.37,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200708,agosto 2007,2026-05-13
1,Brasil,30,Número-índice,2693.21,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200709,setembro 2007,2026-05-13
1,Brasil,30,Número-índice,2701.29,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200710,outubro 2007,2026-05-13
1,Brasil,30,Número-índice,2711.55,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200711,novembro 2007,2026-05-13
1,Brasil,30,Número-índice,2731.62,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200712,dezembro 2007,2026-05-13
1,Brasil,30,Número-índice,2746.37,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200801,janeiro 2008,2026-05-13
1,Brasil,30,Número-índice,2759.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200802,fevereiro 2008,2026-05-13
1,Brasil,30,Número-índice,2773.08,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200803,março 2008,2026-05-13
1,Brasil,30,Número-índice,2788.33,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200804,abril 2008,2026-05-13
1,Brasil,30,Número-índice,2810.36,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200805,maio 2008,2026-05-13
1,Brasil,30,Número-índice,2831.16,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200806,junho 2008,2026-05-13
1,Brasil,30,Número-índice,2846.16,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200807,julho 2008,2026-05-13
1,Brasil,30,Número-índice,2854.13,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200808,agosto 2008,2026-05-13
1,Brasil,30,Número-índice,2861.55,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200809,setembro 2008,2026-05-13
1,Brasil,30,Número-índice,2874.43,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200810,outubro 2008,2026-05-13
1,Brasil,30,Número-índice,2884.78,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200811,novembro 2008,2026-05-13
1,Brasil,30,Número-índice,2892.86,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200812,dezembro 2008,2026-05-13
1,Brasil,30,Número-índice,2906.74,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200901,janeiro 2009,2026-05-13
1,Brasil,30,Número-índice,2922.73,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200902,fevereiro 2009,2026-05-13
1,Brasil,30,Número-índice,2928.57,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200903,março 2009,2026-05-13
1,Brasil,30,Número-índice,2942.63,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200904,abril 2009,2026-05-13
1,Brasil,30,Número-índice,2956.46,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200905,maio 2009,2026-05-13
1,Brasil,30,Número-índice,2967.1,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200906,junho 2009,2026-05-13
1,Brasil,30,Número-índice,2974.22,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200907,julho 2009,2026-05-13
1,Brasil,30,Número-índice,2978.68,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200908,agosto 2009,2026-05-13
1,Brasil,30,Número-índice,2985.83,1,Brasil,2266,IPCA - Número-índice (base: dezembro de 1993 = 100),200909,setembro 2009,2026-05-13
