nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,mes_codigo,mes,tipos_de_indice_codigo,tipos_de_indice,downloaded_at
3,Unidade da Federação,30,Número-índice,121.47506,11,Rondônia,7167,PMS - Número-índice (2022=100),201305,maio 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,88.2799,11,Rondônia,7167,PMS - Número-índice (2022=100),201306,junho 2013,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,120.85995,11,Rondônia,7167,PMS - Número-índice (2022=100),201306,junho 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,92.09813,11,Rondônia,7167,PMS - Número-índice (2022=100),201307,julho 2013,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,122.34635,11,Rondônia,7167,PMS - Número-índice (2022=100),201307,julho 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,85.98108,11,Rondônia,7167,PMS - Número-índice (2022=100),201308,agosto 2013,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,114.32676,11,Rondônia,7167,PMS - Número-índice (2022=100),201308,agosto 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,82.63611,11,Rondônia,7167,PMS - Número-índice (2022=100),201309,setembro 2013,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,109.92067,11,Rondônia,7167,PMS - Número-índice (2022=100),201309,setembro 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,89.40373,11,Rondônia,7167,PMS - Número-índice (2022=100),201310,outubro 2013,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,118.30673,11,Rondônia,7167,PMS - Número-índice (2022=100),201310,outubro 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,101.71967,11,Rondônia,7167,PMS - Número-índice (2022=100),201311,novembro 2013,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,132.65827,11,Rondônia,7167,PMS - Número-índice (2022=100),201311,novembro 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,103.87985,11,Rondônia,7167,PMS - Número-índice (2022=100),201312,dezembro 2013,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,132.17352,11,Rondônia,7167,PMS - Número-índice (2022=100),201312,dezembro 2013,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,96.69197,11,Rondônia,7167,PMS - Número-índice (2022=100),201401,janeiro 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,125.80604,11,Rondônia,7167,PMS - Número-índice (2022=100),201401,janeiro 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,90.54026,11,Rondônia,7167,PMS - Número-índice (2022=100),201402,fevereiro 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,120.23379,11,Rondônia,7167,PMS - Número-índice (2022=100),201402,fevereiro 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,88.69959,11,Rondônia,7167,PMS - Número-índice (2022=100),201403,março 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,116.13559,11,Rondônia,7167,PMS - Número-índice (2022=100),201403,março 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,91.13932,11,Rondônia,7167,PMS - Número-índice (2022=100),201404,abril 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,119.11343,11,Rondônia,7167,PMS - Número-índice (2022=100),201404,abril 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,94.1394,11,Rondônia,7167,PMS - Número-índice (2022=100),201405,maio 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,123.68442,11,Rondônia,7167,PMS - Número-índice (2022=100),201405,maio 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,90.51601,11,Rondônia,7167,PMS - Número-índice (2022=100),201406,junho 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,117.79669,11,Rondônia,7167,PMS - Número-índice (2022=100),201406,junho 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,88.85848,11,Rondônia,7167,PMS - Número-índice (2022=100),201407,julho 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,115.81645,11,Rondônia,7167,PMS - Número-índice (2022=100),201407,julho 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,93.03882,11,Rondônia,7167,PMS - Número-índice (2022=100),201408,agosto 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,120.6813,11,Rondônia,7167,PMS - Número-índice (2022=100),201408,agosto 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,87.37264,11,Rondônia,7167,PMS - Número-índice (2022=100),201409,setembro 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,113.15424,11,Rondônia,7167,PMS - Número-índice (2022=100),201409,setembro 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,95.54341,11,Rondônia,7167,PMS - Número-índice (2022=100),201410,outubro 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,122.58165,11,Rondônia,7167,PMS - Número-índice (2022=100),201410,outubro 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,98.50349,11,Rondônia,7167,PMS - Número-índice (2022=100),201411,novembro 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,125.25149,11,Rondônia,7167,PMS - Número-índice (2022=100),201411,novembro 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,105.39048,11,Rondônia,7167,PMS - Número-índice (2022=100),201412,dezembro 2014,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,130.56075,11,Rondônia,7167,PMS - Número-índice (2022=100),201412,dezembro 2014,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,98.06218,11,Rondônia,7167,PMS - Número-índice (2022=100),201501,janeiro 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,122.60068,11,Rondônia,7167,PMS - Número-índice (2022=100),201501,janeiro 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,88.23793,11,Rondônia,7167,PMS - Número-índice (2022=100),201502,fevereiro 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,112.59787,11,Rondônia,7167,PMS - Número-índice (2022=100),201502,fevereiro 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,96.12397,11,Rondônia,7167,PMS - Número-índice (2022=100),201503,março 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,123.63526,11,Rondônia,7167,PMS - Número-índice (2022=100),201503,março 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,98.28675,11,Rondônia,7167,PMS - Número-índice (2022=100),201504,abril 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,123.23486,11,Rondônia,7167,PMS - Número-índice (2022=100),201504,abril 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,106.28154,11,Rondônia,7167,PMS - Número-índice (2022=100),201505,maio 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,133.80876,11,Rondônia,7167,PMS - Número-índice (2022=100),201505,maio 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,104.9186,11,Rondônia,7167,PMS - Número-índice (2022=100),201506,junho 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,129.10748,11,Rondônia,7167,PMS - Número-índice (2022=100),201506,junho 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,116.15251,11,Rondônia,7167,PMS - Número-índice (2022=100),201507,julho 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,140.53066,11,Rondônia,7167,PMS - Número-índice (2022=100),201507,julho 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,106.30438,11,Rondônia,7167,PMS - Número-índice (2022=100),201508,agosto 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,132.24646,11,Rondônia,7167,PMS - Número-índice (2022=100),201508,agosto 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,96.44925,11,Rondônia,7167,PMS - Número-índice (2022=100),201509,setembro 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,120.52793,11,Rondônia,7167,PMS - Número-índice (2022=100),201509,setembro 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,99.58077,11,Rondônia,7167,PMS - Número-índice (2022=100),201510,outubro 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,123.85677,11,Rondônia,7167,PMS - Número-índice (2022=100),201510,outubro 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,106.46199,11,Rondônia,7167,PMS - Número-índice (2022=100),201511,novembro 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,130.43708,11,Rondônia,7167,PMS - Número-índice (2022=100),201511,novembro 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,112.61044,11,Rondônia,7167,PMS - Número-índice (2022=100),201512,dezembro 2015,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,134.45987,11,Rondônia,7167,PMS - Número-índice (2022=100),201512,dezembro 2015,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,103.38392,11,Rondônia,7167,PMS - Número-índice (2022=100),201601,janeiro 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,124.35596,11,Rondônia,7167,PMS - Número-índice (2022=100),201601,janeiro 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,109.50037,11,Rondônia,7167,PMS - Número-índice (2022=100),201602,fevereiro 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,131.1787,11,Rondônia,7167,PMS - Número-índice (2022=100),201602,fevereiro 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,108.37224,11,Rondônia,7167,PMS - Número-índice (2022=100),201603,março 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,132.1311,11,Rondônia,7167,PMS - Número-índice (2022=100),201603,março 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,110.1616,11,Rondônia,7167,PMS - Número-índice (2022=100),201604,abril 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,132.09152,11,Rondônia,7167,PMS - Número-índice (2022=100),201604,abril 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,111.04404,11,Rondônia,7167,PMS - Número-índice (2022=100),201605,maio 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,132.89769,11,Rondônia,7167,PMS - Número-índice (2022=100),201605,maio 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,99.37893,11,Rondônia,7167,PMS - Número-índice (2022=100),201606,junho 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,120.47495,11,Rondônia,7167,PMS - Número-índice (2022=100),201606,junho 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,101.99153,11,Rondônia,7167,PMS - Número-índice (2022=100),201607,julho 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,120.87949,11,Rondônia,7167,PMS - Número-índice (2022=100),201607,julho 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,85.46699,11,Rondônia,7167,PMS - Número-índice (2022=100),201608,agosto 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,104.2496,11,Rondônia,7167,PMS - Número-índice (2022=100),201608,agosto 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,84.23961,11,Rondônia,7167,PMS - Número-índice (2022=100),201609,setembro 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,102.24958,11,Rondônia,7167,PMS - Número-índice (2022=100),201609,setembro 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,81.8971,11,Rondônia,7167,PMS - Número-índice (2022=100),201610,outubro 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,99.45875,11,Rondônia,7167,PMS - Número-índice (2022=100),201610,outubro 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,85.81986,11,Rondônia,7167,PMS - Número-índice (2022=100),201611,novembro 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,101.62068,11,Rondônia,7167,PMS - Número-índice (2022=100),201611,novembro 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,94.08884,11,Rondônia,7167,PMS - Número-índice (2022=100),201612,dezembro 2016,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,108.14518,11,Rondônia,7167,PMS - Número-índice (2022=100),201612,dezembro 2016,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,83.87689,11,Rondônia,7167,PMS - Número-índice (2022=100),201701,janeiro 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,94.9435,11,Rondônia,7167,PMS - Número-índice (2022=100),201701,janeiro 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,95.04791,11,Rondônia,7167,PMS - Número-índice (2022=100),201702,fevereiro 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,107.54572,11,Rondônia,7167,PMS - Número-índice (2022=100),201702,fevereiro 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,102.654,11,Rondônia,7167,PMS - Número-índice (2022=100),201703,março 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,118.44,11,Rondônia,7167,PMS - Número-índice (2022=100),201703,março 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,93.42347,11,Rondônia,7167,PMS - Número-índice (2022=100),201704,abril 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,110.30082,11,Rondônia,7167,PMS - Número-índice (2022=100),201704,abril 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,89.02333,11,Rondônia,7167,PMS - Número-índice (2022=100),201705,maio 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,105.8425,11,Rondônia,7167,PMS - Número-índice (2022=100),201705,maio 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,86.44304,11,Rondônia,7167,PMS - Número-índice (2022=100),201706,junho 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,103.39966,11,Rondônia,7167,PMS - Número-índice (2022=100),201706,junho 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,95.53805,11,Rondônia,7167,PMS - Número-índice (2022=100),201707,julho 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,112.16724,11,Rondônia,7167,PMS - Número-índice (2022=100),201707,julho 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,87.05238,11,Rondônia,7167,PMS - Número-índice (2022=100),201708,agosto 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,102.60513,11,Rondônia,7167,PMS - Número-índice (2022=100),201708,agosto 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,80.18273,11,Rondônia,7167,PMS - Número-índice (2022=100),201709,setembro 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,90.93279,11,Rondônia,7167,PMS - Número-índice (2022=100),201709,setembro 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,80.70976,11,Rondônia,7167,PMS - Número-índice (2022=100),201710,outubro 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,91.74134,11,Rondônia,7167,PMS - Número-índice (2022=100),201710,outubro 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,90.95112,11,Rondônia,7167,PMS - Número-índice (2022=100),201711,novembro 2017,56725,Índice de receita nominal de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,104.29404,11,Rondônia,7167,PMS - Número-índice (2022=100),201711,novembro 2017,56726,Índice de volume de serviços,2026-05-13
3,Unidade da Federação,30,Número-índice,97.95251,11,Rondônia,7167,PMS - Número-índice (2022=100),201712,dezembro 2017,56725,Índice de receita nominal de serviços,2026-05-13
