nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,condicao_de_atividade_codigo,condicao_de_atividade,sexo_codigo,sexo,situacao_do_domicilio_codigo,situacao_do_domicilio,grupo_de_idade_codigo,grupo_de_idade,downloaded_at
3,Unidade da Federação,1572,Mil pessoas,1154,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2009,2009,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,781,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2009,2009,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,372,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2009,2009,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1203,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2011,2011,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,757,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2011,2011,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,446,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2011,2011,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1206,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2012,2012,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,741,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2012,2012,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,465,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2012,2012,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1236,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2013,2013,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,756,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2013,2013,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,479,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2013,2013,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1256,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2014,2014,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,770,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2014,2014,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,485,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2014,2014,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1290,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2015,2015,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,736,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2015,2015,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,554,17,Tocantins,140,Pessoas de 10 anos ou mais de idade,2015,2015,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4493,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2001,2001,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2820,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2001,2001,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1673,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2001,2001,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4651,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2002,2002,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2814,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2002,2002,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1838,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2002,2002,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4742,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2003,2003,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2866,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2003,2003,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1876,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2003,2003,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4778,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2004,2004,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2976,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2004,2004,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1803,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2004,2004,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4874,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2005,2005,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3110,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2005,2005,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1763,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2005,2005,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4965,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2006,2006,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3030,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2006,2006,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1935,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2006,2006,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5058,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2007,2007,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3159,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2007,2007,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1899,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2007,2007,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5128,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2008,2008,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3020,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2008,2008,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2108,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2008,2008,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5250,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2009,2009,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2992,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2009,2009,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2258,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2009,2009,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5349,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2011,2011,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3093,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2011,2011,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2255,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2011,2011,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5381,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2012,2012,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3102,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2012,2012,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2279,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2012,2012,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5516,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2013,2013,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3242,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2013,2013,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2274,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2013,2013,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5621,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2014,2014,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3359,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2014,2014,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2262,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2014,2014,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5654,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2015,2015,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3170,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2015,2015,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2485,21,Maranhão,140,Pessoas de 10 anos ou mais de idade,2015,2015,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2312,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2001,2001,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1382,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2001,2001,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,930,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2001,2001,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2387,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2002,2002,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1552,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2002,2002,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,835,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2002,2002,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2410,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2003,2003,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1600,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2003,2003,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,810,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2003,2003,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2444,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2004,2004,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1663,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2004,2004,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,780,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2004,2004,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2460,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2005,2005,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1654,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2005,2005,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,806,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2005,2005,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2516,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2006,2006,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1630,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2006,2006,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,886,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2006,2006,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2576,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2007,2007,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1646,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2007,2007,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,930,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2007,2007,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2580,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2008,2008,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1717,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2008,2008,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,862,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2008,2008,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2626,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2009,2009,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1691,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2009,2009,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,935,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2009,2009,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2626,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2011,2011,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1663,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2011,2011,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,963,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2011,2011,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2667,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2012,2012,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1656,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2012,2012,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1011,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2012,2012,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2663,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2013,2013,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1601,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2013,2013,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1062,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2013,2013,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2711,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2014,2014,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1751,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2014,2014,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,961,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2014,2014,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2738,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2015,2015,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1722,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2015,2015,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1016,22,Piauí,140,Pessoas de 10 anos ou mais de idade,2015,2015,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6071,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2001,2001,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3660,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2001,2001,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2411,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2001,2001,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6187,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2002,2002,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3705,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2002,2002,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2482,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2002,2002,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6342,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2003,2003,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3871,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2003,2003,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2471,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2003,2003,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6469,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2004,2004,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3944,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2004,2004,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2524,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2004,2004,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6622,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2005,2005,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4120,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2005,2005,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2503,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2005,2005,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6758,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2006,2006,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4143,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2006,2006,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2615,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2006,2006,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6880,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2007,2007,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4138,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2007,2007,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2742,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2007,2007,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,7047,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2008,2008,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4314,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2008,2008,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2733,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2008,2008,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,7094,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2009,2009,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4380,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2009,2009,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2714,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2009,2009,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,7385,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2011,2011,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4121,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2011,2011,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3265,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2011,2011,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,7437,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2012,2012,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4184,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2012,2012,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3253,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2012,2012,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,7549,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2013,2013,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4215,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2013,2013,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3334,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2013,2013,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,7600,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2014,2014,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4319,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2014,2014,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3281,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2014,2014,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,7676,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2015,2015,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3987,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2015,2015,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3688,23,Ceará,140,Pessoas de 10 anos ou mais de idade,2015,2015,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2329,24,Rio Grande do Norte,140,Pessoas de 10 anos ou mais de idade,2001,2001,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1269,24,Rio Grande do Norte,140,Pessoas de 10 anos ou mais de idade,2001,2001,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1061,24,Rio Grande do Norte,140,Pessoas de 10 anos ou mais de idade,2001,2001,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2363,24,Rio Grande do Norte,140,Pessoas de 10 anos ou mais de idade,2002,2002,95355,Total,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1221,24,Rio Grande do Norte,140,Pessoas de 10 anos ou mais de idade,2002,2002,3287,Economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1142,24,Rio Grande do Norte,140,Pessoas de 10 anos ou mais de idade,2002,2002,3288,Não economicamente ativa,0,Total,0,Total,0,Total,2026-05-27
