nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,mes_codigo,mes,tipos_de_indice_codigo,tipos_de_indice,downloaded_at
3,Unidade da Federação,30,Número-índice,84.30665,14,Roraima,7169,PMC - Número-índice (2022=100),201608,agosto 2016,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,64.58111,14,Roraima,7169,PMC - Número-índice (2022=100),201609,setembro 2016,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,83.06761,14,Roraima,7169,PMC - Número-índice (2022=100),201609,setembro 2016,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,65.77908,14,Roraima,7169,PMC - Número-índice (2022=100),201610,outubro 2016,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,84.61642,14,Roraima,7169,PMC - Número-índice (2022=100),201610,outubro 2016,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,63.98213,14,Roraima,7169,PMC - Número-índice (2022=100),201611,novembro 2016,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,83.53225,14,Roraima,7169,PMC - Número-índice (2022=100),201611,novembro 2016,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,75.47169,14,Roraima,7169,PMC - Número-índice (2022=100),201612,dezembro 2016,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,99.3817,14,Roraima,7169,PMC - Número-índice (2022=100),201612,dezembro 2016,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,49.07059,14,Roraima,7169,PMC - Número-índice (2022=100),201701,janeiro 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,64.46627,14,Roraima,7169,PMC - Número-índice (2022=100),201701,janeiro 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,49.05645,14,Roraima,7169,PMC - Número-índice (2022=100),201702,fevereiro 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,64.2192,14,Roraima,7169,PMC - Número-índice (2022=100),201702,fevereiro 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,52.7002,14,Roraima,7169,PMC - Número-índice (2022=100),201703,março 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,69.30178,14,Roraima,7169,PMC - Número-índice (2022=100),201703,março 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,51.32593,14,Roraima,7169,PMC - Número-índice (2022=100),201704,abril 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,67.69639,14,Roraima,7169,PMC - Número-índice (2022=100),201704,abril 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,54.15697,14,Roraima,7169,PMC - Número-índice (2022=100),201705,maio 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,72.25021,14,Roraima,7169,PMC - Número-índice (2022=100),201705,maio 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,53.85496,14,Roraima,7169,PMC - Número-índice (2022=100),201706,junho 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,72.13115,14,Roraima,7169,PMC - Número-índice (2022=100),201706,junho 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,57.69329,14,Roraima,7169,PMC - Número-índice (2022=100),201707,julho 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,77.48901,14,Roraima,7169,PMC - Número-índice (2022=100),201707,julho 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,60.02582,14,Roraima,7169,PMC - Número-índice (2022=100),201708,agosto 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,80.67494,14,Roraima,7169,PMC - Número-índice (2022=100),201708,agosto 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,59.31129,14,Roraima,7169,PMC - Número-índice (2022=100),201709,setembro 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,79.3483,14,Roraima,7169,PMC - Número-índice (2022=100),201709,setembro 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,57.30095,14,Roraima,7169,PMC - Número-índice (2022=100),201710,outubro 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,77.05308,14,Roraima,7169,PMC - Número-índice (2022=100),201710,outubro 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,58.44202,14,Roraima,7169,PMC - Número-índice (2022=100),201711,novembro 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,78.80251,14,Roraima,7169,PMC - Número-índice (2022=100),201711,novembro 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,65.22438,14,Roraima,7169,PMC - Número-índice (2022=100),201712,dezembro 2017,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,88.7178,14,Roraima,7169,PMC - Número-índice (2022=100),201712,dezembro 2017,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,55.29281,14,Roraima,7169,PMC - Número-índice (2022=100),201801,janeiro 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,73.76368,14,Roraima,7169,PMC - Número-índice (2022=100),201801,janeiro 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,54.081,14,Roraima,7169,PMC - Número-índice (2022=100),201802,fevereiro 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,71.92652,14,Roraima,7169,PMC - Número-índice (2022=100),201802,fevereiro 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,58.50883,14,Roraima,7169,PMC - Número-índice (2022=100),201803,março 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,78.23377,14,Roraima,7169,PMC - Número-índice (2022=100),201803,março 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,54.59623,14,Roraima,7169,PMC - Número-índice (2022=100),201804,abril 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,72.31523,14,Roraima,7169,PMC - Número-índice (2022=100),201804,abril 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,61.03779,14,Roraima,7169,PMC - Número-índice (2022=100),201805,maio 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,80.35801,14,Roraima,7169,PMC - Número-índice (2022=100),201805,maio 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,56.15025,14,Roraima,7169,PMC - Número-índice (2022=100),201806,junho 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,74.04165,14,Roraima,7169,PMC - Número-índice (2022=100),201806,junho 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,57.11196,14,Roraima,7169,PMC - Número-índice (2022=100),201807,julho 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,75.31947,14,Roraima,7169,PMC - Número-índice (2022=100),201807,julho 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,59.97393,14,Roraima,7169,PMC - Número-índice (2022=100),201808,agosto 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,79.06464,14,Roraima,7169,PMC - Número-índice (2022=100),201808,agosto 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,58.62799,14,Roraima,7169,PMC - Número-índice (2022=100),201809,setembro 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,76.36231,14,Roraima,7169,PMC - Número-índice (2022=100),201809,setembro 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,62.79141,14,Roraima,7169,PMC - Número-índice (2022=100),201810,outubro 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,81.37346,14,Roraima,7169,PMC - Número-índice (2022=100),201810,outubro 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,62.82979,14,Roraima,7169,PMC - Número-índice (2022=100),201811,novembro 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,81.88238,14,Roraima,7169,PMC - Número-índice (2022=100),201811,novembro 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,72.22372,14,Roraima,7169,PMC - Número-índice (2022=100),201812,dezembro 2018,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,95.26858,14,Roraima,7169,PMC - Número-índice (2022=100),201812,dezembro 2018,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,57.97249,14,Roraima,7169,PMC - Número-índice (2022=100),201901,janeiro 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,75.97588,14,Roraima,7169,PMC - Número-índice (2022=100),201901,janeiro 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,53.35957,14,Roraima,7169,PMC - Número-índice (2022=100),201902,fevereiro 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,69.74148,14,Roraima,7169,PMC - Número-índice (2022=100),201902,fevereiro 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,57.61028,14,Roraima,7169,PMC - Número-índice (2022=100),201903,março 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,74.8057,14,Roraima,7169,PMC - Número-índice (2022=100),201903,março 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,61.14135,14,Roraima,7169,PMC - Número-índice (2022=100),201904,abril 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,77.9766,14,Roraima,7169,PMC - Número-índice (2022=100),201904,abril 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,64.45073,14,Roraima,7169,PMC - Número-índice (2022=100),201905,maio 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,82.20942,14,Roraima,7169,PMC - Número-índice (2022=100),201905,maio 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,63.26578,14,Roraima,7169,PMC - Número-índice (2022=100),201906,junho 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,80.71171,14,Roraima,7169,PMC - Número-índice (2022=100),201906,junho 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,64.89397,14,Roraima,7169,PMC - Número-índice (2022=100),201907,julho 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,83.9143,14,Roraima,7169,PMC - Número-índice (2022=100),201907,julho 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,64.1755,14,Roraima,7169,PMC - Número-índice (2022=100),201908,agosto 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,83.47841,14,Roraima,7169,PMC - Número-índice (2022=100),201908,agosto 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,62.93267,14,Roraima,7169,PMC - Número-índice (2022=100),201909,setembro 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,81.68445,14,Roraima,7169,PMC - Número-índice (2022=100),201909,setembro 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,67.92879,14,Roraima,7169,PMC - Número-índice (2022=100),201910,outubro 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,87.46372,14,Roraima,7169,PMC - Número-índice (2022=100),201910,outubro 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,75.3477,14,Roraima,7169,PMC - Número-índice (2022=100),201911,novembro 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,96.77922,14,Roraima,7169,PMC - Número-índice (2022=100),201911,novembro 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,76.72786,14,Roraima,7169,PMC - Número-índice (2022=100),201912,dezembro 2019,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,96.75467,14,Roraima,7169,PMC - Número-índice (2022=100),201912,dezembro 2019,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,63.51464,14,Roraima,7169,PMC - Número-índice (2022=100),202001,janeiro 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,78.57083,14,Roraima,7169,PMC - Número-índice (2022=100),202001,janeiro 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,60.17856,14,Roraima,7169,PMC - Número-índice (2022=100),202002,fevereiro 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,74.50835,14,Roraima,7169,PMC - Número-índice (2022=100),202002,fevereiro 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,57.01544,14,Roraima,7169,PMC - Número-índice (2022=100),202003,março 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,70.00188,14,Roraima,7169,PMC - Número-índice (2022=100),202003,março 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,51.47708,14,Roraima,7169,PMC - Número-índice (2022=100),202004,abril 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,63.19194,14,Roraima,7169,PMC - Número-índice (2022=100),202004,abril 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,59.46318,14,Roraima,7169,PMC - Número-índice (2022=100),202005,maio 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,74.25646,14,Roraima,7169,PMC - Número-índice (2022=100),202005,maio 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,63.71233,14,Roraima,7169,PMC - Número-índice (2022=100),202006,junho 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,79.59792,14,Roraima,7169,PMC - Número-índice (2022=100),202006,junho 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,70.52469,14,Roraima,7169,PMC - Número-índice (2022=100),202007,julho 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,87.91558,14,Roraima,7169,PMC - Número-índice (2022=100),202007,julho 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,73.85949,14,Roraima,7169,PMC - Número-índice (2022=100),202008,agosto 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,91.75396,14,Roraima,7169,PMC - Número-índice (2022=100),202008,agosto 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,75.49125,14,Roraima,7169,PMC - Número-índice (2022=100),202009,setembro 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,91.57131,14,Roraima,7169,PMC - Número-índice (2022=100),202009,setembro 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,79.3086,14,Roraima,7169,PMC - Número-índice (2022=100),202010,outubro 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,95.67213,14,Roraima,7169,PMC - Número-índice (2022=100),202010,outubro 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,80.67711,14,Roraima,7169,PMC - Número-índice (2022=100),202011,novembro 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,98.06715,14,Roraima,7169,PMC - Número-índice (2022=100),202011,novembro 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,93.41554,14,Roraima,7169,PMC - Número-índice (2022=100),202012,dezembro 2020,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,111.97053,14,Roraima,7169,PMC - Número-índice (2022=100),202012,dezembro 2020,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,72.42533,14,Roraima,7169,PMC - Número-índice (2022=100),202101,janeiro 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,83.768,14,Roraima,7169,PMC - Número-índice (2022=100),202101,janeiro 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,67.27525,14,Roraima,7169,PMC - Número-índice (2022=100),202102,fevereiro 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,75.33336,14,Roraima,7169,PMC - Número-índice (2022=100),202102,fevereiro 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,77.39019,14,Roraima,7169,PMC - Número-índice (2022=100),202103,março 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,85.05225,14,Roraima,7169,PMC - Número-índice (2022=100),202103,março 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,76.3626,14,Roraima,7169,PMC - Número-índice (2022=100),202104,abril 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,83.43828,14,Roraima,7169,PMC - Número-índice (2022=100),202104,abril 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,81.68166,14,Roraima,7169,PMC - Número-índice (2022=100),202105,maio 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,89.3407,14,Roraima,7169,PMC - Número-índice (2022=100),202105,maio 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,74.45993,14,Roraima,7169,PMC - Número-índice (2022=100),202106,junho 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,81.46039,14,Roraima,7169,PMC - Número-índice (2022=100),202106,junho 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,82.89983,14,Roraima,7169,PMC - Número-índice (2022=100),202107,julho 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,89.70289,14,Roraima,7169,PMC - Número-índice (2022=100),202107,julho 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,84.13301,14,Roraima,7169,PMC - Número-índice (2022=100),202108,agosto 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,90.28246,14,Roraima,7169,PMC - Número-índice (2022=100),202108,agosto 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,85.32603,14,Roraima,7169,PMC - Número-índice (2022=100),202109,setembro 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,90.53078,14,Roraima,7169,PMC - Número-índice (2022=100),202109,setembro 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,88.5631,14,Roraima,7169,PMC - Número-índice (2022=100),202110,outubro 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,93.47688,14,Roraima,7169,PMC - Número-índice (2022=100),202110,outubro 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,96.10069,14,Roraima,7169,PMC - Número-índice (2022=100),202111,novembro 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,101.94169,14,Roraima,7169,PMC - Número-índice (2022=100),202111,novembro 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,109.52182,14,Roraima,7169,PMC - Número-índice (2022=100),202112,dezembro 2021,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,115.33975,14,Roraima,7169,PMC - Número-índice (2022=100),202112,dezembro 2021,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,88.21386,14,Roraima,7169,PMC - Número-índice (2022=100),202201,janeiro 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,90.05101,14,Roraima,7169,PMC - Número-índice (2022=100),202201,janeiro 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,87.59577,14,Roraima,7169,PMC - Número-índice (2022=100),202202,fevereiro 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,88.83914,14,Roraima,7169,PMC - Número-índice (2022=100),202202,fevereiro 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,96.68773,14,Roraima,7169,PMC - Número-índice (2022=100),202203,março 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,95.11473,14,Roraima,7169,PMC - Número-índice (2022=100),202203,março 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,94.98924,14,Roraima,7169,PMC - Número-índice (2022=100),202204,abril 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,91.19351,14,Roraima,7169,PMC - Número-índice (2022=100),202204,abril 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,104.2468,14,Roraima,7169,PMC - Número-índice (2022=100),202205,maio 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,99.59128,14,Roraima,7169,PMC - Número-índice (2022=100),202205,maio 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,96.57328,14,Roraima,7169,PMC - Número-índice (2022=100),202206,junho 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,92.2706,14,Roraima,7169,PMC - Número-índice (2022=100),202206,junho 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,100.13694,14,Roraima,7169,PMC - Número-índice (2022=100),202207,julho 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,98.73991,14,Roraima,7169,PMC - Número-índice (2022=100),202207,julho 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,104.74259,14,Roraima,7169,PMC - Número-índice (2022=100),202208,agosto 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,105.48462,14,Roraima,7169,PMC - Número-índice (2022=100),202208,agosto 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,99.70969,14,Roraima,7169,PMC - Número-índice (2022=100),202209,setembro 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,102.50589,14,Roraima,7169,PMC - Número-índice (2022=100),202209,setembro 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,105.96971,14,Roraima,7169,PMC - Número-índice (2022=100),202210,outubro 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,109.00114,14,Roraima,7169,PMC - Número-índice (2022=100),202210,outubro 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,105.88002,14,Roraima,7169,PMC - Número-índice (2022=100),202211,novembro 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,109.45945,14,Roraima,7169,PMC - Número-índice (2022=100),202211,novembro 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,115.25435,14,Roraima,7169,PMC - Número-índice (2022=100),202212,dezembro 2022,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,117.74873,14,Roraima,7169,PMC - Número-índice (2022=100),202212,dezembro 2022,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,100.17173,14,Roraima,7169,PMC - Número-índice (2022=100),202301,janeiro 2023,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,98.16321,14,Roraima,7169,PMC - Número-índice (2022=100),202301,janeiro 2023,56734,Índice de volume de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,99.2205,14,Roraima,7169,PMC - Número-índice (2022=100),202302,fevereiro 2023,56733,Índice de receita nominal de vendas no comércio varejista,2026-05-13
3,Unidade da Federação,30,Número-índice,97.09087,14,Roraima,7169,PMC - Número-índice (2022=100),202302,fevereiro 2023,56734,Índice de volume de vendas no comércio varejista,2026-05-13
