nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,sexo_codigo,sexo,classes_de_rendimento_mensal_de_todos_os_trabalhos_codigo,classes_de_rendimento_mensal_de_todos_os_trabalhos,downloaded_at
3,Unidade da Federação,38,Reais,623,29,Bahia,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,803,29,Bahia,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,914,29,Bahia,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1065,29,Bahia,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1099,29,Bahia,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1100,29,Bahia,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,435,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,471,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,510,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,573,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,614,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,693,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,762,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,848,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,908,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1132,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1309,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1398,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1477,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1607,31,Minas Gerais,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,454,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,525,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,540,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,612,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,657,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,719,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,839,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,876,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,951,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1247,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1385,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1465,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1593,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1753,32,Espírito Santo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,700,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,744,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,828,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,858,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,925,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1050,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1105,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1202,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1339,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1522,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1704,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1932,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,2092,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,2196,33,Rio de Janeiro,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,801,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,844,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,911,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,922,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1027,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1109,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1178,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1258,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1306,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1638,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1806,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1991,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,2189,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,2232,35,São Paulo,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,532,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,568,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,645,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,737,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,784,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,838,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,970,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1045,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1125,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1335,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1582,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1713,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1825,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,2034,41,Paraná,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,550,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,582,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,716,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,710,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,837,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,930,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,987,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1105,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1229,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1504,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1620,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1794,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1899,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,2076,42,Santa Catarina,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,522,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,564,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,623,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,692,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,735,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,803,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,871,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,993,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1067,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1267,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1396,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1574,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1720,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1798,43,Rio Grande do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,527,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,573,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,610,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,644,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,717,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,794,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,937,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,988,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1069,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1420,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1592,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1735,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1803,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1959,50,Mato Grosso do Sul,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,530,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,613,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,619,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,683,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,706,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,798,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,828,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1080,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,6794,Total,99149,Total,2026-05-27
3,Unidade da Federação,38,Reais,1006,51,Mato Grosso,778,Valor do rendimento médio mensal de todos os trabalhos das pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,6794,Total,99149,Total,2026-05-27
