nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,trimestre_codigo,trimestre,downloaded_at
3,Unidade da Federação,2,%,47,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202003,3º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,50.2,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202004,4º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,49,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202101,1º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,48.2,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202102,2º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,48.3,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202103,3º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,47.2,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202104,4º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,48.3,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202201,1º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,50.6,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202202,2º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,48,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202203,3º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,49,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202204,4º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,48.4,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202301,1º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,48.9,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202302,2º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,45.5,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202303,3º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,44.7,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202304,4º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,44.5,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202401,1º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,45.1,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202402,2º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,44.6,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202403,3º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,47.7,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202404,4º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,48.3,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202501,1º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,47.7,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202502,2º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,45,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,43.5,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202504,4º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,41.3,11,Rondônia,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202601,1º trimestre 2026,2026-05-27
3,Unidade da Federação,2,%,53.2,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201504,4º trimestre 2015,2026-05-27
3,Unidade da Federação,2,%,54.4,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201601,1º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,48.3,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201602,2º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,46.8,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201603,3º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,50.1,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201604,4º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,50.3,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201701,1º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,50.3,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201702,2º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,51.6,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201703,3º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,53.6,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201704,4º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,53.1,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201801,1º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,51.1,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201802,2º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,50.3,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201803,3º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,50.6,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201804,4º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,52,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201901,1º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,50.8,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201902,2º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,50.8,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201903,3º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,49.4,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201904,4º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,52,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202001,1º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,49.5,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202002,2º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,47.2,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202003,3º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,46.8,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202004,4º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,46.9,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202101,1º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,49.3,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202102,2º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,46.7,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202103,3º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,47.8,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202104,4º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,47.7,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202201,1º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,48.7,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202202,2º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,47.1,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202203,3º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,46.6,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202204,4º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,45.5,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202301,1º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,45.1,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202302,2º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,45.1,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202303,3º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,44.7,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202304,4º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,44.3,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202401,1º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,46.4,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202402,2º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,47.2,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202403,3º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,47,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202404,4º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,46.1,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202501,1º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,46.6,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202502,2º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,45.6,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,45,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202504,4º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,43.7,12,Acre,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202601,1º trimestre 2026,2026-05-27
3,Unidade da Federação,2,%,54.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201504,4º trimestre 2015,2026-05-27
3,Unidade da Federação,2,%,55.8,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201601,1º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,56.7,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201602,2º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,57.6,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201603,3º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,57.9,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201604,4º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,58.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201701,1º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,57.3,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201702,2º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,53.9,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201703,3º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,54.8,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201704,4º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,54.3,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201801,1º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,53.7,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201802,2º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,55.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201803,3º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,56.3,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201804,4º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,55.4,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201901,1º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,58.9,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201902,2º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,57.7,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201903,3º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,58.4,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201904,4º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,59.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202001,1º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,55.4,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202002,2º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,56.7,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202003,3º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,58.9,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202004,4º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,59.8,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202101,1º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,60,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202102,2º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,59.6,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202103,3º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,58.7,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202104,4º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,58.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202201,1º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,57.7,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202202,2º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,57,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202203,3º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,57,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202204,4º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,57.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202301,1º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,56.8,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202302,2º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,55,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202303,3º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,54.7,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202304,4º trimestre 2023,2026-05-27
3,Unidade da Federação,2,%,53.3,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202401,1º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,52.2,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202402,2º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,54.2,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202403,3º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,52.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202404,4º trimestre 2024,2026-05-27
3,Unidade da Federação,2,%,53.2,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202501,1º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,52.1,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202502,2º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,51.5,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,51.6,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202504,4º trimestre 2025,2026-05-27
3,Unidade da Federação,2,%,53.2,13,Amazonas,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202601,1º trimestre 2026,2026-05-27
3,Unidade da Federação,2,%,43.1,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201504,4º trimestre 2015,2026-05-27
3,Unidade da Federação,2,%,44,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201601,1º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,42.7,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201602,2º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,42.6,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201603,3º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,41.7,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201604,4º trimestre 2016,2026-05-27
3,Unidade da Federação,2,%,43.7,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201701,1º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,43.6,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201702,2º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,44.3,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201703,3º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,44.5,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201704,4º trimestre 2017,2026-05-27
3,Unidade da Federação,2,%,44.3,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201801,1º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,44.1,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201802,2º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,45.6,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201803,3º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,44.6,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201804,4º trimestre 2018,2026-05-27
3,Unidade da Federação,2,%,48,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201901,1º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,48,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201902,2º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,45.9,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201903,3º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,47.3,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201904,4º trimestre 2019,2026-05-27
3,Unidade da Federação,2,%,45.4,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202001,1º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,44.5,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202002,2º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,46.4,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202003,3º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,47.4,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202004,4º trimestre 2020,2026-05-27
3,Unidade da Federação,2,%,49.4,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202101,1º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,49.1,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202102,2º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,46.9,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202103,3º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,47,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202104,4º trimestre 2021,2026-05-27
3,Unidade da Federação,2,%,44.8,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202201,1º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,47.4,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202202,2º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,48.2,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202203,3º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,48.3,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202204,4º trimestre 2022,2026-05-27
3,Unidade da Federação,2,%,47.7,14,Roraima,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202301,1º trimestre 2023,2026-05-27
