nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,contribuicao_para_instituto_de_previdencia_codigo,contribuicao_para_instituto_de_previdencia,sexo_codigo,sexo,grupo_de_idade_codigo,grupo_de_idade,downloaded_at
3,Unidade da Federação,1572,Mil pessoas,9527,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4743,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4784,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4770,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4757,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,9850,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4970,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4880,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4999,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4851,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,9785,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5195,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4590,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5226,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4558,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,10158,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5656,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4502,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5682,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4476,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,5264,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2892,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2372,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2906,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2358,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,10184,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6153,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4031,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6177,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,4007,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,10414,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6499,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3915,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6520,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3894,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,10544,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6633,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3910,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6667,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3876,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,10746,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6772,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3974,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6808,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3937,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,10439,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6598,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3841,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,6617,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3822,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,31,Minas Gerais,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1525,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,674,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,851,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,676,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,849,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1582,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,696,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,886,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,699,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,883,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1629,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,696,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,933,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,699,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,930,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1685,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,802,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,883,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,805,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,880,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1701,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,817,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,884,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,820,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,880,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1777,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,910,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,867,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,918,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,859,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1713,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,905,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,808,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,911,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,802,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1835,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,947,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,887,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,951,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,883,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,895,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,495,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,400,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,32,Espírito Santo,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
