nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,contribuicao_para_instituto_de_previdencia_codigo,contribuicao_para_instituto_de_previdencia,sexo_codigo,sexo,grupo_de_idade_codigo,grupo_de_idade,downloaded_at
3,Unidade da Federação,1572,Mil pessoas,202,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,69,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,133,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,69,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,133,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,198,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,89,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,109,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,89,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,109,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,92,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,42,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,50,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,42,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,50,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,224,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,106,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,118,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,107,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,117,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,214,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,112,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,102,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,112,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,102,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,214,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,105,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,110,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,105,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,109,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,244,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,120,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,125,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,121,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,124,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2014,2014,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,224,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,123,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,102,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,123,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,101,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,14,Roraima,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2015,2015,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1735,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,585,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1150,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,586,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1149,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2001,2001,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1828,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,614,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1213,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,618,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1209,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2002,2002,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1911,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,645,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1265,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,651,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1260,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2003,2003,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3172,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,856,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2317,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,863,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2309,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,0,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2004,2004,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3185,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,938,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2247,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,945,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2239,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2005,2005,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3222,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,964,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2258,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,974,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2248,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2006,2006,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3255,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1000,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2255,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1007,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2248,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2007,2007,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3372,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1094,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2278,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1103,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2269,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2008,2008,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1465,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,484,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,981,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,487,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,978,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2009,2009,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3484,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1225,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2259,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1231,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2253,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2011,2011,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3579,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1274,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2305,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99323,No trabalho principal - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99324,No trabalho principal - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1277,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99325,Em qualquer trabalho - contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2302,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99326,Em qualquer trabalho - não contribuintes,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2012,2012,99327,Em qualquer trabalho - sem declaração,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,3523,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,0,Total,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1329,15,Pará,696,Pessoas de 10 anos ou mais de idade ocupadas na semana de referência,2013,2013,99322,No trabalho principal - contribuintes,0,Total,0,Total,2026-05-27
