nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,trimestre_codigo,trimestre,downloaded_at
3,Unidade da Federação,38,Reais,2851,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202203,3º trimestre 2022,2026-05-27
3,Unidade da Federação,38,Reais,3000,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202204,4º trimestre 2022,2026-05-27
3,Unidade da Federação,38,Reais,2992,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202301,1º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,2866,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202302,2º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,3050,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202303,3º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,3053,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202304,4º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,3053,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202401,1º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,3283,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202402,2º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,3266,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202403,3º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,3293,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202404,4º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,3266,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202501,1º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,3236,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202502,2º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,3273,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202503,3º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,3596,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202504,4º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,3684,11,Rondônia,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202601,1º trimestre 2026,2026-05-27
3,Unidade da Federação,38,Reais,3312,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201201,1º trimestre 2012,2026-05-27
3,Unidade da Federação,38,Reais,2753,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201202,2º trimestre 2012,2026-05-27
3,Unidade da Federação,38,Reais,2803,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201203,3º trimestre 2012,2026-05-27
3,Unidade da Federação,38,Reais,2880,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201204,4º trimestre 2012,2026-05-27
3,Unidade da Federação,38,Reais,2847,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201301,1º trimestre 2013,2026-05-27
3,Unidade da Federação,38,Reais,2668,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201302,2º trimestre 2013,2026-05-27
3,Unidade da Federação,38,Reais,2738,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201303,3º trimestre 2013,2026-05-27
3,Unidade da Federação,38,Reais,2709,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201304,4º trimestre 2013,2026-05-27
3,Unidade da Federação,38,Reais,2693,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201401,1º trimestre 2014,2026-05-27
3,Unidade da Federação,38,Reais,2675,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201402,2º trimestre 2014,2026-05-27
3,Unidade da Federação,38,Reais,2624,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201403,3º trimestre 2014,2026-05-27
3,Unidade da Federação,38,Reais,2621,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201404,4º trimestre 2014,2026-05-27
3,Unidade da Federação,38,Reais,2781,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201501,1º trimestre 2015,2026-05-27
3,Unidade da Federação,38,Reais,2647,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201502,2º trimestre 2015,2026-05-27
3,Unidade da Federação,38,Reais,2483,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201503,3º trimestre 2015,2026-05-27
3,Unidade da Federação,38,Reais,2531,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201504,4º trimestre 2015,2026-05-27
3,Unidade da Federação,38,Reais,2759,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201601,1º trimestre 2016,2026-05-27
3,Unidade da Federação,38,Reais,2520,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201602,2º trimestre 2016,2026-05-27
3,Unidade da Federação,38,Reais,2483,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201603,3º trimestre 2016,2026-05-27
3,Unidade da Federação,38,Reais,2634,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201604,4º trimestre 2016,2026-05-27
3,Unidade da Federação,38,Reais,2925,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201701,1º trimestre 2017,2026-05-27
3,Unidade da Federação,38,Reais,2582,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201702,2º trimestre 2017,2026-05-27
3,Unidade da Federação,38,Reais,2567,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201703,3º trimestre 2017,2026-05-27
3,Unidade da Federação,38,Reais,2506,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201704,4º trimestre 2017,2026-05-27
3,Unidade da Federação,38,Reais,2708,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201801,1º trimestre 2018,2026-05-27
3,Unidade da Federação,38,Reais,2457,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201802,2º trimestre 2018,2026-05-27
3,Unidade da Federação,38,Reais,2588,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201803,3º trimestre 2018,2026-05-27
3,Unidade da Federação,38,Reais,2599,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201804,4º trimestre 2018,2026-05-27
3,Unidade da Federação,38,Reais,2950,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201901,1º trimestre 2019,2026-05-27
3,Unidade da Federação,38,Reais,2553,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201902,2º trimestre 2019,2026-05-27
3,Unidade da Federação,38,Reais,2608,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201903,3º trimestre 2019,2026-05-27
3,Unidade da Federação,38,Reais,2678,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",201904,4º trimestre 2019,2026-05-27
3,Unidade da Federação,38,Reais,2745,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202001,1º trimestre 2020,2026-05-27
3,Unidade da Federação,38,Reais,2603,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202002,2º trimestre 2020,2026-05-27
3,Unidade da Federação,38,Reais,2688,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202003,3º trimestre 2020,2026-05-27
3,Unidade da Federação,38,Reais,2661,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202004,4º trimestre 2020,2026-05-27
3,Unidade da Federação,38,Reais,2728,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202101,1º trimestre 2021,2026-05-27
3,Unidade da Federação,38,Reais,2553,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202102,2º trimestre 2021,2026-05-27
3,Unidade da Federação,38,Reais,2809,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202103,3º trimestre 2021,2026-05-27
3,Unidade da Federação,38,Reais,2608,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202104,4º trimestre 2021,2026-05-27
3,Unidade da Federação,38,Reais,2889,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202201,1º trimestre 2022,2026-05-27
3,Unidade da Federação,38,Reais,2756,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202202,2º trimestre 2022,2026-05-27
3,Unidade da Federação,38,Reais,2631,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202203,3º trimestre 2022,2026-05-27
3,Unidade da Federação,38,Reais,2637,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202204,4º trimestre 2022,2026-05-27
3,Unidade da Federação,38,Reais,2736,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202301,1º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,2680,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202302,2º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,2647,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202303,3º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,2705,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202304,4º trimestre 2023,2026-05-27
3,Unidade da Federação,38,Reais,2822,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202401,1º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,2674,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202402,2º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,2745,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202403,3º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,2791,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202404,4º trimestre 2024,2026-05-27
3,Unidade da Federação,38,Reais,2928,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202501,1º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,2572,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202502,2º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,2924,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202503,3º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,3045,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202504,4º trimestre 2025,2026-05-27
3,Unidade da Federação,38,Reais,2999,12,Acre,5935,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido em todos os trabalhos",202601,1º trimestre 2026,2026-05-27
