nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,variavel_codigo,variavel,ano_codigo,ano,condicao_de_ocupacao_codigo,condicao_de_ocupacao,sexo_codigo,sexo,grupo_de_idade_codigo,grupo_de_idade,downloaded_at
3,Unidade da Federação,1572,Mil pessoas,238,23,Ceará,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,248,23,Ceará,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,295,23,Ceará,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,334,23,Ceará,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,98,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,80,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,130,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,117,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,153,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,132,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,130,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,117,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,164,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,150,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,113,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,181,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,180,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,208,24,Rio Grande do Norte,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,115,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,121,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,154,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,145,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,132,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,140,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,130,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,118,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,137,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,166,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,149,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,150,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,135,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,185,25,Paraíba,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,382,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,387,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,418,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,440,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,461,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,398,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,474,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,400,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,498,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,334,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,394,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,356,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,375,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,498,26,Pernambuco,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,146,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,105,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,98,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,121,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,116,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,126,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,107,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,94,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,141,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,125,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,140,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,156,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,165,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,210,27,Alagoas,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,99,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,94,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,85,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,106,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,132,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,96,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,90,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,78,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,122,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,88,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,83,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,89,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,90,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,115,28,Sergipe,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,654,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,685,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,683,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,756,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,734,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,675,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,681,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,692,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,721,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,689,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,657,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,645,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,690,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,823,29,Bahia,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,877,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,877,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,889,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,890,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,877,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,820,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,784,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,659,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,809,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,646,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,636,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,666,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,734,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,1050,31,Minas Gerais,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,151,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,173,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,165,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,134,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,181,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,131,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,196,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,114,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,161,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,157,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,116,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,121,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,145,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,221,32,Espírito Santo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,865,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,837,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,953,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,864,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,969,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,922,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2006,2006,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,789,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2007,2007,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,765,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2008,2008,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,744,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2009,2009,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,659,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2011,2011,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,531,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2012,2012,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,615,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2013,2013,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,662,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2014,2014,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,994,33,Rio de Janeiro,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2015,2015,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2160,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2001,2001,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2281,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2002,2002,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2489,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2003,2003,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2301,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2004,2004,98626,Desocupadas,0,Total,0,Total,2026-05-27
3,Unidade da Federação,1572,Mil pessoas,2476,35,São Paulo,777,Pessoas de 10 anos ou mais de idade que procuraram trabalho na semana de referência,2005,2005,98626,Desocupadas,0,Total,0,Total,2026-05-27
