nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,unidade_da_federacao_codigo,unidade_da_federacao,ano_codigo,ano,variavel_codigo,variavel,downloaded_at
3,Unidade da Federação,45,Pessoas,8161862,26,Pernambuco,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8323911,26,Pernambuco,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8413593,26,Pernambuco,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8502603,26,Pernambuco,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8734196,26,Pernambuco,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8810256,26,Pernambuco,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8864906,26,Pernambuco,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8931028,26,Pernambuco,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9208550,26,Pernambuco,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9277727,26,Pernambuco,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9345173,26,Pernambuco,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9410336,26,Pernambuco,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9473266,26,Pernambuco,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9496294,26,Pernambuco,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9557071,26,Pernambuco,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9616621,26,Pernambuco,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9674793,26,Pernambuco,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9539029,26,Pernambuco,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9562007,26,Pernambuco,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2856629,27,Alagoas,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2887535,27,Alagoas,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2917664,27,Alagoas,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2980910,27,Alagoas,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3015912,27,Alagoas,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3050652,27,Alagoas,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3127560,27,Alagoas,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3156108,27,Alagoas,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3143384,27,Alagoas,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3165472,27,Alagoas,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3300935,27,Alagoas,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3321730,27,Alagoas,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3340932,27,Alagoas,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3358963,27,Alagoas,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3375823,27,Alagoas,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3322820,27,Alagoas,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3337357,27,Alagoas,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3351543,27,Alagoas,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3365351,27,Alagoas,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3220104,27,Alagoas,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3220848,27,Alagoas,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,1817301,28,Sergipe,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,1846039,28,Sergipe,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,1874613,28,Sergipe,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,1934596,28,Sergipe,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,1967791,28,Sergipe,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2000738,28,Sergipe,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,1999374,28,Sergipe,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2019679,28,Sergipe,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2089819,28,Sergipe,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2110867,28,Sergipe,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2195662,28,Sergipe,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2219574,28,Sergipe,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2242937,28,Sergipe,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2265779,28,Sergipe,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2288116,28,Sergipe,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2278308,28,Sergipe,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2298696,28,Sergipe,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2318822,28,Sergipe,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2338474,28,Sergipe,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2291077,28,Sergipe,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2299425,28,Sergipe,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,13214114,29,Bahia,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,13323212,29,Bahia,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,13435612,29,Bahia,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,13682074,29,Bahia,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,13815334,29,Bahia,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,13950146,29,Bahia,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14502563,29,Bahia,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14637364,29,Bahia,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14097534,29,Bahia,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14175341,29,Bahia,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15044137,29,Bahia,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15126371,29,Bahia,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15203334,29,Bahia,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15276566,29,Bahia,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15344447,29,Bahia,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14812617,29,Bahia,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14873064,29,Bahia,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14930634,29,Bahia,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14985284,29,Bahia,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14850513,29,Bahia,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14870907,29,Bahia,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,18127096,31,Minas Gerais,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,18343517,31,Minas Gerais,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,18553312,31,Minas Gerais,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,18993720,31,Minas Gerais,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,19237450,31,Minas Gerais,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,19479356,31,Minas Gerais,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,19850060,31,Minas Gerais,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,20033665,31,Minas Gerais,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,19728701,31,Minas Gerais,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,19855332,31,Minas Gerais,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,20593356,31,Minas Gerais,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,20734097,31,Minas Gerais,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,20869101,31,Minas Gerais,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,20997560,31,Minas Gerais,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,21119536,31,Minas Gerais,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,21040662,31,Minas Gerais,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,21168791,31,Minas Gerais,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,21292666,31,Minas Gerais,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,21411923,31,Minas Gerais,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,21322691,31,Minas Gerais,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,21393441,31,Minas Gerais,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3155016,32,Espírito Santo,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3201722,32,Espírito Santo,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3250219,32,Espírito Santo,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3352024,32,Espírito Santo,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3408365,32,Espírito Santo,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3464285,32,Espírito Santo,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3453646,32,Espírito Santo,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3487199,32,Espírito Santo,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3547055,32,Espírito Santo,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3578067,32,Espírito Santo,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3839366,32,Espírito Santo,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3885049,32,Espírito Santo,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3929911,32,Espírito Santo,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3973697,32,Espírito Santo,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,4016356,32,Espírito Santo,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,3972388,32,Espírito Santo,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,4018650,32,Espírito Santo,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,4064052,32,Espírito Santo,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,4108508,32,Espírito Santo,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,4102129,32,Espírito Santo,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,4126854,32,Espírito Santo,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14558545,33,Rio de Janeiro,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14724475,33,Rio de Janeiro,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,14879118,33,Rio de Janeiro,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15203750,33,Rio de Janeiro,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15383407,33,Rio de Janeiro,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15561720,33,Rio de Janeiro,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,15872362,33,Rio de Janeiro,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16010429,33,Rio de Janeiro,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16112678,33,Rio de Janeiro,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16231365,33,Rio de Janeiro,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16369179,33,Rio de Janeiro,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16461173,33,Rio de Janeiro,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16550024,33,Rio de Janeiro,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16635996,33,Rio de Janeiro,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,16718956,33,Rio de Janeiro,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,17159960,33,Rio de Janeiro,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,17264943,33,Rio de Janeiro,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,17366189,33,Rio de Janeiro,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,17463349,33,Rio de Janeiro,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,17219679,33,Rio de Janeiro,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,17223547,33,Rio de Janeiro,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,37630106,35,São Paulo,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,38177742,35,São Paulo,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,38709320,35,São Paulo,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,39825226,35,São Paulo,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,40442795,35,São Paulo,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,41055734,35,São Paulo,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,41011638,35,São Paulo,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,41384039,35,São Paulo,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,41587182,35,São Paulo,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,41901219,35,São Paulo,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,43663669,35,São Paulo,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,44035304,35,São Paulo,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,44396484,35,São Paulo,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,44749699,35,São Paulo,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,45094866,35,São Paulo,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,45538936,35,São Paulo,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,45919049,35,São Paulo,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,46289333,35,São Paulo,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,46649132,35,São Paulo,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,45973194,35,São Paulo,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,46081801,35,São Paulo,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9694709,41,Paraná,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9798006,41,Paraná,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,9906866,41,Paraná,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10135388,41,Paraná,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10261856,41,Paraná,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10387378,41,Paraná,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10590171,41,Paraná,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10686247,41,Paraná,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10512349,41,Paraná,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10577755,41,Paraná,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10997465,41,Paraná,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11081692,41,Paraná,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11163018,41,Paraná,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11242720,41,Paraná,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11320892,41,Paraná,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11348937,41,Paraná,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11433957,41,Paraná,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11516840,41,Paraná,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11597484,41,Paraná,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11824665,41,Paraná,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11890517,41,Paraná,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5448736,42,Santa Catarina,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5527707,42,Santa Catarina,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5607233,42,Santa Catarina,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5774178,42,Santa Catarina,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5866568,42,Santa Catarina,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,5958266,42,Santa Catarina,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6052587,42,Santa Catarina,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6118743,42,Santa Catarina,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6317054,42,Santa Catarina,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6362734,42,Santa Catarina,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6634254,42,Santa Catarina,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6727148,42,Santa Catarina,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6819190,42,Santa Catarina,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,6910553,42,Santa Catarina,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7001161,42,Santa Catarina,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7075494,42,Santa Catarina,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7164788,42,Santa Catarina,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7252502,42,Santa Catarina,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,7338473,42,Santa Catarina,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8058441,42,Santa Catarina,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,8187029,42,Santa Catarina,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10309819,43,Rio Grande do Sul,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10408540,43,Rio Grande do Sul,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10510992,43,Rio Grande do Sul,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10726063,43,Rio Grande do Sul,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10845087,43,Rio Grande do Sul,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10963219,43,Rio Grande do Sul,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10855228,43,Rio Grande do Sul,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10914128,43,Rio Grande do Sul,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10733030,43,Rio Grande do Sul,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,10768025,43,Rio Grande do Sul,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11164043,43,Rio Grande do Sul,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11207274,43,Rio Grande do Sul,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11247972,43,Rio Grande do Sul,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11286500,43,Rio Grande do Sul,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11322895,43,Rio Grande do Sul,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11329605,43,Rio Grande do Sul,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11377239,43,Rio Grande do Sul,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11422973,43,Rio Grande do Sul,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11466630,43,Rio Grande do Sul,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11229915,43,Rio Grande do Sul,2024,2024,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,11233263,43,Rio Grande do Sul,2025,2025,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2111036,50,Mato Grosso do Sul,2001,2001,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2140624,50,Mato Grosso do Sul,2002,2002,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2169688,50,Mato Grosso do Sul,2003,2003,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2227794,50,Mato Grosso do Sul,2004,2004,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2264468,50,Mato Grosso do Sul,2005,2005,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2297981,50,Mato Grosso do Sul,2006,2006,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2336060,50,Mato Grosso do Sul,2008,2008,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2360498,50,Mato Grosso do Sul,2009,2009,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2477542,50,Mato Grosso do Sul,2011,2011,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2500365,50,Mato Grosso do Sul,2012,2012,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2587269,50,Mato Grosso do Sul,2013,2013,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2619657,50,Mato Grosso do Sul,2014,2014,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2651235,50,Mato Grosso do Sul,2015,2015,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2682386,50,Mato Grosso do Sul,2016,2016,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2713147,50,Mato Grosso do Sul,2017,2017,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2748023,50,Mato Grosso do Sul,2018,2018,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2778986,50,Mato Grosso do Sul,2019,2019,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2809394,50,Mato Grosso do Sul,2020,2020,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2839188,50,Mato Grosso do Sul,2021,2021,9324,População residente estimada,2026-06-03
3,Unidade da Federação,45,Pessoas,2901895,50,Mato Grosso do Sul,2024,2024,9324,População residente estimada,2026-06-03
