outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
retail,Retail volume,consumption,1.8631929714138036,22,0.4090909090909091,0.18181818181818182
services,Services volume,consumption,1.6046839300519469,22,0.45454545454545453,1
formal_hiring,Formal hiring,labor_market,1.770358048253032,22,0.4090909090909091,1
construction,Construction,labor_market,1.7344010469956015,22,0.045454545454545456,0.6363636363636364
icms_siconfi,ICMS,public_sector,2.154360099276859,21,0.42857142857142855,0.8095238095238095
tax_siconfi,Tax revenue,public_sector,1.5871418288906003,22,0.3181818181818182,0.7272727272727273
totalexp_siconfi,Total expenditure,public_sector,1.2975878400395873,22,0.45454545454545453,0.09090909090909091
