scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_post,n_periods_pre,outcome,donor_count
6.336868335233698,3.2613412743630708,3.3204684248478893,0.39744553221288037,6.238438040353647,0.0605906197907458,3.119988425330281,-0.007642205475993401,7,31,services_volume_index_ma6_clean,24
