outcome,family,specification,status,skip_reason
formal_hiring_balance_per_100k_wap_ma6_clean,monthly,ma6_clean,skipped,Treated state has incomplete pre-treatment data for outcome: formal_hiring_balance_per_100k_wap_ma6_clean
