period_date,period,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmentation_cv_rmse,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2016-01-01,2016Q1,pre,0.56,0.5696594468504176,-0.009636687677595785,1e-4,3.197133207078593e-4,0.5600227591728218,-0.00965944685041753,-2.2759172821795737e-5,formalization_rate_pnadc
2016-04-01,2016Q2,pre,0.573,0.5696122866848417,0.0033869319912665204,1e-4,5.589821861985446e-4,0.5729992186761081,0.0033877133151583028,7.813238918075172e-7,formalization_rate_pnadc
2016-07-01,2016Q3,pre,0.5740000000000001,0.5749720643434126,-9.507116895275826e-4,1e-4,4.3607933481638536e-4,0.5740213526538851,-9.720643434125709e-4,-2.1352653885031714e-5,formalization_rate_pnadc
2016-10-01,2016Q4,pre,0.583,0.5671945481826461,0.015720035982963624,1e-4,0.0010640326015897183,0.5829145841656098,0.01580545181735382,8.541583439014566e-5,formalization_rate_pnadc
2017-01-01,2017Q1,pre,0.563,0.5653371649216098,-0.0022932707140647253,1e-4,5.485814644826531e-4,0.5630438942075451,-0.0023371649216098467,-4.389420754513651e-5,formalization_rate_pnadc
2017-04-01,2017Q2,pre,0.5640000000000001,0.5608313112539999,0.0031736349313291074,1e-4,4.4422460313381975e-4,0.564004946185329,0.003168688746000181,-4.946185328980057e-6,formalization_rate_pnadc
2017-07-01,2017Q3,pre,0.557,0.5579802989487115,-0.0010027796103871038,1e-4,3.7498919680547686e-4,0.5569775193383244,-9.802989487114333e-4,2.2480661675650104e-5,formalization_rate_pnadc
2017-10-01,2017Q4,pre,0.5549999999999999,0.5561381060575628,-0.0011321663020214749,1e-4,7.156488387462925e-4,0.5550059397555412,-0.0011381060575628155,-5.939755541306546e-6,formalization_rate_pnadc
2018-01-01,2018Q1,pre,0.557,0.5588147675177076,-0.0018352372876694063,1e-4,6.661219149452544e-4,0.5569795302300382,-0.001814767517707594,2.0469769961839468e-5,formalization_rate_pnadc
2018-04-01,2018Q2,pre,0.5589999999999999,0.5615904189414307,-0.0025517153423028835,1e-4,5.162160500956743e-4,0.5590387035991278,-0.00259041894143075,-3.870359912783172e-5,formalization_rate_pnadc
2018-07-01,2018Q3,pre,0.544,0.5511192845586673,-0.007125590632544981,1e-4,4.8301599287811636e-4,0.5439936939261223,-0.007119284558667283,6.30607387774873e-6,formalization_rate_pnadc
2019-01-01,2019Q1,post,0.52,0.5499506727191685,-0.0015339058189110318,0.9249147277217336,0.12381860084843092,0.5484167669002575,-0.029950672719168514,-0.028416766900257517,formalization_rate_pnadc
2019-04-01,2019Q2,post,0.52,0.5512139699402907,-0.02209801106869345,0.0023598334667821936,0.10949966572305869,0.5291159588715972,-0.031213969940290687,-0.009115958871597218,formalization_rate_pnadc
2019-07-01,2019Q3,post,0.541,0.5558607955057601,-6.956247604453548e-4,1.8671810912919207,0.13124809131371978,0.5551651707453147,-0.014860795505760027,-0.014165170745314648,formalization_rate_pnadc
2019-10-01,2019Q4,post,0.527,0.5670422083689027,-1.6948317980711668e-4,3.7693909753883634,0.1651532350585621,0.5668727251890956,-0.04004220836890271,-0.03987272518909557,formalization_rate_pnadc
2020-01-01,2020Q1,post,0.546,0.5656137894662056,-5.984812679226578e-4,1.8671810912919207,0.14395119130661987,0.5650153081982829,-0.01961378946620551,-0.0190153081982829,formalization_rate_pnadc
2020-04-01,2020Q2,post,0.5549999999999999,0.5902412964262224,1.3436522401637802e-5,7.609496685459884,0.19327307269738447,0.590254732948624,-0.035241296426222424,-0.035254732948624024,formalization_rate_pnadc
2020-07-01,2020Q3,post,0.536,0.5899936176914228,0.009398499709189576,0.055688139909452726,0.16139790625117545,0.5993921174006124,-0.053993617691422746,-0.06339211740061235,formalization_rate_pnadc
2020-10-01,2020Q4,post,0.526,0.5781429594421038,5.185087060409511e-4,2.6529484644319,0.19134095270676454,0.5786614681481448,-0.05214295944210379,-0.05266146814814476,formalization_rate_pnadc
