donor_state,scm_weight
RO,0.31502767577139884
SC,0.2889949253712673
SE,0.25280673698486195
PI,0.07386720783567209
DF,0.06930345403666467
PE,6.101214271147788e-14
RS,4.6269422956421845e-14
MT,2.7001772579731678e-14
CE,4.722370610115641e-16
RN,1.912603023071734e-16
MS,1.179051796894741e-16
PA,1.0534901936375627e-16
GO,7.44098407661495e-17
AC,3.4482357739494773e-34
AL,0
AP,0
BA,0
ES,0
MA,0
MG,0
PB,0
PR,0
RJ,0
SP,0
