period_date,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmentation_cv_rmse,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2015-02-01,pre,0.06745325632307499,80.24278063402586,-38.82877870962489,1e-4,0.9335075910629362,41.41400192440097,-80.17532737770279,-41.346548668077894,public_investment_liquidated_real_pc
2015-04-01,pre,43.17430423518991,-9.382653875876517,45.62889004420451,1e-4,0.8383573910251364,36.246236168328,52.55695811106642,6.928068066861911,public_investment_liquidated_real_pc
2015-06-01,pre,82.26091863257086,61.20200895185274,21.976184708193898,1e-4,0.30093208490736945,83.17819366004665,21.058909680718124,-0.9172750274757817,public_investment_liquidated_real_pc
2015-08-01,pre,66.82405296865936,131.98032741507956,-28.318999340428288,1e-4,0.21922455283293815,103.66132807465127,-65.1562744464202,-36.83727510599191,public_investment_liquidated_real_pc
2015-10-01,pre,123.33500408021727,112.0659557591759,-11.189018880658981,1e-4,0.733471022715428,100.87693687851693,11.269048321041367,22.458067201700345,public_investment_liquidated_real_pc
2015-12-01,pre,166.51792624563387,157.8462920743511,-9.546951302966269,1e-4,0.35598148906867255,148.29934077138483,8.671634171282761,18.21858547424904,public_investment_liquidated_real_pc
2016-02-01,pre,0.21472882288814857,8.007615878835114,-3.2167258421029548,1e-4,0.2362614010397743,4.79089003673216,-7.792887055946966,-4.576161213844011,public_investment_liquidated_real_pc
2016-04-01,pre,46.23172764451789,40.527843684793325,-2.8421829748943677,0.6509675230458171,0.38100417816459115,37.685660709898954,5.703883959724564,8.546066934618935,public_investment_liquidated_real_pc
2016-06-01,pre,40.75532906172614,49.557097826288704,-2.847897107005271,0.6509675230458171,0.33945060114239956,46.70920071928343,-8.801768764562567,-5.953871657557293,public_investment_liquidated_real_pc
2016-08-01,pre,80.85679340037979,63.982363088491496,17.872923060410113,0.6509675230458171,0.38879411045159107,81.85528614890161,16.87443031188829,-0.9984927485218265,public_investment_liquidated_real_pc
2016-10-01,pre,39.65133642925609,52.472420395813565,-14.276517557939249,1e-4,0.17919006304617013,38.195902837874314,-12.821083966557474,1.4554335913817766,public_investment_liquidated_real_pc
2016-12-01,pre,141.60425279194814,113.96681272999126,9.743655560489627,1e-4,0.4068137078414339,123.71046829048089,27.63744006195688,17.893784501467252,public_investment_liquidated_real_pc
2017-02-01,pre,0.4536292674231871,12.12647755166824,-11.977070951242473,1e-4,0.36259697953733394,0.1494066004257668,-11.672848284245052,0.3042226669974203,public_investment_liquidated_real_pc
2017-04-01,pre,41.62460565925773,36.837610904028814,3.4861732299947867,0.11242100350620873,0.34524674327914917,40.3237841340236,4.786994755228918,1.3008215252341344,public_investment_liquidated_real_pc
2017-06-01,pre,44.27837726912385,47.31239356396368,-17.142248213246653,1e-4,0.33290129935680823,30.17014535071703,-3.03401629483983,14.108231918406823,public_investment_liquidated_real_pc
2017-08-01,pre,80.0113300645095,66.42447575691546,21.51697688627793,0.00335292414924956,0.30575828687543033,87.94145264319339,13.586854307594038,-7.930122578683893,public_investment_liquidated_real_pc
2017-10-01,pre,58.50871165849193,61.888700208440774,-5.329898080351801,0.055688139909452726,0.23300637222538356,56.55880212808897,-3.379988549948841,1.9499095304029623,public_investment_liquidated_real_pc
2017-12-01,pre,178.84343928790622,118.49311448849886,46.75457234260909,0.3224590545296398,0.3474501324629443,165.24768683110796,60.35032479940736,13.595752456798266,public_investment_liquidated_real_pc
2018-02-01,pre,5.57976438039087,13.843048213429636,-17.28286447854489,0.055688139909452726,0.4246565850123855,-3.4398162651152546,-8.263283833038766,9.019580645506124,public_investment_liquidated_real_pc
2018-04-01,pre,31.652955157961564,37.93965416082541,-5.868148303688955,0.019414919457438815,0.27706466651714506,32.07150585713646,-6.286699002863848,-0.41855069917489374,public_investment_liquidated_real_pc
