period_date,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmentation_cv_rmse,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2015-02-01,pre,903.6222418775492,1186.4710963590153,-489.4725200719168,1e-4,0.18364290015438708,696.9985762870986,-282.8488544814661,206.62366559045063,liquidated_expenditure_total_real_pc
2015-04-01,pre,1737.0374280731994,1616.3734512107267,135.1471715450709,0.0023598334667821936,0.12786663673935592,1751.5206227557976,120.66397686247274,-14.483194682598196,liquidated_expenditure_total_real_pc
2015-06-01,pre,1754.2233119123716,1634.2970045234742,187.2860412952109,0.004763938010401341,0.08577771664431061,1821.5830458186852,119.92630738889738,-67.35973390631352,liquidated_expenditure_total_real_pc
2015-08-01,pre,1517.9708885261032,1648.4282919044417,271.20481036897485,1e-4,0.16642355975844544,1919.6331022734166,-130.45740337833854,-401.66221374731344,liquidated_expenditure_total_real_pc
2015-10-01,pre,1675.9474757567586,1719.5931748673029,184.5615898217527,1e-4,0.10483827341877498,1904.1547646890556,-43.64569911054423,-228.20728893229693,liquidated_expenditure_total_real_pc
2015-12-01,pre,2437.150427911254,2523.2310934795737,414.5025073915002,1e-4,0.22129387852483604,2937.733600871074,-86.08066556831955,-500.5831729598199,liquidated_expenditure_total_real_pc
2016-02-01,pre,1161.0112845198785,1018.1705160135916,88.06571827080072,0.02758531617629184,0.11470474340480767,1106.2362342843924,142.84076850628685,54.775050235486106,liquidated_expenditure_total_real_pc
2016-04-01,pre,2338.899045963332,1570.3852215919742,287.97999124654956,0.039194067748472214,0.10437227472350867,1858.3652128385238,768.5138243713577,480.5338331248081,liquidated_expenditure_total_real_pc
2016-06-01,pre,3516.786807406784,1526.3680865479519,194.28040706308158,1.3141473626117581,0.269026816631602,1720.6484936110335,1990.4187208588323,1796.1383137957507,liquidated_expenditure_total_real_pc
2016-08-01,pre,987.907285714499,1507.1480166920578,145.9042675091792,0.055688139909452726,0.19869046007405858,1653.052284201237,-519.2407309775588,-665.1449984867379,liquidated_expenditure_total_real_pc
2016-10-01,pre,1287.0280989714113,1495.3464037115195,53.07389220092972,1e-4,0.15086970036420802,1548.4202959124493,-208.31830474010826,-261.39219694103804,liquidated_expenditure_total_real_pc
2016-12-01,pre,2746.2497676659273,2428.08055391252,845.9272763348785,1e-4,0.13602932876011087,3274.0078302473985,318.16921375340735,-527.7580625814712,liquidated_expenditure_total_real_pc
2017-02-01,pre,1088.3985948082593,1027.3909046790632,301.06161549049705,1e-4,0.07283615036185427,1328.45252016956,61.007690129196135,-240.0539253613008,liquidated_expenditure_total_real_pc
2017-04-01,pre,1501.1452336415305,1448.2680360944166,-149.80159397316888,1e-4,0.15074547436820449,1298.4664421212478,52.87719754711384,202.67879152028263,liquidated_expenditure_total_real_pc
2017-06-01,pre,1678.5694427136116,1709.3544183216138,-360.9514863418702,1e-4,0.4253504821923239,1348.4029319797437,-30.78497560800224,330.1665107338679,liquidated_expenditure_total_real_pc
2017-08-01,pre,1572.688400938551,1552.945163318938,94.36373520955837,1e-4,0.16136606456505043,1647.3088985284965,19.743237619612955,-74.62049758994544,liquidated_expenditure_total_real_pc
2017-10-01,pre,1560.300723980865,1504.897344720008,-296.94256192428173,1e-4,0.1353794442502662,1207.9547827957263,55.40337926085704,352.3459411851388,liquidated_expenditure_total_real_pc
