period_date,period,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmentation_cv_rmse,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2016-01-01,2016Q1,pre,0.084,0.08581891755489955,-0.001821497565798745,1e-4,1.1974326812021744e-4,0.0839974199891008,-0.0018189175548995462,2.5800108992002357e-6,unemployment_rate_pnadc
2016-04-01,2016Q2,pre,0.081,0.09223487831768545,-0.011232267385964077,1e-4,1.064164374746452e-4,0.08100261093172137,-0.011234878317685451,-2.610931721366838e-6,unemployment_rate_pnadc
2016-07-01,2016Q3,pre,0.099,0.09740697441781182,0.0015928372031043896,1e-4,5.4396368940885525e-5,0.09899981162091621,0.0015930255821881845,1.883790837903243e-7,unemployment_rate_pnadc
2016-10-01,2016Q4,pre,0.093,0.09782318851895366,-0.004823221165193935,1e-4,9.406921799014996e-5,0.09299996735375973,-0.004823188518953664,3.264624026666496e-8,unemployment_rate_pnadc
2017-01-01,2017Q1,pre,0.104,0.10892073550057281,-0.004918948971636803,1e-4,1.4415979398626767e-4,0.104001786528936,-0.004920735500572815,-1.7865289360097236e-6,unemployment_rate_pnadc
2017-04-01,2017Q2,pre,0.109,0.10575680093942345,0.0032386279115825993,1e-4,1.8335030152013241e-4,0.10899542885100605,0.003243199060576546,4.5711489939509464e-6,unemployment_rate_pnadc
2017-07-01,2017Q3,pre,0.092,0.09816018498187595,-0.006161196502814547,1e-4,8.981258177933136e-5,0.0919989884790614,-0.006160184981875955,1.0115209385930246e-6,unemployment_rate_pnadc
2017-10-01,2017Q4,pre,0.096,0.09625717024022284,-2.497567239142821e-4,1e-4,2.1982920532681601e-4,0.09600741351630857,-2.5717024022284263e-4,-7.413516308563128e-6,unemployment_rate_pnadc
2018-01-01,2018Q1,pre,0.105,0.11548326219021332,-0.010472890297828597,1e-4,2.096455496790454e-4,0.10501037189238473,-0.010483262190213324,-1.0371892384730685e-5,unemployment_rate_pnadc
2018-04-01,2018Q2,pre,0.115,0.10694731209228339,0.008039528023315957,1e-4,2.537933591856312e-4,0.11498684011559934,0.008052687907716613,1.3159884400662514e-5,unemployment_rate_pnadc
2018-07-01,2018Q3,pre,0.136,0.1084218529293538,0.02757697644792924,1e-4,1.3165386205915488e-4,0.13599882937728303,0.02757814707064621,1.1706227169838712e-6,unemployment_rate_pnadc
2019-01-01,2019Q1,post,0.153,0.10857195930096264,0.0013734393331847829,5.355666917706907,0.37372104248994303,0.10994539863414743,0.04442804069903736,0.04305460136585257,unemployment_rate_pnadc
2019-04-01,2019Q2,post,0.151,0.09740223030846917,0.0037761290529342495,5.355666917706907,0.3341539486774037,0.10117835936140342,0.05359776969153082,0.04982164063859658,unemployment_rate_pnadc
2019-07-01,2019Q3,post,0.15,0.09900132557797676,0.002905808992907818,5.355666917706907,0.264760317103532,0.10190713457088459,0.05099867442202323,0.04809286542911541,unemployment_rate_pnadc
2019-10-01,2019Q4,post,0.15,0.09845738144416659,0.0020047241780846332,15.361749466718296,0.4113845989042592,0.10046210562225122,0.051542618555833405,0.049537894377748776,unemployment_rate_pnadc
2020-01-01,2020Q1,post,0.16699999999999998,0.10364974255436268,-4.30803809771126e-5,21.826447283974872,0.3813033086444799,0.10360666217338557,0.0633502574456373,0.06339333782661441,unemployment_rate_pnadc
2020-04-01,2020Q2,post,0.16899999999999998,0.12766893077837782,3.851672705519026e-4,62.60516572014828,0.7735978854202178,0.12805409804892973,0.04133106922162216,0.04094590195107026,unemployment_rate_pnadc
2020-07-01,2020Q3,post,0.19,0.12950968028390014,8.431818988116046e-4,31.01168926574782,0.5860287880186453,0.13035286218271175,0.06049031971609986,0.059647137817288254,unemployment_rate_pnadc
2020-10-01,2020Q4,post,0.145,0.11597209824802633,6.999456657676012e-4,21.826447283974872,0.5089684189283998,0.11667204391379393,0.02902790175197366,0.028327956086206058,unemployment_rate_pnadc
