donor_state,scm_weight
PI,0.9999999999999987
SE,3.4263091901174705e-16
MG,2.6617815490696076e-16
SC,2.099778196278117e-16
CE,1.2565346105962824e-16
RN,1.1439948168944598e-16
SP,7.889626988610438e-17
RR,5.2208019757712566e-17
AM,3.36874297364093e-17
AC,0
AL,0
AP,0
BA,0
ES,0
GO,0
MS,0
MT,0
PA,0
PE,0
PR,0
RJ,0
RO,0
RS,0
