dropped_donor,period_date,event_time,loo_gap
AC,2007-07-01,-31,0.016964057178767256
AC,2007-08-01,-30,0.008470094986972931
AC,2007-09-01,-29,0.006677312376492495
AC,2007-10-01,-28,0.011167708799409759
AC,2007-11-01,-27,0.016226236867625587
AC,2007-12-01,-26,0.013858574598384799
AC,2008-01-01,-25,-0.011494006294689996
AC,2008-02-01,-24,-0.010215762620827462
AC,2008-03-01,-23,-0.003836869941705068
AC,2008-04-01,-22,-0.016053566984451706
AC,2008-05-01,-21,-0.02531023571695723
AC,2008-06-01,-20,-0.02930570395152632
AC,2008-07-01,-19,-0.03313620720066801
AC,2008-08-01,-18,-0.04894169953472716
AC,2008-09-01,-17,-0.05819840225337547
AC,2008-10-01,-16,-0.04812650906784999
AC,2008-11-01,-15,-0.0628579510642755
AC,2008-12-01,-14,-0.07197379409244586
AC,2009-01-01,-13,-0.07378355730829433
AC,2009-02-01,-12,-0.0895637969537324
AC,2009-03-01,-11,-0.09557404681341364
AC,2009-04-01,-10,-0.10914724379955931
AC,2009-05-01,-9,-0.11070560974533095
AC,2009-06-01,-8,-0.0952638999152784
AC,2009-07-01,-7,-0.08297391532731169
AC,2009-08-01,-6,-0.062319598029431766
AC,2009-09-01,-5,-0.05945118065581578
AC,2009-10-01,-4,-0.05983393654667335
AC,2009-11-01,-3,-0.04550032048549735
AC,2009-12-01,-2,-0.06619363743886808
AC,2010-01-01,-1,-0.046704068992854175
AC,2010-02-01,0,-0.03713114542357765
AC,2010-03-01,1,-0.039606591855736006
AC,2010-04-01,2,-0.02326762392545323
AC,2010-05-01,3,-0.02551150325334728
AC,2010-06-01,4,-0.014916111417188738
AC,2010-07-01,5,-0.046508604327213376
AC,2010-08-01,6,-0.05129699230954898
AC,2010-09-01,7,-0.049293320663752915
AC,2010-10-01,8,-0.048363439141584585
AC,2010-11-01,9,-0.06349121183832906
AC,2010-12-01,10,-0.07578225913933512
AC,2011-01-01,11,-0.06452320118384591
AC,2011-02-01,12,-0.09787998686084531
AC,2011-03-01,13,-0.10065054474571955
AC,2011-04-01,14,-0.11904853314085528
AC,2011-05-01,15,-0.10852331826336226
AC,2011-06-01,16,-0.07715011930899518
AC,2011-07-01,17,-0.08318524404432726
AC,2011-08-01,18,-0.06305860840379651
AC,2011-09-01,19,-0.06485610985097257
AC,2011-10-01,20,-0.07541403322618123
AC,2011-11-01,21,-0.11494823400081078
AC,2011-12-01,22,-0.10511268434303389
AC,2012-01-01,23,-0.0955183962555326
AL,2007-07-01,-31,0.05847407088047607
AL,2007-08-01,-30,0.05087812481963905
AL,2007-09-01,-29,0.04993087122709028
AL,2007-10-01,-28,0.05481200862055324
AL,2007-11-01,-27,0.0597589935117222
AL,2007-12-01,-26,0.05714129924728706
AL,2008-01-01,-25,0.03256189670091025
AL,2008-02-01,-24,0.03375745290404186
AL,2008-03-01,-23,0.04097089599942283
AL,2008-04-01,-22,0.029162326621116286
AL,2008-05-01,-21,0.020707693387010728
AL,2008-06-01,-20,0.016554152103097408
AL,2008-07-01,-19,0.013898512805425867
AL,2008-08-01,-18,-5.790501921527635e-4
AL,2008-09-01,-17,-0.010612819074606428
AL,2008-10-01,-16,4.682086459446566e-4
AL,2008-11-01,-15,-0.015071316141093583
AL,2008-12-01,-14,-0.013681260753469537
AL,2009-01-01,-13,-0.015950100750352192
AL,2009-02-01,-12,-0.034441175326271
AL,2009-03-01,-11,-0.04094282573911112
AL,2009-04-01,-10,-0.056360026400047225
AL,2009-05-01,-9,-0.057116490511655016
AL,2009-06-01,-8,-0.05126969333862341
AL,2009-07-01,-7,-0.03853278170408814
AL,2009-08-01,-6,-0.01612974619317864
AL,2009-09-01,-5,-0.011936417992991721
AL,2009-10-01,-4,-0.011285969613390456
AL,2009-11-01,-3,0.0022190629916600813
AL,2009-12-01,-2,-0.018903749633144784
AL,2010-01-01,-1,2.5005913133568924e-4
AL,2010-02-01,0,0.00983054964356267
AL,2010-03-01,1,0.0064273343627254675
AL,2010-04-01,2,0.02245337601062669
AL,2010-05-01,3,0.018458820431004774
AL,2010-06-01,4,0.028540152699610744
AL,2010-07-01,5,-0.004638842292902012
AL,2010-08-01,6,-0.011431676364070498
AL,2010-09-01,7,-0.010893076837191984
AL,2010-10-01,8,-0.011399848040050564
AL,2010-11-01,9,-0.026004462857245336
AL,2010-12-01,10,-0.039118447293739145
AL,2011-01-01,11,-0.02782633233987486
AL,2011-02-01,12,-0.06381578578014757
AL,2011-03-01,13,-0.06630320273571577
AL,2011-04-01,14,-0.08281746272609869
AL,2011-05-01,15,-0.07089689173661018
AL,2011-06-01,16,-0.037649086219412986
AL,2011-07-01,17,-0.042876040403654336
AL,2011-08-01,18,-0.017406497898885043
AL,2011-09-01,19,-0.017040052308583853
AL,2011-10-01,20,-0.026825447963886973
AL,2011-11-01,21,-0.06518713147560096
AL,2011-12-01,22,-0.05636901506547254
AL,2012-01-01,23,-0.04483873890775136
AM,2007-07-01,-31,0.05841897827691511
AM,2007-08-01,-30,0.050439324950388276
AM,2007-09-01,-29,0.04908719112070781
AM,2007-10-01,-28,0.05371993374340445
AM,2007-11-01,-27,0.05855829507129329
AM,2007-12-01,-26,0.0559049089483965
AM,2008-01-01,-25,0.03144800874191134
AM,2008-02-01,-24,0.032809473736794104
AM,2008-03-01,-23,0.040629794260084395
AM,2008-04-01,-22,0.02900829176094799
AM,2008-05-01,-21,0.020605623526246397
AM,2008-06-01,-20,0.016425711770624574
AM,2008-07-01,-19,0.013683125152491371
AM,2008-08-01,-18,-7.419648773980825e-4
AM,2008-09-01,-17,-0.0113589771199889
AM,2008-10-01,-16,-4.280603887085732e-4
AM,2008-11-01,-15,-0.015873227407989354
AM,2008-12-01,-14,-0.014546275312832257
AM,2009-01-01,-13,-0.01650093940244446
AM,2009-02-01,-12,-0.0350704413444225
AM,2009-03-01,-11,-0.04132608448558006
AM,2009-04-01,-10,-0.05641605236348646
AM,2009-05-01,-9,-0.05711259553955195
AM,2009-06-01,-8,-0.05112346822876024
AM,2009-07-01,-7,-0.03879599558568003
AM,2009-08-01,-6,-0.016476677934904593
AM,2009-09-01,-5,-0.012521146924329152
AM,2009-10-01,-4,-0.01219058773327042
AM,2009-11-01,-3,0.0011662144586459533
AM,2009-12-01,-2,-0.020089449219403477
AM,2010-01-01,-1,-6.20692724558225e-4
AM,2010-02-01,0,0.009031431466611117
AM,2010-03-01,1,0.005822583412439464
AM,2010-04-01,2,0.022046855550303945
AM,2010-05-01,3,0.018042282983335767
AM,2010-06-01,4,0.028109345812031172
AM,2010-07-01,5,-0.00532193094502631
AM,2010-08-01,6,-0.012154164915951782
AM,2010-09-01,7,-0.011683417554610998
AM,2010-10-01,8,-0.012228119540089288
AM,2010-11-01,9,-0.026776581475112415
AM,2010-12-01,10,-0.03985400711298315
AM,2011-01-01,11,-0.028420187477531833
AM,2011-02-01,12,-0.0649455931828653
AM,2011-03-01,13,-0.06735663263088654
AM,2011-04-01,14,-0.08380584759736465
AM,2011-05-01,15,-0.07189176723742019
AM,2011-06-01,16,-0.03859529079810731
AM,2011-07-01,17,-0.04397732861097303
AM,2011-08-01,18,-0.017954174248503207
AM,2011-09-01,19,-0.01760309103374702
AM,2011-10-01,20,-0.027281005329912844
AM,2011-11-01,21,-0.06523670552866268
AM,2011-12-01,22,-0.056186602801104435
AM,2012-01-01,23,-0.04445051515787668
AP,2007-07-01,-31,0.05794134974577947
AP,2007-08-01,-30,0.050297668463285206
AP,2007-09-01,-29,0.04917467667881059
AP,2007-10-01,-28,0.053854841258769603
AP,2007-11-01,-27,0.05878748346551621
AP,2007-12-01,-26,0.056055655600748544
AP,2008-01-01,-25,0.03153614465222443
AP,2008-02-01,-24,0.03273926721419329
AP,2008-03-01,-23,0.04060522054854765
AP,2008-04-01,-22,0.028912194719126205
AP,2008-05-01,-21,0.0203802485264708
AP,2008-06-01,-20,0.016236951085212503
AP,2008-07-01,-19,0.013472685692192066
AP,2008-08-01,-18,-9.166393612209944e-4
AP,2008-09-01,-17,-0.011443651042021052
AP,2008-10-01,-16,-4.521709360512105e-4
AP,2008-11-01,-15,-0.015841290602648606
AP,2008-12-01,-14,-0.014157461872238208
AP,2009-01-01,-13,-0.01600851555356897
AP,2009-02-01,-12,-0.03467384172029586
AP,2009-03-01,-11,-0.04112022631683043
AP,2009-04-01,-10,-0.05635507158789732
AP,2009-05-01,-9,-0.05709175824837054
AP,2009-06-01,-8,-0.05147232948902136
AP,2009-07-01,-7,-0.03913953536947812
AP,2009-08-01,-6,-0.016676816516528525
AP,2009-09-01,-5,-0.012580248963451446
AP,2009-10-01,-4,-0.01218640608939392
AP,2009-11-01,-3,0.0011737846915460537
AP,2009-12-01,-2,-0.020178608425108102
AP,2010-01-01,-1,-9.669724844103555e-4
AP,2010-02-01,0,0.0085374329802681
AP,2010-03-01,1,0.005040305921192534
AP,2010-04-01,2,0.02119054618432692
AP,2010-05-01,3,0.01709644160815227
AP,2010-06-01,4,0.02730270769747367
AP,2010-07-01,5,-0.0059840355327729355
AP,2010-08-01,6,-0.012744646711659868
AP,2010-09-01,7,-0.012097819232212537
AP,2010-10-01,8,-0.012570062246416214
AP,2010-11-01,9,-0.027087626715857738
AP,2010-12-01,10,-0.04020819898077388
AP,2011-01-01,11,-0.028718644470855814
AP,2011-02-01,12,-0.06566476604212568
AP,2011-03-01,13,-0.06815908990456876
AP,2011-04-01,14,-0.08467177570598228
AP,2011-05-01,15,-0.07273575943297939
AP,2011-06-01,16,-0.039393242112767624
AP,2011-07-01,17,-0.044748710801302494
AP,2011-08-01,18,-0.018104460283971058
AP,2011-09-01,19,-0.017636227521546033
AP,2011-10-01,20,-0.027132844338410678
AP,2011-11-01,21,-0.06511249644477246
AP,2011-12-01,22,-0.056263940307446525
AP,2012-01-01,23,-0.04452694278270375
BA,2007-07-01,-31,0.05900820707999621
BA,2007-08-01,-30,0.05118165686080811
BA,2007-09-01,-29,0.050031828468350525
