period_date,event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2015-08-01,-31,4.681871532436606,4.667176121574931,0.024014022999501415,0.2069138081114788,4.691190144574432,0.014695410861675029,-0.009318612137826143,retail_ma6_log
2015-09-01,-30,4.673613935583117,4.656664077791004,0.023116651213711033,0.0026366508987303583,4.679780729004715,0.01694985779211322,-0.0061667934215980935,retail_ma6_log
2015-10-01,-29,4.66108505526993,4.647840113865527,0.012369346636049097,2.9763514416313193e-4,4.6602094605015765,0.013244941404402688,8.75594768353416e-4,retail_ma6_log
2015-11-01,-28,4.64742058726404,4.6372807628974195,0.002100451408199009,1e-4,4.639381214305619,0.010139824366620864,0.008039372958421609,retail_ma6_log
2015-12-01,-27,4.6373159129818555,4.627261833394832,0.007323876902382582,1e-4,4.634585710297214,0.010054079587023423,0.002730202684641192,retail_ma6_log
2016-01-01,-26,4.629571318934699,4.615823527060193,0.020109960263581507,2.9763514416313193e-4,4.635933487323774,0.01374779187450681,-0.006362168389074441,retail_ma6_log
2016-02-01,-25,4.622878348381098,4.6045040216973865,0.019014330445996215,8.858667904100823e-4,4.623518352143383,0.01837432668371175,-6.400037622844579e-4,retail_ma6_log
2016-03-01,-24,4.61750618231406,4.595542700463253,0.02164704012319058,2.9763514416313193e-4,4.6171897405864435,0.021963481850807653,3.164417276169118e-4,retail_ma6_log
2016-04-01,-23,4.610836917315363,4.586041675584031,0.020686937234128296,1e-4,4.606728612818159,0.024795241731331963,0.004108304497203896,retail_ma6_log
2016-05-01,-22,4.5991013581543365,4.577585900996188,0.024413146287931,2.9763514416313193e-4,4.601999047284119,0.02151545715814862,-0.002897689129782499,retail_ma6_log
2016-06-01,-21,4.589078437425166,4.569877969074834,0.02163015718371019,8.858667904100823e-4,4.591508126258544,0.0192004683503324,-0.0024296888333781297,retail_ma6_log
2016-07-01,-20,4.57757526696689,4.564360613101267,0.014799320018172163,8.858667904100823e-4,4.579159933119439,0.013214653865622594,-0.0015846661525493744,retail_ma6_log
2016-08-01,-19,4.570319361081068,4.557503670742223,0.007083851234665361,0.2069138081114788,4.564587521976889,0.012815690338844554,0.00573183910417896,retail_ma6_log
2016-09-01,-18,4.556093381978401,4.5507056463930455,0.012281452815332678,0.2069138081114788,4.562987099208378,0.005387735585355102,-0.006893717229977447,retail_ma6_log
2016-10-01,-17,4.545517017357699,4.543785875791538,0.010606674268514972,1e-4,4.554392550060053,0.001731141566160943,-0.008875532702353972,retail_ma6_log
2016-11-01,-16,4.546610412199534,4.539009606553838,0.00042117201019663183,1e-4,4.539430778564035,0.007600805645695985,0.0071796336354994494,retail_ma6_log
2016-12-01,-15,4.550532615924547,4.531362595637162,0.0035871823675665865,8.858667904100823e-4,4.534949778004729,0.019170020287385015,0.015582837919818182,retail_ma6_log
2017-01-01,-14,4.550746366435413,4.533015876929551,0.018145631622272822,2.9763514416313193e-4,4.551161508551824,0.01773048950586187,-4.1514211641136e-4,retail_ma6_log
2017-02-01,-13,4.5404059688441345,4.535934207719674,0.016672552545238643,0.0026366508987303583,4.552606760264912,0.004471761124460905,-0.01220079142077779,retail_ma6_log
2017-03-01,-12,4.559979814096832,4.541474975628225,0.01830622295959575,0.007847599703514606,4.559781198587821,0.01850483846860662,1.986155090110131e-4,retail_ma6_log
2017-04-01,-11,4.565896150950739,4.543891262433451,0.016500715950490623,0.0026366508987303583,4.560391978383942,0.0220048885172881,0.005504172566797472,retail_ma6_log
2017-05-01,-10,4.565823415024651,4.5467953486650075,0.02095736380454485,1e-4,4.567752712469552,0.019028066359643603,-0.0019292974449012235,retail_ma6_log
2017-06-01,-9,4.56694114444314,4.555609069445988,0.016779911732811157,0.615848211066026,4.5723889811788,0.011332074997151942,-0.005447836735659628,retail_ma6_log
2017-07-01,-8,4.563790612318349,4.556765101001239,0.006497139204020338,1e-4,4.563262240205259,0.007025511317110045,5.28372113089759e-4,retail_ma6_log
2017-08-01,-7,4.584420710289357,4.558574483505985,0.021494377938291082,0.06951927961775606,4.580068861444276,0.025846226783372117,0.004351848845081108,retail_ma6_log
2017-09-01,-6,4.581985367722394,4.559434673450383,0.02192349916368293,2.9763514416313193e-4,4.581358172614066,0.022550694272011285,6.271951083283156e-4,retail_ma6_log
2017-10-01,-5,4.59382168759716,4.558791276067274,0.029397532589557754,0.0026366508987303583,4.588188808656832,0.03503041152988562,0.0056328789403279345,retail_ma6_log
2017-11-01,-4,4.601335439940274,4.561467043024935,0.04719516671498404,8.858667904100823e-4,4.6086622097399195,0.039868396915339055,-0.007326769799645305,retail_ma6_log
2017-12-01,-3,4.604606095583161,4.55857914047619,0.043505889052945,0.0026366508987303583,4.6020850295291345,0.046026955106971634,0.0025210660540269103,retail_ma6_log
2018-01-01,-2,4.610864045487117,4.567569124862719,0.0436625602601901,1e-4,4.611231685122909,0.04329492062439755,-3.6763963579211634e-4,retail_ma6_log
2018-02-01,-1,4.616865742963462,4.5725143110541024,0.04271747116016287,1e-4,4.6152317822142654,0.04435143190935964,0.001633960749196639,retail_ma6_log
2018-03-01,0,4.6272351856816885,4.582547006957274,0.038962693351072115,0.615848211066026,4.621509700308346,0.04468817872441466,0.005725485373342387,retail_ma6_log
2018-04-01,1,4.634187409721465,4.5932980402387376,0.03749476876085454,0.615848211066026,4.630792808999592,0.040889369482727034,0.003394600721872365,retail_ma6_log
2018-05-01,2,4.638613349811771,4.600297982451633,0.027371557336268316,0.615848211066026,4.6276695397879015,0.03831536736013774,0.01094381002386946,retail_ma6_log
2018-06-01,3,4.644097928487847,4.610317986266108,0.020419415539444707,1.8329807108324339,4.630737401805553,0.03377994222173886,0.013360526682293816,retail_ma6_log
2018-07-01,4,4.651251648726508,4.604351407799884,0.012126971596129466,0.615848211066026,4.616478379396013,0.04690024092662437,0.03477326933049518,retail_ma6_log
2018-08-01,5,4.648311880576215,4.605561156739583,-6.038771268834524e-4,0.06951927961775606,4.6049572796127,0.042750723836632254,0.04335460096351529,retail_ma6_log
2018-09-01,6,4.643937351898963,4.600162730424188,-0.00732909166794938,0.023357214690901212,4.592833638756239,0.04377462147477473,0.05110371314272388,retail_ma6_log
2018-10-01,7,4.6410397046495655,4.593535733360357,0.018626384369945032,0.0026366508987303583,4.612162117730302,0.04750397128920891,0.028877586919263898,retail_ma6_log
2018-11-01,8,4.645719031895523,4.591313362961951,0.022246105494424424,0.0026366508987303583,4.613559468456375,0.05440566893357257,0.03215956343914783,retail_ma6_log
2018-12-01,9,4.643895215215486,4.585962844977562,0.029590493195581158,8.858667904100823e-4,4.615553338173143,0.05793237023792397,0.028341877042342922,retail_ma6_log
2019-01-01,10,4.631743615284485,4.590528607188674,0.044624665300753326,8.858667904100823e-4,4.635153272489427,0.04121500809581047,-0.0034096572049424623,retail_ma6_log
2019-02-01,11,4.6418113347508765,4.595135315698763,0.00958866615450345,1.8329807108324339,4.604723981853266,0.04667601905211338,0.03708735289761034,retail_ma6_log
2019-03-01,12,4.650510638609076,4.596907665890793,0.01413374081146602,1.8329807108324339,4.611041406702259,0.053602972718283404,0.039469231906817726,retail_ma6_log
2019-04-01,13,4.663089514473901,4.60319686074736,0.018514551375195188,1.8329807108324339,4.621711412122555,0.059892653726540956,0.04137810235134598,retail_ma6_log
2019-05-01,14,4.674145899375458,4.606772977149323,0.023748989169888882,1.8329807108324339,4.630521966319211,0.06737292222613522,0.04362393305624668,retail_ma6_log
2019-06-01,15,4.685496775228018,4.6109628735557715,0.03056388944231429,1.8329807108324339,4.641526762998086,0.07453390167224683,0.043970012229932465,retail_ma6_log
2019-07-01,16,4.706276649747478,4.6098767270232495,0.018910105860830494,5.455594781168514,4.62878683288408,0.09639992272422848,0.07748981686339818,retail_ma6_log
2019-08-01,17,4.709016365828295,4.605471122284097,0.0186257941236094,5.455594781168514,4.624096916407707,0.1035452435441977,0.08491944942058804,retail_ma6_log
2019-09-01,18,4.712484612666079,4.604249032441101,0.01671997791570926,5.455594781168514,4.62096901035681,0.10823558022497792,0.09151560230926847,retail_ma6_log
2019-10-01,19,4.716216823732927,4.602695721083269,0.012714639103736936,5.455594781168514,4.615410360187006,0.11352110264965809,0.10080646354592115,retail_ma6_log
2019-11-01,20,4.7162662937977204,4.602323723606126,0.0067916391578470925,5.455594781168514,4.609115362763974,0.11394257019159415,0.10715093103374684,retail_ma6_log
2019-12-01,21,4.721594071935536,4.602252142910705,0.003712652357897336,5.455594781168514,4.605964795268602,0.11934192902483165,0.11562927666693401,retail_ma6_log
2020-01-01,22,4.70781077790951,4.602823099959162,0.0012759485152227434,5.455594781168514,4.604099048474384,0.10498767795034869,0.10371172943512619,retail_ma6_log
2020-02-01,23,4.718981078273451,4.604215237161939,-0.0023187286361098305,5.455594781168514,4.601896508525829,0.11476584111151222,0.11708456974762171,retail_ma6_log
