outcome,short,channel,transform,gap_post,effect_label,mag_sd,persistence,pre_trend_p,pre_fit_corr,pre_fit_r2,poor_fit,inspace_rank,inspace_n_units,inspace_p,loo_rank,loo_p,loo_frac,tier,considerable
retail_ma6_log,Varejo MA6 (log),consumption,log,-0.002279941279329125,+1.8%,0.054011152628722414,0.47368421052631576,0.7523849437267786,0.9708990872384865,0.9420165198853822,FALSE,4/23,23,0.17391304347826086,1/23,0.043,0,weak,FALSE
formal_hiring_6m_per1k,Emprego formal 6m (per 1k),labor,level,0.3229204588309157,-0.5,0.11078922781007562,0.6842105263157895,0.9361531481001131,0.9829734865479657,0.9665454386568034,FALSE,20/23,23,0.8695652173913043,3/23,0.13,1,weak,FALSE
icms_conf6m_pc_log,ICMS CONFAZ 6m pc (log),fiscal,log,0.03113570959696697,+1.7%,0.2891306123616878,0.5789473684210527,0.7814895859345655,0.9957509625034273,0.9914475774291477,FALSE,4/23,23,0.17391304347826086,22/23,0.087,0.045454545454545456,weak,FALSE
