donor_state,scm_weight
AC,0.3425463358985718
DF,0.3233612237592571
PB,0.21904482182571303
MG,0.11504761851645567
RS,7.410045081398353e-16
PE,6.56008167715361e-16
PR,4.3441679191062235e-16
MS,2.4906197743098935e-16
AL,2.1568513899434338e-16
RN,6.367647713950298e-17
BA,4.243776457376894e-18
AP,8.495433778682469e-20
CE,0
ES,0
GO,0
MA,0
MT,0
PA,0
PI,0
RJ,0
RO,0
SC,0
SE,0
SP,0
