outcome,is_main,status,skip_reason,donor_count,rmspe_pre,att_mean_w3m,att_mean_w6m,att_mean_w12m,att_mean_w24m,n_periods_w3m,n_periods_w6m,n_periods_w12m,n_periods_w24m,sign_consistent_w3m,sign_consistent_w6m,sign_consistent_w12m,sign_consistent_w24m,loo_frac_w3m,loo_frac_w6m,loo_frac_w12m,loo_frac_w24m
retail_ma6_log,TRUE,estimated,,22,0.010164648268082638,0.03296672215760488,0.017446956978072265,0.011438013553430215,-0.002279941279329126,3,6,12,19,TRUE,TRUE,TRUE,FALSE,1,0.9545454545454546,1,0
formal_hiring_6m_per1k,TRUE,estimated,,22,0.5331208838363367,-0.6673028405725502,-0.47948563821461415,0.26489371275565093,0.3229204588309157,3,6,12,19,TRUE,TRUE,TRUE,TRUE,1,1,0.9545454545454546,1
icms_conf6m_pc_log,TRUE,estimated,,22,0.009958851750371147,0.05242744353020553,0.016561270382173515,0.04780702282088097,0.03113570959696697,3,6,12,19,FALSE,FALSE,TRUE,TRUE,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
