donor_state,scm_weight
PR,0.42588603288301735
RS,0.3428333173238606
MS,0.23128064978995486
BA,2.924879152806615e-12
MG,2.403183061391055e-13
PE,1.5216416114672581e-15
SE,2.174812065556079e-16
AC,1.1827471039364414e-16
RO,6.863321550849684e-17
PA,3.135168936481209e-17
PI,2.446693248629889e-17
ES,2.310137541343974e-18
AP,0
CE,0
DF,0
GO,0
MA,0
MT,0
PB,0
RN,0
SP,0
