dropped_donor,period_date,event_time,loo_gap
AC,2020-03-01,-31,-0.13698265978969726
AC,2020-04-01,-30,-0.15238512502990353
AC,2020-05-01,-29,-0.15284400727701897
AC,2020-06-01,-28,-0.1724187478320145
AC,2020-07-01,-27,-0.17191374254060499
AC,2020-08-01,-26,-0.182779744679336
AC,2020-09-01,-25,-0.18514929671487312
AC,2020-10-01,-24,-0.17834001885134487
AC,2020-11-01,-23,-0.1675819520316697
AC,2020-12-01,-22,-0.1375708984272297
AC,2021-01-01,-21,-0.13558789438734653
AC,2021-02-01,-20,-0.1250351007518251
AC,2021-03-01,-19,-0.11660711727354389
AC,2021-04-01,-18,-0.10633985421098746
AC,2021-05-01,-17,-0.1033556628096246
AC,2021-06-01,-16,-0.12954533853786376
AC,2021-07-01,-15,-0.13866420908612387
AC,2021-08-01,-14,-0.1449905472312576
AC,2021-09-01,-13,-0.15331219486736192
AC,2021-10-01,-12,-0.1545846582265158
AC,2021-11-01,-11,-0.15538971945946844
AC,2021-12-01,-10,-0.13985073527785374
AC,2022-01-01,-9,-0.13043926585939758
AC,2022-02-01,-8,-0.1083879421621523
AC,2022-03-01,-7,-0.09959630648538909
AC,2022-04-01,-6,-0.0909619239484094
AC,2022-05-01,-5,-0.09423300462358597
AC,2022-06-01,-4,-0.09975703109881806
AC,2022-07-01,-3,-0.10721970021838612
AC,2022-08-01,-2,-0.12306398024401588
AC,2022-09-01,-1,-0.1146209366388451
AC,2022-10-01,0,-0.10612627366414351
AC,2022-11-01,1,-0.08553313737902979
AC,2022-12-01,2,-0.07496751083060893
AC,2023-01-01,3,-0.06950258806637866
AC,2023-02-01,4,-0.05913263014720993
AC,2023-03-01,5,-0.049407019043543166
AC,2023-04-01,6,-0.05904224509429934
AC,2023-05-01,7,-0.049312712453599694
AC,2023-06-01,8,-0.04610991299324407
AC,2023-07-01,9,-0.034477758130960545
AC,2023-08-01,10,-0.03803993487110979
AC,2023-09-01,11,-0.047632774604396744
AC,2023-10-01,12,-0.029896919590741255
AC,2023-11-01,13,-0.03972594278371577
AC,2023-12-01,14,0.017018867032399854
AM,2020-03-01,-31,-0.13756691611678828
AM,2020-04-01,-30,-0.15294410327111763
AM,2020-05-01,-29,-0.15340267251330975
AM,2020-06-01,-28,-0.172496304863488
AM,2020-07-01,-27,-0.17203064391431777
AM,2020-08-01,-26,-0.18282033268491293
AM,2020-09-01,-25,-0.18504032430230133
AM,2020-10-01,-24,-0.17825111056475862
AM,2020-11-01,-23,-0.16762567802140804
AM,2020-12-01,-22,-0.13761732034143037
AM,2021-01-01,-21,-0.1356500730131076
AM,2021-02-01,-20,-0.1250357916958933
AM,2021-03-01,-19,-0.1165797981766783
AM,2021-04-01,-18,-0.10639198085053803
AM,2021-05-01,-17,-0.10339308304701778
AM,2021-06-01,-16,-0.12963841857934977
