predictor,treated_value,synthetic_value,difference,used_in_scaled_fit
lag_2016_01,91.66461,87.98223092851093,3.6823790714890663,TRUE
lag_2016_02,85.24311,85.36052685348713,-0.11741685348712849,TRUE
lag_2016_03,91.48964,91.31125177669281,0.17838822330718074,TRUE
lag_2016_04,88.41424,88.00320663502528,0.41103336497472753,TRUE
lag_2016_05,86.99124,88.24626543890386,-1.255025438903857,TRUE
lag_2016_06,91.25815,88.4419631473554,2.8161868526446057,TRUE
lag_2016_07,91.07182,88.7469477162867,2.3248722837133045,TRUE
lag_2016_08,89.7365,88.32392294884146,1.41257705115855,TRUE
lag_2016_09,89.6089,88.02818203749979,1.5807179625002163,TRUE
lag_2016_10,87.45334,86.4043387429703,1.0490012570297012,TRUE
lag_2016_11,86.59616,86.9264350101138,-0.3302750101138088,TRUE
lag_2016_12,90.57971,91.08732531132004,-0.5076153113200377,TRUE
lag_2017_01,74.70367,83.74168308093658,-9.03801308093658,TRUE
lag_2017_02,72.46953,79.57787070457849,-7.108340704578481,TRUE
lag_2017_03,74.38708,86.23096978156858,-11.843889781568578,TRUE
lag_2017_04,73.52525,81.31081679881117,-7.785566798811175,TRUE
lag_2017_05,72.24052,85.06521947576415,-12.824699475764149,TRUE
lag_2017_06,78.13524,83.29492914927854,-5.159689149278549,TRUE
lag_2017_07,75.5713,84.09587586125666,-8.524575861256665,TRUE
lag_2017_08,85.63098,85.48880540438759,0.14217459561240275,TRUE
lag_2017_09,83.59432,83.86949769294053,-0.27517769294053096,TRUE
lag_2017_10,81.55076,85.91773575198638,-4.366975751986388,TRUE
lag_2017_11,82.96924,85.52162551176332,-2.552385511763319,TRUE
lag_2017_12,103.46013,89.23668721101787,14.22344278898214,TRUE
lag_2018_01,67.52923,81.30511564739781,-13.775885647397814,TRUE
lag_2018_02,74.95567,77.09803554241749,-2.142365542417494,TRUE
lag_2018_03,83.87716,83.55614492473103,0.3210150752689742,TRUE
lag_2018_04,79.51326,82.83643211981916,-3.323172119819162,TRUE
lag_2018_05,78.77282,80.53765957410343,-1.7648395741034335,TRUE
lag_2018_06,85.0043,84.73689756863276,0.26740243136724473,TRUE
lag_2018_07,81.32377,84.85716914172671,-3.5333991417267185,TRUE
lag_2018_08,86.05063,87.49771924565269,-1.4470892456526911,TRUE
lag_2018_09,76.88374,84.6255760076032,-7.741836007603197,TRUE
lag_2018_10,73.99355,88.00503972213033,-14.011489722130335,TRUE
lag_2018_11,84.86856,87.08820566759674,-2.219645667596737,TRUE
mean_formal_hiring_balance,47,137.23689474284822,-90.23689474284822,TRUE
mean_retail_volume_index,77.11465942857143,83.23533989898816,-6.12068047041673,TRUE
mean_formalization_rate_pnadc,0.5626363636363636,0.6280218616238346,-0.06538549798747095,TRUE
mean_unemployment_rate_pnadc,0.10127272727272728,0.1002936309295988,9.790963431284827e-4,TRUE
