state_abbrev,state_name,macroregion,uf,period_date,year,month,formal_hiring_balance,formal_hiring_balance_construction,retail_volume_index,services_volume_index,quarter,pnadc_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,formal_hiring_balance_per_100k_wap,formal_hiring_balance_construction_per_100k_wap,instability_start_date,removal_date,formal_hiring_balance_per_100k_wap_ma6_v4,formal_hiring_balance_construction_per_100k_wap_ma6_v4,retail_volume_index_ma6_v4,services_volume_index_ma6_v4
AC,Acre,North,12,2019-06-01,2019,6,201,131,109.24036209007964,78.16661341701898,2,620000,FALSE,TRUE,FALSE,,post,32.41935483870968,21.129032258064516,2018-11-07,2018-12-10,22.22962694049718,12.368443799052656,108.15797459039095,78.71830220715545
AC,Acre,North,12,2019-07-01,2019,7,113,129,117.04825574434723,86.07305803144179,3,623000,FALSE,TRUE,FALSE,,post,18.13804173354735,20.70626003210273,2018-11-07,2018-12-10,26.05649241698873,15.819487137736445,109.8614846286521,81.14888480196832
AC,Acre,North,12,2019-08-01,2019,8,109,108,116.77900162506654,81.42110694736874,3,623000,FALSE,TRUE,FALSE,,post,17.49598715890851,17.335473515248797,2018-11-07,2018-12-10,29.401214821286985,19.592977096601597,112.47999315526829,81.86421163957243
AC,Acre,North,12,2019-09-01,2019,9,-7,83,113.03284841101106,86.45284385869023,3,623000,FALSE,TRUE,FALSE,,post,-1.1235955056179776,13.32263242375602,2018-11-07,2018-12-10,19.16571739242997,21.81341583389427,112.70531676795096,83.14572233086444
AC,Acre,North,12,2019-10-01,2019,10,-93,-239,117.38912492668426,83.43232430709351,4,629000,FALSE,TRUE,FALSE,,post,-14.78537360890302,-37.99682034976153,2018-11-07,2018-12-10,11.782133618903122,13.921472657321111,114.79465954896871,83.52056224835296
AC,Acre,North,12,2019-11-01,2019,11,47,-254,131.4644746721994,85.33950471277576,4,629000,FALSE,TRUE,FALSE,,post,7.472178060413355,-40.38155802861685,2018-11-07,2018-12-10,9.93609877950965,-0.9808300248677195,117.49234457823135,83.4809085457315
AL,Alagoas,Northeast,27,2015-11-01,2015,11,360,0,100,100,4,2421000,FALSE,TRUE,FALSE,,pre,14.869888475836431,0,2018-11-07,2018-12-10,,,,
AL,Alagoas,Northeast,27,2015-12-01,2015,12,-514,-1060,131.02836328541804,104.57056965603172,4,2421000,FALSE,TRUE,FALSE,,pre,-21.230896323833125,-43.78356051218505,2018-11-07,2018-12-10,,,,
AL,Alagoas,Northeast,27,2016-01-01,2016,1,175,140,95.47872310817394,107.36583949162912,1,2428000,FALSE,TRUE,FALSE,,pre,7.207578253706754,5.766062602965404,2018-11-07,2018-12-10,,,,
AL,Alagoas,Northeast,27,2016-02-01,2016,2,-677,-434,86.17021007430849,100.49794251683892,1,2428000,FALSE,TRUE,FALSE,,pre,-27.883031301482703,-17.874794069192752,2018-11-07,2018-12-10,,,,
AL,Alagoas,Northeast,27,2016-03-01,2016,3,-1033,-522,92.37587868315205,102.61485087475414,1,2428000,FALSE,TRUE,FALSE,,pre,-42.54530477759473,-21.499176276771006,2018-11-07,2018-12-10,,,,
AL,Alagoas,Northeast,27,2016-04-01,2016,4,19,-430,88.2092174984771,94.25660043787735,2,2431000,FALSE,TRUE,FALSE,,pre,0.781571369806664,-17.688194158782395,2018-11-07,2018-12-10,-11.466699050593451,-15.846610402327633,98.87706544158827,101.55096716285522
AL,Alagoas,Northeast,27,2016-05-01,2016,5,-28,-642,88.47517674869042,96.26223638449383,2,2431000,FALSE,TRUE,FALSE,,pre,-1.1517893870835048,-26.408885232414644,2018-11-07,2018-12-10,-14.136978694413441,-20.24809127439674,96.95626156637,100.92800656027084
AL,Alagoas,Northeast,27,2016-06-01,2016,6,-76,-778,85.63829157388186,96.350246624725,2,2431000,FALSE,TRUE,FALSE,,pre,-3.126285479226656,-32.00329082682024,2018-11-07,2018-12-10,-11.119543553645697,-18.284712993502605,89.3912496144473,99.55795272171973
AL,Alagoas,Northeast,27,2016-07-01,2016,7,63,-724,87.67729899805047,95.99351259697356,3,2451000,FALSE,TRUE,FALSE,,pre,2.570379436964504,-29.538963688290494,2018-11-07,2018-12-10,-11.892410023102737,-24.168884042045256,88.09101226276006,97.6625649059438
AL,Alagoas,Northeast,27,2016-08-01,2016,8,346,-341,88.29787395541491,95.78537203576198,3,2451000,FALSE,TRUE,FALSE,,pre,14.116687066503468,-13.912688698490411,2018-11-07,2018-12-10,-4.892456961771709,-23.508533146928198,88.44562290961113,96.87713649243098
AL,Alagoas,Northeast,27,2016-09-01,2016,9,80,-85,85.72694803081966,94.14649621420864,3,2451000,FALSE,TRUE,FALSE,,pre,3.2639738882088944,-3.4679722562219504,2018-11-07,2018-12-10,2.7424228158622284,-20.50333247683669,87.33746780088907,95.46574404900673
AL,Alagoas,Northeast,27,2016-10-01,2016,10,150,-413,92.28723234681435,98.00525359372608,4,2453000,FALSE,TRUE,FALSE,,pre,6.114961271911945,-16.836526701997553,2018-11-07,2018-12-10,3.631321132879775,-20.361387900705882,88.01713694227861,96.09051957498151
AL,Alagoas,Northeast,27,2016-11-01,2016,11,187,-568,95.47872310817394,96.71643789320308,4,2453000,FALSE,TRUE,FALSE,,pre,7.623318385650224,-23.155320016306565,2018-11-07,2018-12-10,5.093839095002063,-19.819127031354537,89.1843946688592,96.16621982643306
AL,Alagoas,Northeast,27,2016-12-01,2016,12,-116,-316,123.6702113393835,103.70743136973859,4,2453000,FALSE,TRUE,FALSE,,pre,-4.728903383611904,-12.882185079494496,2018-11-07,2018-12-10,4.826736110937855,-16.63227607346691,95.52304796310948,97.39241728393532
AL,Alagoas,Northeast,27,2017-01-01,2017,1,60,53,100.51505758064827,111.87083826807957,1,2465000,FALSE,TRUE,FALSE,,pre,2.4340770791075053,2.150101419878296,2018-11-07,2018-12-10,4.804019051295022,-11.350765222105446,97.66267439354243,100.03863822911966
AL,Alagoas,Northeast,27,2017-02-01,2017,2,-113,-307,90.54970747923483,96.04987003150754,1,2465000,FALSE,TRUE,FALSE,,pre,-4.584178498985802,-12.454361054766734,2018-11-07,2018-12-10,1.687208123713477,-11.107710614818167,98.03797998084576,100.08272122841058
AL,Alagoas,Northeast,27,2017-03-01,2017,3,-853,-269,98.01779950423229,102.65568665103869,1,2465000,FALSE,TRUE,FALSE,,pre,-34.60446247464503,-10.912778904665315,2018-11-07,2018-12-10,-4.624197936762178,-12.348511722892061,100.08645522641453,101.50091963454892
AL,Alagoas,Northeast,27,2017-04-01,2017,4,-134,-20,94.00869582202398,90.59607942009949,2,2471000,FALSE,TRUE,FALSE,,pre,-5.422905706191825,-0.8093889113719142,2018-11-07,2018-12-10,-6.547175766446139,-9.677322091121122,100.37336580561613,100.26605727227782
AL,Alagoas,Northeast,27,2017-05-01,2017,5,36,-31,96.71600695366192,92.92818825577297,2,2471000,FALSE,TRUE,FALSE,,pre,1.4569000404694457,-1.2545528126264671,2018-11-07,2018-12-10,-7.574912157309602,-6.027194223841105,100.57957977986413,99.63468233270613
AL,Alagoas,Northeast,27,2017-06-01,2017,6,1,-198,94.8654855858871,89.97757993984139,2,2471000,FALSE,TRUE,FALSE,,pre,0.04046944556859571,-8.012950222581951,2018-11-07,2018-12-10,-6.780016685779518,-5.215655081022348,95.7787921542814,97.34637376105661
AL,Alagoas,Northeast,27,2017-07-01,2017,7,70,-284,96.37781698048455,94.41394007441254,3,2477000,FALSE,TRUE,FALSE,,pre,2.8259991925716594,-11.46548243843359,2018-11-07,2018-12-10,-6.7146963335354934,-7.484919057407661,95.0892520542541,94.43689072877876
AL,Alagoas,Northeast,27,2017-08-01,2017,8,133,133,96.00590516775047,87.56128032957925,3,2477000,FALSE,TRUE,FALSE,,pre,5.369398465886152,5.369398465886152,2018-11-07,2018-12-10,-5.055766839390167,-4.5142924706321805,95.99861833567338,93.0221257784574
AL,Alagoas,Northeast,27,2017-09-01,2017,9,242,61,96.6135459981781,88.87255570705877,3,2477000,FALSE,TRUE,FALSE,,pre,9.769882922890593,2.4626564392410173,2018-11-07,2018-12-10,2.339957393532437,-2.285053246647792,95.76457608466436,90.72493728779406
AL,Alagoas,Northeast,27,2017-10-01,2017,10,283,157,96.96386045028372,90.01023840271573,4,2478000,FALSE,TRUE,FALSE,,pre,11.420500403551252,6.3357546408393866,2018-11-07,2018-12-10,5.147191745156283,-1.0941959879459087,96.25710352270764,90.6272971182301
AL,Alagoas,Northeast,27,2017-11-01,2017,11,743,-408,104.87691477958802,90.34617869065265,4,2478000,FALSE,TRUE,FALSE,,pre,29.983857949959646,-16.46489104116223,2018-11-07,2018-12-10,9.901684730071317,-3.6292523593685355,97.61725482702866,90.19696219071005
AL,Alagoas,Northeast,27,2017-12-01,2017,12,-320,-904,128.8588203610686,97.34327721732426,4,2478000,FALSE,TRUE,FALSE,,pre,-12.9136400322841,-36.48103309120258,2018-11-07,2018-12-10,7.742666483762534,-8.373932837471974,103.28281062289224,91.42457840362387
AL,Alagoas,Northeast,27,2018-01-01,2018,1,-920,372,100.76483399129042,108.75474347666251,1,2485000,FALSE,TRUE,FALSE,,pre,-37.02213279678068,14.969818913480886,2018-11-07,2018-12-10,1.1013111522038102,-3.968049278819562,104.01398012469322,93.81471230399886
AL,Alagoas,Northeast,27,2018-02-01,2018,2,-1212,423,87.823501187197,86.71592896972251,1,2485000,FALSE,TRUE,FALSE,,pre,-48.772635814889334,17.022132796780685,2018-11-07,2018-12-10,-7.922361227925437,-2.0259268903371397,102.65024612793431,93.6738204106894
AL,Alagoas,Northeast,27,2018-03-01,2018,3,392,329,101.12495530489979,93.50270293222206,1,2485000,FALSE,TRUE,FALSE,,pre,15.774647887323944,13.23943661971831,2018-11-07,2018-12-10,-6.921567067186546,-0.22979686025759083,103.4021476790546,94.44551161488329
AL,Alagoas,Northeast,27,2018-04-01,2018,4,66,391,92.85882359966064,90.6787159972325,2,2498000,FALSE,TRUE,FALSE,,pre,2.6421136909527623,15.652522017614091,2018-11-07,2018-12-10,-8.384631519286295,1.3229977025381932,102.71797487061741,94.55692454730274
AL,Alagoas,Northeast,27,2018-05-01,2018,5,283,-117,100.86459274654567,89.38938223089096,2,2498000,FALSE,TRUE,FALSE,,pre,11.32906325060048,-4.683746997598078,2018-11-07,2018-12-10,-11.493763969179488,3.286521709798885,102.04925453177702,94.3974584706758
AL,Alagoas,Northeast,27,2018-06-01,2018,6,159,-415,95.67999148250296,84.94488541552283,2,2498000,FALSE,TRUE,FALSE,,pre,6.365092073658927,-16.613290632506004,2018-11-07,2018-12-10,-8.280641951522316,6.597812119581648,96.51944971868275,92.33105983704223
AL,Alagoas,Northeast,27,2018-07-01,2018,7,209,-145,92.940820701728,92.19015778557947,3,2486000,FALSE,TRUE,FALSE,,pre,8.4070796460177,-5.83266291230893,2018-11-07,2018-12-10,-0.7091065443892536,3.1307318152833457,95.21544750375567,89.57029555519506
AL,Alagoas,Northeast,27,2018-08-01,2018,8,-59,-114,98.951313537507,92.03909588778653,3,2486000,FALSE,TRUE,FALSE,,pre,-2.3732904263877717,-4.585679806918745,2018-11-07,2018-12-10,7.024117687027673,-0.47057028533322603,97.070082895474,90.45749004153906
AL,Alagoas,Northeast,27,2018-09-01,2018,9,1232,31,94.4519173831124,90.99480725361222,3,2486000,FALSE,TRUE,FALSE,,pre,49.557522123893804,1.246983105390185,2018-11-07,2018-12-10,12.654596726455983,-2.469312537721247,95.95790990850945,90.03950742843742
AL,Alagoas,Northeast,27,2018-10-01,2018,10,481,58,98.34760962052101,92.9260652017323,4,2492000,FALSE,TRUE,FALSE,,pre,19.301765650080256,2.3274478330658104,2018-11-07,2018-12-10,15.431205386310566,-4.69015823514596,96.87270757865284,90.41406562918739
AL,Alagoas,Northeast,27,2018-11-01,2018,11,-169,-467,108.68369754505615,89.9232541359683,4,2492000,FALSE,TRUE,FALSE,,crisis,-6.781701444622793,-18.739967897271267,2018-11-07,2018-12-10,-6.781701444622793,-18.739967897271267,108.68369754505615,89.9232541359683
AL,Alagoas,Northeast,27,2018-12-01,2018,12,-96,-657,126.86948484222542,94.60111420720337,4,2492000,FALSE,TRUE,FALSE,,crisis,-3.852327447833066,-26.364365971107546,2018-11-07,2018-12-10,-5.31701444622793,-22.552166934189408,117.77659119364078,92.26218417158583
AL,Alagoas,Northeast,27,2019-01-01,2019,1,-602,0,98.28942629050555,106.2057987005487,1,2489000,FALSE,TRUE,FALSE,,post,-24.186420249096024,0,2018-11-07,2018-12-10,-24.186420249096024,0,98.28942629050555,106.2057987005487
AL,Alagoas,Northeast,27,2019-02-01,2019,2,-134,335,88.41363337943942,86.45488474610052,1,2489000,FALSE,TRUE,FALSE,,post,-5.383688228204098,13.459220570510245,2018-11-07,2018-12-10,-14.78505423865006,6.729610285255123,93.35152983497248,96.33034172332461
AL,Alagoas,Northeast,27,2019-03-01,2019,3,68,0,93.87495209160925,88.34018720867051,1,2489000,FALSE,TRUE,FALSE,,post,2.7320208919244675,0,2018-11-07,2018-12-10,-8.946029195125218,4.486406856836749,93.52600392051806,93.66695688510657
AL,Alagoas,Northeast,27,2019-04-01,2019,4,-208,449,92.41377020995286,83.28149797004545,2,2495000,FALSE,TRUE,FALSE,,post,-8.336673346693386,17.995991983967937,2018-11-07,2018-12-10,-8.79369023301726,7.863803138619545,93.24794549287677,91.07059215634129
AL,Alagoas,Northeast,27,2019-05-01,2019,5,93,-211,97.30211114706172,82.64035596607135,2,2495000,FALSE,TRUE,FALSE,,post,3.7274549098196395,-8.45691382765531,2018-11-07,2018-12-10,-6.28946120444988,4.5996597453645744,94.05877862371376,89.3845449182873
AL,Alagoas,Northeast,27,2019-06-01,2019,6,93,221,88.39019406959149,81.39890773440777,2,2495000,FALSE,TRUE,FALSE,,post,3.7274549098196395,8.857715430861724,2018-11-07,2018-12-10,-4.61997518540496,5.309335692947433,93.11401453136004,88.05360538764072
AL,Alagoas,Northeast,27,2019-07-01,2019,7,245,186,93.11283042114752,90.54425252193933,3,2506000,FALSE,TRUE,FALSE,,post,9.776536312849162,7.4221867517956905,2018-11-07,2018-12-10,1.0405175749192375,6.546366818246715,92.2512485531337,85.44334769120582
AL,Alagoas,Northeast,27,2019-08-01,2019,8,60,-14,96.24783811330964,82.19971559202378,3,2506000,FALSE,TRUE,FALSE,,post,2.3942537909018355,-0.5586592178770949,2018-11-07,2018-12-10,2.336841244770226,4.210053520182158,93.55694934211208,84.73415283219303
AL,Alagoas,Northeast,27,2019-09-01,2019,9,153,36,92.33935343736569,82.54906464232279,3,2506000,FALSE,TRUE,FALSE,,post,6.105347166799681,1.4365522745411015,2018-11-07,2018-12-10,2.8990622905827617,4.449478899272341,93.3010162330715,83.76896573780175
AL,Alagoas,Northeast,27,2019-10-01,2019,10,257,-123,98.7377385134478,86.96603286223544,4,2493000,FALSE,TRUE,FALSE,,post,10.308864821500201,-4.9338146811070995,2018-11-07,2018-12-10,6.006651985281693,0.6278444550931686,94.35501095032065,84.38305488650008
AL,Alagoas,Northeast,27,2019-11-01,2019,11,-25,127,107.50886792282881,86.92788899657661,4,2493000,FALSE,TRUE,FALSE,,post,-1.0028078620136383,5.094263939029282,2018-11-07,2018-12-10,5.218274856642814,2.886374082873934,96.05613707961516,85.09764372491762
AM,Amazonas,North,13,2015-11-01,2015,11,-1055,-307,100,100,4,2696000,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:AM_2017_01,pre,-39.132047477744806,-11.387240356083087,2018-11-07,2018-12-10,,,,
AM,Amazonas,North,13,2015-12-01,2015,12,-370,-806,124.55446463943939,99.39335587272161,4,2696000,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:AM_2017_01,pre,-13.724035608308606,-29.89614243323442,2018-11-07,2018-12-10,,,,
AM,Amazonas,North,13,2016-01-01,2016,1,-351,-560,88.81188342855025,91.12454262889412,1,2693000,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:AM_2017_01,pre,-13.033791310805793,-20.794652803564798,2018-11-07,2018-12-10,,,,
AM,Amazonas,North,13,2016-02-01,2016,2,310,-310,81.18812008881102,88.69455467632281,1,2693000,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:AM_2017_01,pre,11.511325659116228,-11.511325659116228,2018-11-07,2018-12-10,,,,
