pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.5712407258284784,3.4511653507645863,6.041525393273235
AM,0.672379639861666,1.1587640173376579,1.723377610862904
AP,0.6613065251380777,2.2637108285344354,3.4230886018579403
BA,0.5246866129419758,1.6161675781975502,3.080253123165312
CE,0.6852578813013518,0.6147547541075497,0.8971144599462149
DF,1.0023043436541743,2.0096426719753238,2.005022411305355
ES,0.9709219722514283,3.161137420682483,3.255809952835098
GO,0.602979229536437,1.3668951978123587,2.2669026242632118
MA,0.4963369914048777,2.301139439320416,4.636244082487304
MG,1.398736520329529,1.5584089457437522,1.1141547554478708
MS,0.5808961568093447,1.656660919975148,2.8519054577234515
MT,1.1287616595059513,1.535939349199468,1.3607295537232675
PA,0.5342659882279871,1.0667763286523186,1.9967139068510078
PB,0.8664370105739524,1.5788134499603812,1.8221906851769067
PE,0.8437056288411084,1.2178897572395229,1.4435008083475558
PI,0.6041458403596491,1.643433655313581,2.7202598206010027
PR,0.7519769013258946,1.591995580056604,2.1170804279354574
RN,0.48375230822775533,1.303190429800333,2.6939208508887944
RO,0.49831653571489376,1.2988027328849654,2.606380964303502
RS,0.8996262591301215,2.7770027472053482,3.0868404729432024
SE,0.5445421514017219,1.0351231206590328,1.9009054083223713
SP,0.40021335302375655,1.1579960361451591,2.8934467763158835
