pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.008131624134500384,0.027891634281952075,3.4300201067601077
AM,0.010805182728341139,0.022661937840603417,2.0973211106521084
AP,0.01054122008183437,0.052769680548775844,5.0060315731111205
BA,0.006208335703087299,0.05358101501623936,8.630495768712127
CE,0.013998874532125645,0.04945342427442181,3.5326714416171425
DF,0.007311506948357172,0.0228306885508316,3.1225694938252704
ES,0.010143876611710066,0.031044652028524446,3.0604327336441157
GO,0.003205401477609694,0.0139622802813395,4.355860062731155
MA,0.007186399940095229,0.1501932539196351,20.899651448795492
MG,0.005870027829906422,0.011827566356985699,2.014908054903421
MS,0.0031710260296324184,0.015835050245914473,4.993667695547126
MT,0.0033560780922043242,0.016433418870032405,4.896613969801484
PA,0.005352833610012398,0.02667749052854815,4.983807170588731
PB,0.01181056349004315,0.06710949382300807,5.6821585083204935
PE,0.005909898799675716,0.05015510798691246,8.486627214270495
PI,0.006300300979953883,0.029307649322980606,4.651785591867887
PR,0.0032882515328090177,0.007366245107169908,2.2401708122605903
RN,0.0034429032928939866,0.05164694458135183,15.000986140955233
RO,0.012805281329100068,0.036796204889954304,2.873517882526699
RS,0.007078681283565563,0.016423556502753085,2.320143518946578
SE,0.0068061803652061945,0.009479519670895296,1.3927811433495727
SP,0.0036028491939563974,0.006194289915762665,1.7192753796504394
