state_abbrev,period_date,year,month,va_icms_total,va_receita_tributaria_total,va_icms_terciario_varejista,va_icms_secundario,va_icms_terciario,va_icms_energia,va_icms_combustiveis,fpe,iof_est,retail_volume_index,ipca_deflator_factor,population,va_icms_total_real_pc,va_receita_tributaria_total_real_pc,va_icms_terciario_varejista_real_pc,va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc,va_icms_total_real_pc_sa,va_receita_tributaria_total_real_pc_sa,va_icms_terciario_varejista_real_pc_sa,va_icms_secundario_real_pc_sa,va_icms_terciario_real_pc_sa,va_icms_energia_real_pc_sa,va_icms_combustiveis_real_pc_sa,fpe_real_pc_sa,iof_est_real_pc_sa,retail_volume_index_sa,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,pre_instability_clean,instability_start_date,removal_date
AL,2002-10-01,2002,10,58889541,62413430,7806703,16762214,28864083,5375173,1653002,73541454.77,0,41.17015,0.9286738240359725,2887535,18.9397445351115,20.07307918667704,2.510750771202115,5.390975130929777,9.28311460706163,1.7287348775910631,0.5316298117526231,23.65201600203094,0,19.6680744201415,20.7475924237177,2.80294546075365,5.2989698976101,10.3465362874512,1.62027632763158,0.464273852097518,25.2998134913102,0,101.0430084502542,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2002-11-01,2002,11,60522679,62199610,9050090,16659357,33373317,5730592,2105392,64504705.13,0,39.50583,0.9014480711572056,2887535,18.894334526098113,19.417848947711608,2.8253116150277364,5.200818426224891,10.418683145924804,1.789010732333604,0.657273957693954,20.13746743156457,0,18.1653771120953,18.944271550777,2.87385871351292,5.20760296196817,10.2101443039183,1.74526717015945,0.345736010513322,20.3719029563063,0,93.7550767033779,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2002-12-01,2002,12,59827803,61562792,11726474,7114053,38948509,6136338,1433396,63178226.3,0,56.76225,0.8829089411603213,2887535,18.29328551815936,18.82378551241564,3.5855526401875775,2.1752328548704716,11.909115159110883,1.8762812177798167,0.43828322241061657,19.31772978922166,0,15.7153243726751,16.8237634699778,3.51229851359802,1.6665436210157,10.5317212225313,1.76736444035488,0.552396150610961,17.9518310298596,0,91.3113353990499,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-01-01,2003,1,68428810,69922584,13330310,17357392,41179306,5970603,1163344,68827393.36,0,33.89968,0.863478577730045,2917664,20.25141055809013,20.69349088295623,3.9450865896486356,5.136895871924547,12.186957983095487,1.7669916024020378,0.34429002878014103,20.36937074569215,0,18.1974047644262,19.1414743460255,2.58489561310787,5.15961477156442,10.2201654621711,1.65420263237351,0.398378691231939,18.3121920766888,0,88.0447134506237,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-02-01,2003,2,67121164,70689009,10801805,16267014,40195337,6581429,1383282,72472086.04,0,33.54929,0.8501295770924695,2917664,19.55731940527569,20.59689440807981,3.1473582689731656,4.739774604744508,11.711850591740273,1.9176531130500682,0.40305153083412804,21.116435564956852,0,19.5638710873013,20.4967461916834,3.0739491404259,5.2924657533416,10.7796867208414,1.99360430109671,0.209747787236675,19.5528840791719,0,97.71880446261785,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-03-01,2003,3,67574883,71067582,8606988,18471512,38613902,6290619,1593797,62859730.19,0,30.57103,0.8397987400267664,2917664,19.450252531085194,20.455565075467533,2.4773715129039866,5.316702849947524,11.11433881595586,1.8106450606335878,0.4587466934021327,18.093077959622658,0,20.0739881276828,20.8764636537041,2.63100958627209,5.6670382014348,11.6149314714903,1.60121753665236,0.56571370582338,18.5666880910865,0,82.84112819687101,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-04-01,2003,4,64911326,68936107,9564716,15403343,39500928,6388549,1829171,59850378.89,0,32.14776,0.8317315463517589,2917664,18.50411752337594,19.651452283258223,2.7265908717026397,4.390994402500268,11.260435721100679,1.8211684891454203,0.5214374322649192,17.061405351650627,0,19.0056394222926,19.9818288712108,3.01332292000691,4.13927257819074,11.3207427319316,1.74947952366565,0.568768890233461,16.833819936782,0,85.55396218606374,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-05-01,2003,5,63266834,66224072,7838282,18204400,32947661,6059890,2838284,83947457.34,0,33.11131,0.8266880881340372,2917664,17.925963387749068,18.763864334663218,2.220891220111513,5.158017040902333,9.335358314246733,1.717003355562042,0.804196635918813,23.785591148301602,0,18.7295823737285,19.4268574613049,2.36307686733986,4.99429889545375,10.1249978125518,1.65807896052628,0.955968172535639,20.1784321881743,0,82.08305221868358,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-06-01,2003,6,62284460,66635370,11376242,15273502,37225890,6210562,1676365,58952855.68,0,31.79737,0.8279308394974325,2917664,17.674147967498744,18.908783816204345,3.228178977903539,4.3340848476471985,10.563403585450237,1.7623399440137224,0.4756936651218624,16.728755365221417,0,18.4028551068543,19.5217101898056,3.36316270310328,4.31822127050259,10.7954265642866,1.77092364856022,0.943292793025181,17.6450006404675,0,85.21641497686055,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-07-01,2003,7,58745313,62437699,10699888,11728078,37274320,6347965,1402381,49429152.65,0,31.97257,0.8262784573174649,2917664,16.636592356169736,17.682271025098235,3.0301936583889217,3.3213756611929606,10.556036482321998,1.7977350124295535,0.397152382608595,13.998268477162375,0,18.6285409766249,19.6583450913463,3.33318758004688,3.51457272580679,11.556262732242,1.80834342794363,0.612333947475942,17.1685017234825,0,85.04491473957617,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-08-01,2003,8,59298311,62360423,8794387,13502892,36257051,5900542,1630719,64846766.16,0,33.02372,0.8234788453536597,2917664,16.736301600767675,17.60054931884062,2.4821198233769324,3.8110440109262647,10.233157242714977,1.665363631014666,0.46025265390952297,18.302292560882805,0,17.6446356731965,18.0195098965037,2.62572506070437,3.98153087957679,10.7476569167288,1.94819323544197,0.1068392571434,18.7673209523529,0,85.69079630760146,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-09-01,2003,9,73644020,83051335,9727219,12082460,44890641,12735415,1720264,56266353.19,0,33.11131,0.8171048751162632,2917664,20.624337745936334,23.258898458977434,2.724151261496712,3.383747055657281,12.571825134146358,3.5666100288205858,0.48176764044352033,15.757644299193636,0,20.4192981177741,22.8918069122478,2.71020024115044,3.28711343840493,12.897255236291,3.97810857070029,0.425587665655497,17.924729629977602,0,90.19676619166142,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AL,2003-10-01,2003,10,58589725,62260379,9441544,13057581,31880523,7051232,2063995,58132243.52,0,37.05314,0.8147427661461066,2917664,16.36088138121446,17.385892757961496,2.636502926742139,3.6462627852682297,8.902473175528291,1.9690205124434972,0.5763600591472264,16.233132015120276,0,16.8886555229855,17.8926408297769,2.89273788426294,3.55397498153146,10.126014826702,1.70024365867792,0.511347362466025,18.4116283954158,0,90.15098578207697,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AM,1998-11-01,1998,11,96825328,99692360,0,45566024,41182316,2296442,7481347,20450157.32,0,,1.2391220586211642,2580860,46.48775980023304,47.86427871019823,0,21.877151593678608,19.772446463855964,1.102567337454997,3.5919430329034783,9.818526009735155,0,40.998642847178,42.383162347627,6.66502481534678e-6,17.2907207290111,19.2249597250902,1.02426398784301,3.07286744083788,9.6727975992192,-1.07046092953101e-4,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1998-12-01,1998,12,90261294,91637959,0,39854770,40378680,2096719,7696772,20483350.43,0,,1.2350432039500754,2580860,43.1935857560812,43.85237420348475,0,19.072077847497866,19.322789426189267,1.0033626587815683,3.6832086788718605,9.802090288779459,0,41.1835517831778,42.3449497560097,5.31484140885187e-6,16.625361980286,18.6645176911183,0.820647377026049,3.6015287430267,9.55718709833983,-4.07981430506548e-5,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-01-01,1999,1,86701892,88496954,0,27631393,44450843,3140561,11248623,26544009.85,0,,1.2264558263700192,2580860,41.201785684114654,42.05482081527071,0,13.13077150080584,21.123577173658774,1.492432497896226,5.345481435254064,12.614033901783003,0,41.7287892351834,42.8649689344239,-2.75612069005696e-6,16.7336008912296,19.1938950431248,1.54143268719382,5.41850636266938,10.7035276725218,-7.79523608402376e-5,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-02-01,1999,2,65963527,67790722,0,26808178,36499315,2072340,377996,26949331.08,0,,1.2137104654845907,2580860,31.020908945148275,31.880190616366825,0,12.60717985445695,17.164666273458735,0.974566906396448,0.17776156053071976,12.673560429316254,0,33.623745343665,34.7116023836975,-1.93246464033266e-5,15.0917064073581,18.1943312960769,1.00684555074148,0.394681872674203,12.1300912178978,8.57686194695465e-5,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-03-01,1999,3,80013857,82717466,0,34880977,35237342,1993678,7589959,27552298.69,0,,1.2005066160050661,2580860,37.21905283532748,38.47665708026554,0,16.22515117488765,16.39091705921018,0.9273744523855414,3.5305270315736594,12.816160839213564,0,43.2294862690947,43.9892868176892,-3.74382148047156e-5,19.784930475296,18.3976593342719,1.05522657560058,4.33484564863889,13.5552572456962,3.33360875620052e-5,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-04-01,1999,4,88052410,90422253,0,41748790,41016337,1393156,3107197,25013723.55,0,,1.193821881939611,2580860,40.73018056598119,41.82639284799626,0,19.311632187139793,18.97282325566257,0.6444286469453827,1.437288256665264,11.570534830551896,0,41.8790959213633,42.8734464591493,-4.55146324792107e-5,19.1293118627319,20.1791623045146,0.790871779836275,0.932055200024915,10.4782829062742,8.31074250246241e-5,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-05-01,1999,5,85948472,85948472,0,33672523,41963049,3760536,5855696,27013000.02,0,,1.1902477066645518,2580860,39.63793917117645,39.63793917117645,0,15.529181466007213,19.35262774304,1.7342937431048129,2.700545064406744,12.457925390735836,0,39.3327548708192,39.663564911662,-3.41854208957826e-5,16.1839803369871,18.9628224487338,1.85282705796663,2.59607210011736,10.8010391021027,8.81652979341451e-5,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-06-01,1999,6,80068821,82669898,0,32976504,38496956,29994,7485984,18045636.24,0,,1.1879943269896764,2580860,36.85643743432494,38.05373783809087,0,15.179397439594698,17.72051383429213,0.013806522571440666,3.445869409396668,8.306577450942443,0,37.5367949799622,38.6679282015729,-1.29898917540456e-6,14.3701751130885,18.0975469888985,-0.0339750699368754,3.40826844371887,10.0209141369838,1.4562500462217e-4,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-07-01,1999,7,87433393,90113722,0,37692063,43281412,1963957,3603229,17948485.08,1485.78,,1.175187768765457,2580860,39.81256404270798,41.03304475730209,0,17.16298110596353,19.70807637659481,0.8942826208245704,1.6407207864281632,8.172795166682926,6.765459897384362e-4,39.2436419137459,40.279742405119,6.935827223476e-5,16.9324107704109,19.2593110279763,0.845067822441659,1.53906008835558,9.90363860431761,5.57888525705548e-4,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-08-01,1999,8,84049038,86821761,0,37052285,38712474,3173127,3991658,22387178.89,1085.1,,1.168644755199377,2580860,38.05842526841949,39.31394792039236,0,16.77772468611337,17.529478430016447,1.4368304464912989,1.8074712251922365,10.137186516707109,4.913464596556356e-4,38.9771608224978,40.1065769657514,1.35236213647986e-4,16.4554249705553,18.3683675216713,1.40869935752333,1.97576564560921,10.5878270077417,4.59717598343005e-4,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-09-01,1999,9,107577530,110106690,0,48984556,43903389,2934225,7958678,20890128.88,1005.63,,1.1650310836249782,2580860,48.56178419193548,49.70347727697727,0,22.11221467168635,19.818515092441647,1.3245442725872392,3.592642473656949,9.43005412387028,4.539534142207585e-4,47.6235072727074,48.8453061450392,1.56635922096478e-4,20.5055706538634,19.4359256716041,1.28548275885732,3.58068227629528,10.2191902772593,5.21172599346665e-4,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-10-01,1999,10,106743995,109907156,0,46185325,50172382,3492364,5191803,24886789.68,1063.93,,1.1513268509106718,2580860,47.61871144384991,49.02980394520739,0,20.60336662606105,22.38200079459842,1.557950623572684,2.3160737887907823,11.10204706630759,4.7462131866486023e-4,44.9683627177291,45.9128160220262,1.19227269527495e-4,20.603241046772,20.8850267603235,1.52040417041394,2.447480530656,11.3398773630376,4.25238665436543e-4,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-11-01,1999,11,118079215,121331708,0,57915523,50558099,3001365,5684825,23647015.55,1641.03,,1.140492308861433,2580860,52.17967520279889,53.61696480825043,0,25.59310018566967,22.341825228859722,1.326315142466424,2.512146799796655,10.449710314508229,7.251776902315032e-4,46.9593405589242,48.4679708588233,3.43956880308175e-5,21.454016544919,21.8954530338466,1.25142928290281,2.0793124259988,10.5637942467053,6.24669410478407e-4,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,1999-12-01,1999,12,112047859,114075762,0,52677561,52189622,1273331,4773886,25989089.49,0,,1.1336934078662437,2580860,49.219221156446444,50.11001734953409,0,23.13965253759287,22.92531575538041,0.5593356325921328,2.097023119465973,11.41621762949516,0,47.3899572986765,48.7434699384389,-7.15983068193779e-5,20.6960920625865,22.197082555558,0.416931875914326,1.89913049733216,11.0531919717428,-6.71352979137527e-5,,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-01-01,2000,1,108152301,110457400,0,41463051,56988081,2538688,5317053,29341325.04,1053.22,36.56544,1.1267071652454625,2813085,43.31755793887636,44.24080468040751,0,16.60693390161977,22.82507609840755,1.0168046681570848,2.129605651123191,11.7518955738501,4.21839553579016e-4,43.4410140621282,44.8695276785939,-1.99954085150521e-4,19.9526578055402,21.0326812308844,1.06450187969559,2.17224240694631,9.94229928794511,3.17904705296005e-4,100,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-02-01,2000,2,101774762,104529457,0,40149758,50767592,4688340,3961560,27832082.09,363.51,38.92995,1.1252428943636013,2813085,40.71022658968594,41.81211329943304,0,16.06003014481189,20.307197316096175,1.8753508235124947,1.5846365255920343,11.132920834996792,1.454051493396441e-4,43.2612022085692,44.6655371313532,-3.50373297627772e-4,18.0880761050773,21.7636629473634,1.8917906057592,1.74765542431067,9.88366785213162,1.9056312388229e-4,110.72111800691563,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-03-01,2000,3,101047549,103907151,0,36415293,55842736,3584148,4010788,30318964.91,595.85,39.09884,1.1227735487933368,2813085,40.330638849376605,41.471978512300595,0,14.534266739881359,22.288251820705533,1.4305243422650011,1.6008071836498827,12.101067627797011,2.3781884267574913e-4,46.380420742242,46.6977719876346,-4.63731082251334e-4,18.1682066308383,24.1041403249756,1.53437648984263,2.57716154347351,12.8463682149286,2.18040195136605e-4,106.17248857630554,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-04-01,2000,4,103842917,106447896,0,42032804,48328568,3805400,8142418,31447261.12,0,38.16993,1.1180754306999845,2813085,41.27291359838673,42.30827620470308,0,16.706159051656112,19.208443570568786,1.512476247246607,3.2362468650216067,12.498879351700669,0,41.7685440049954,42.6455902793496,-4.52227057118188e-4,16.1530867888398,20.5498291314176,1.61757686973862,2.54469090654789,11.2921627643796,3.7608382258998e-5,104.30232372094379,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-05-01,2000,5,112871700,115935601,0,40166869,62095539,4385226,4610824,30078816.96,0,43.32118,1.117964380381275,2813085,44.85699513277457,46.07463775040418,0,15.962947729429024,24.677747306809536,1.742758028257894,1.8324142342684677,11.953796620183248,0,45.0277808708118,46.4997479405524,-2.51003843686373e-4,16.7121810533753,24.0957764739445,1.83785686983543,1.69764609642551,10.414480424191,7.47448018726862e-5,108.27545011977281,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-06-01,2000,6,114076541,116938783,0,43863853,55570515,6052087,6270560,24397903.25,0,42.47671,1.1153955729521499,2813085,45.23164739390897,46.36653384615542,0,17.392132640437055,22.033854795596664,2.3996683523324953,2.4862934692449152,9.673832562601154,0,46.1228291394035,47.2339625428144,1.44696466097564e-4,16.7748225668466,22.5972047527127,2.35636007309078,2.45728817949223,11.2197179834302,1.73358134629081e-4,109.21786341530427,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-07-01,2000,7,120294018,123094275,0,45627055,56846100,5532703,9541457,23211799.8,1066.63,43.40563,1.0977191549536152,2813085,46.941008815920945,48.033722241819184,0,17.804542791142865,22.182427070070297,2.1589657126497537,3.723257603330954,9.057684805616784,4.1621926896918314e-4,47.0477460338277,47.9523532438432,9.22204090128622e-4,17.6792784728288,22.0287877369692,2.12741263892275,3.80728969337954,10.6237410733014,3.9060450315503e-4,108.04401412132255,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-08-01,2000,8,115679786,118989518,0,47427540,54990328,4532324,5843655,25880059.23,0,43.99675,1.0835263610711687,2813085,44.55681132069295,45.83163304491415,0,18.26784111776121,21.180828162657722,1.7457320098452496,2.250822224534751,9.968318199339235,0,44.9754881252494,46.1537839654031,0.00162212613936516,17.5431430510906,22.5807139960759,1.72783991237485,2.21795831453779,10.6834669926547,-2.34782357010125e-5,110.87270610373152,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-09-01,2000,9,120113406,122563838,0,51314721,53838949,4108315,8263942,26095702.48,150,41.97003,1.0810418204846541,2813085,46.15843996425717,47.1001176847149,0,19.719759412709575,20.68979623436208,1.5787863952651313,3.175754342317987,10.028330361793229,5.764357389581123e-5,44.9920196398707,46.0320886194768,0.00182248233480207,18.4532653751545,19.3773867517818,1.55476886939646,3.18155868086068,10.7386037701439,2.15954714639294e-4,111.47479288385466,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-10-01,2000,10,130610583,134676459,0,56669549,57494473,3990995,9841556,27591246.77,180,43.57452,1.0795319674391282,2813085,50.12230331979359,51.68259855354711,0,21.747152939160415,22.06372063217636,1.5315593678789383,3.776734194431507,10.588244901848537,6.907567817504379e-5,47.5033660473116,48.6416294360992,0.00133132858558626,22.1034488288416,19.8737778104699,1.50945441313242,4.0631535030654,11.0756728437464,7.30760968036907e-5,107.31587800204842,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-11-01,2000,11,131935164,134862440,0,56569935,55013621,4281864,12767092,29947077.66,232.28,44.92567,1.0760874760994266,2813085,50.469067816124976,51.58883669715289,0,21.6396584451798,21.04432271793437,1.6379384998181694,4.883786948282466,11.455635082375016,8.885390912410212e-5,45.3548243239485,46.6350641948076,2.69084744633361e-4,17.8523818392485,20.6390595881924,1.55317622678891,4.71170055205773,11.62528075561,-2.96077951598138e-5,109.7688364365974,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2000-12-01,2000,12,144044263,146776784,0,58709223,65001802,5490705,11927441,33797083.81,174.82,70.68193,1.0697784932312426,2813085,54.77810113478436,55.817242219430824,0,22.32633003258594,24.719313423119306,2.0880414639718494,4.535845828008946,12.852577648336908,6.64817011169893e-5,53.1261723732926,54.5181096022563,-0.00106102792820377,20.1591473880781,23.8122267063666,1.98666336433665,4.32819729561118,11.9480740325758,-6.58067553829816e-5,112.5371758444058,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-01-01,2001,1,128996852,131651102,0,42618846,67692882,4178743,10653073,39248578.71,0,40.87222,1.063712663977272,2900240,47.311803535432205,48.28529515625037,0,15.631191285651225,24.827523185846385,1.532625523614038,3.9071968734912796,14.395088067517083,0,46.9737279963971,48.6856333319304,-0.00241980528415906,18.4981885893788,23.3373374114504,1.58610117533131,3.82177664189648,13.1240071643993,-1.71183173620311e-4,110.47983532230042,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-02-01,2001,2,125657382,127965039,0,50268418,57939392,4571282,9941842,31979486.11,0,38.67661,1.0588408217019627,2900240,45.875915651738275,46.71841193966144,0,18.352361535865214,21.152936803227362,1.6689170513858824,3.629640358215556,11.675304578351758,0,48.3630575565072,49.5948382555303,-0.00361256960173746,19.796630015729,23.1338148056086,1.6893494578152,3.59090740769264,10.8619187384631,2.31037712116597e-6,110.47661742941858,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-03-01,2001,3,108932972,112257931,0,39447207,54377911,3619338,8441059,28042711.17,0,41.80114,1.0548344774266103,2900240,39.61956755101218,40.82887484600498,0,14.347182985471658,19.777568523031103,1.316374682047097,3.0700631875955735,10.199300258817312,0,45.7429054361497,45.9110110646943,-0.00431107378932807,17.8186956681668,21.5789042444468,1.39358225987508,4.03660083853996,10.7267680537054,-8.84923491651642e-5,113.0637912066511,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-04-01,2001,4,145775970,148569141,0,61881370,60122632,4563229,15695508,32982689.7,0,40.44999,1.048753217409534,2900240,52.71391938546317,53.72395547662287,0,22.37686739208128,21.740891701765857,1.6501051966480327,5.675638745026991,11.926841206829536,0,52.8968376871236,53.6865316102339,-0.00394518922734241,21.6657355525987,23.4560591438339,1.71396574493034,4.77683180859496,11.1843446783162,2.91527744142513e-7,110.38132857769956,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-05-01,2001,5,144998188,148583799,0,52957354,67965065,4527007,15836156,37084190.54,0,43.15229,1.0444712514353984,2900240,52.21858841896711,53.509884176673545,0,19.071674690745386,24.47644212011358,1.6303232375757897,5.703117561045359,13.355229533342953,0,53.0287938982873,54.4069254007795,-0.00224654968959567,19.9145976298397,23.8102065183735,1.68255334696264,5.69012455917307,11.5353305636173,7.72790126300612e-5,107.49076820619547,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-06-01,2001,6,137109138,140007304,0,56558633,61757267,4922978,10681677,32176105.48,199.56,41.97003,1.0390657904605851,2900240,49.12193985854255,50.16026259930746,0,20.263199150937552,22.12570802831504,1.7637499058664352,3.826912653935416,11.527697871389735,7.149614140357846e-5,49.9731802968037,51.0522215652262,7.44563190182013e-4,19.8520098492491,22.7358412504477,1.72184313066669,3.80620925054811,12.6979514003089,2.9031424329975e-4,107.5851730115707,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-07-01,2001,7,144390616,149050687,0,52858735,65520159,4561749,13696282,29269774.54,455.92,42.56116,1.0254287471246044,2900240,51.051736567121985,52.69938323327433,0,18.6890969042705,23.165756818323615,1.6128832654424865,4.842551406616442,10.348822247528426,1.6119820235189144e-4,51.7874670734477,53.2590668794618,0.00577836635312672,18.6614720196378,23.2461888106535,1.60275717636143,5.01272435554047,12.1879264948942,2.68787282616805e-4,105.5527948242742,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-08-01,2001,8,150068880,153379640,0,56840445,66973081,4950835,17491689,30816091.64,453.46,43.82786,1.0183029227002607,2900240,52.69066667253561,53.85310722378624,0,19.95724190793983,23.51491053310805,1.7382870901396936,6.141504851896395,10.819834283787229,1.5921428686165978e-4,52.7757790932995,53.8731326251876,0.0103696514907748,18.942243060489,25.442240039944,1.73495078518755,5.94317057101547,11.5249549412722,1.30805048063429e-4,110.64317312013502,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-09-01,2001,9,142174650,144803645,0,49726534,68653902,5082040,15339882,33331316.58,0,40.95667,1.0154607785646623,2900240,49.7795978198902,50.70008761023259,0,17.410747017819958,24.037784726926745,1.7793742225115015,5.370951548427043,11.670290970716918,0,48.1943035763877,49.1990387138317,0.0119539725202797,16.5805497657194,21.5237456684102,1.76246856910968,5.46618852742081,12.3299118580294,2.3625693975399e-4,109.10306346364979,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-10-01,2001,10,140313341,145227641,0,42576978,69619824,4308111,19463823,31854112.39,807,44.92567,1.0071019549948552,2900240,48.723498756295946,50.42997861224968,0,14.784761875421667,24.175330612914014,1.4959820602553033,6.758769686292799,11.061270399206562,2.8022897335422175e-4,46.0332645343808,47.2721477228251,0.00970178860603827,15.390004483724,21.2777644385597,1.49736612915768,7.31070421887646,11.8604537983713,3.53645579608177e-4,110.39931994364672,FALSE,TRUE,FALSE,,pre,TRUE,2001-11-06,2001-11-06
AM,2001-11-01,2001,11,146439228,149461138,0,54053642,66911120,4647126,17333066,33107491.81,0,44.50344,1,2900240,50.49210686012192,51.53405856067084,0,18.637644470802417,23.070890684908836,1.602324635202604,5.976424709679199,11.415431760819795,0,45.3932313380125,46.8331592656524,0.00401545110890151,15.2555223977641,22.6817625738274,1.5153139234046,6.04589777002643,11.6422152505713,-1.42693254839401e-4,108.76574695980212,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AM,2001-12-01,2001,12,141078655,143774907,0,48912941,67421194,4437536,16143462,40153088.57,0,69.83746,0.9935398449783466,2900240,48.3295399754688,49.25319932576483,0,16.756184253225598,23.09658601874846,1.5201737889022398,5.530291538939477,13.755307627382429,0,46.6935629086842,47.8019682650368,-0.0034003952249053,14.916473151705,21.8983566367948,1.46601250036362,5.25473913457256,12.7244983636546,-2.20868630221381e-4,110.35140005365116,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AM,2002-01-01,2002,1,157516868,160676799,0,28683213,110380019,3255557,12714008,43464070.36,640.07,42.47671,0.9883978749560942,2961801,52.565765762432925,53.620282620725526,0,9.572022825339385,36.83548496918372,1.086428703548428,4.242857129623085,14.504618906120351,2.1360105821530457e-4,51.8703846603753,53.9072054965638,-0.020343342295524,11.8886101994693,35.5724315281828,1.13138224560173,4.02248431563979,13.2796255533193,-2.22545076096874e-5,114.3007217063687,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
AM,2002-02-01,2002,2,147460645,150336686,0,49607933,71577059,3726049,16852637,50781354.34,75,40.2811,0.9848521305451046,2961801,49.033318038519575,49.98965342580085,0,16.49553042455884,23.800660157216047,1.238978343300396,5.603805068184276,16.885714135998636,2.4938849636043355e-5,51.6514934993059,53.0038376637412,-0.0156091028951219,17.289185255339,26.3892662806789,1.26074098406182,5.38505854089486,15.967315420341,-3.03406492551809e-5,115.16315939785844,FALSE,TRUE,FALSE,,post,FALSE,2001-11-06,2001-11-06
