outcome,short,channel,transform,gap_post,effect_label,mag_sd,persistence,pre_trend_p,pre_fit_corr,pre_fit_r2,poor_fit,inspace_rank,inspace_n_units,inspace_p,loo_rank,loo_p,loo_frac,tier,considerable
retail_ma6_log,Varejo MA6 (log),consumption,log,-0.008970546092657483,-3.5%,0.11605947426427506,0.5789473684210527,0.1366868570713074,0.9989433411336872,0.9978158480772177,FALSE,15/24,24,0.625,24/24,0.042,1,weak,FALSE
icms_conf6m_pc_log,ICMS CONFAZ 6m pc (log),fiscal,log,-0.14966921244400003,-9.1%,1.5711840754860558,1,0.7110730580359881,0.993701827586649,0.987230993291074,FALSE,1/24,24,0.04166666666666666,24/24,0.042,1,strong,TRUE
