pre_rmspe,post_rmspe,mean_abs_gap_post,pseudo_treated_state,outcome,short_label,channel_slug,post_pre_ratio
0.11791934321137239,49.98684090555463,38.240579663339375,AC,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,423.90704988877343
0.02923139415700856,7.170999178391344,6.169309487227084,AC,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,245.31841142691496
0.016427125552009373,14.809382459513339,14.350340023329442,AC,retail_volume_index_ma6_v5,"Retail, MA6",consumption,901.5200141148157
0.0015497189918994348,16.292123806907405,15.998297459305839,AC,services_volume_index_ma6_v5,"Services, MA6",consumption,10512.953569045918
0.02710659793686382,89.56887907647555,73.387810422276,AC,state_tax_revenue_real_pc,Own tax revenue (raw),public_sector,3304.320198539769
0.2239084902540231,79.73147042643728,55.99597857594426,AC,icms_revenue_real_pc,ICMS (raw),public_sector,356.089536113536
0.006915150460109548,71.06591439252932,54.209032056567295,AC,public_investment_liquidated_real_pc,Public investment (raw),public_sector,10276.8428253987
0.032880151452841636,399.4956290485004,360.4932046345997,AC,liquidated_expenditure_total_real_pc,Total expenditure (raw),public_sector,12150.054406576475
0.12603320989705663,81.28421584634067,59.33167418366912,AL,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,644.9428361995482
0.013203397015783424,3.8726041960308164,3.134400960135963,AL,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,293.30362416592345
0.00808845607423457,8.458440678285216,8.2817952798119,AL,retail_volume_index_ma6_v5,"Retail, MA6",consumption,1045.7423024437526
0.009475930063511181,6.520844355570515,5.756478227208169,AL,services_volume_index_ma6_v5,"Services, MA6",consumption,688.1482146729037
0.029748342178847625,44.37639182473542,39.059046079550406,AL,state_tax_revenue_real_pc,Own tax revenue (raw),public_sector,1491.7265492626
0.03957461775573004,56.25007710792124,44.45509685176804,AL,icms_revenue_real_pc,ICMS (raw),public_sector,1421.3675405563897
0.0019753339430159385,35.83327295865068,29.075315354106746,AL,public_investment_liquidated_real_pc,Public investment (raw),public_sector,18140.362081735133
0.008759586942743229,100.93642847094542,85.06553968575177,AL,liquidated_expenditure_total_real_pc,Total expenditure (raw),public_sector,11522.966679903206
0.13116214195791448,28.44697222106767,25.009250230285435,AP,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,216.8840169612002
0.054150429401991114,27.73465575335207,15.56696055068531,AP,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,512.1779468720569
0.02435760486414131,17.886471427557492,17.154553798028783,AP,retail_volume_index_ma6_v5,"Retail, MA6",consumption,734.3280066871243
0.043451348617418235,16.739226733889694,16.646817678625233,AP,services_volume_index_ma6_v5,"Services, MA6",consumption,385.2406718437154
0.025623998846597808,63.70451814705368,52.00552459417916,AP,state_tax_revenue_real_pc,Own tax revenue (raw),public_sector,2486.127107967458
0.05243234083176926,84.97154732390955,68.79472881496034,AP,icms_revenue_real_pc,ICMS (raw),public_sector,1620.5941977022028
0.013465796755459766,53.20013741482333,37.868976509664755,AP,public_investment_liquidated_real_pc,Public investment (raw),public_sector,3950.7604622989056
0.1306033977903746,410.59056668174304,286.57261277016215,AP,liquidated_expenditure_total_real_pc,Total expenditure (raw),public_sector,3143.7969733433943
0.034632169929634325,17.998152685539832,12.846842221503982,BA,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,519.6946284945037
0.16282468724109125,6.026494463199162,4.101438768135196,BA,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,37.01216667639504
0.017581668507804765,4.983724163751721,4.786237536911489,BA,retail_volume_index_ma6_v5,"Retail, MA6",consumption,283.46138829425496
