state_abbrev,va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,1.3558702738945365,117.06130532702984,2.503695706464359,1.9508232153907719,178.69166866695107,7.981595001857097e-6,TRUE,FALSE,
AL,10.863631855308494,25.977487411713813,4.638143533881077,5.129340971643269,47.16470414700877,4.5985639906148295e-7,TRUE,FALSE,
AM,41.46815700847484,67.5051586473409,3.533587983811912,15.789920256025171,29.782192543884957,9.425819972546362e-4,TRUE,FALSE,
AP,5.164398545088645,27.372792360051744,1.4864734834330833,19.17115503980271,200.39548804479364,0.03203757994219622,TRUE,FALSE,
BA,18.209065635512232,26.446502412977427,6.6592536474411546,17.31957203225452,23.157650058930834,1.767009939067213e-6,TRUE,FALSE,
CE,13.868847069623483,26.045610581243768,6.471347248692364,11.551542557739277,31.082240838870923,1.2283759922022142e-4,TRUE,FALSE,
DF,29.31855965591429,81.67047787850238,12.414883020157076,35.385384831016836,9.945596339536989,0,TRUE,FALSE,
ES,57.21455798735831,71.97537981123554,15.002858981459845,24.728628129948497,15.22516508203914,3.850832324705957e-6,TRUE,FALSE,
GO,24.53175730874761,42.40041642928827,9.891374758926855,25.509963280649966,17.28962863164812,1.6575339371550295e-5,TRUE,FALSE,
MA,5.4971116370761,13.789850060819507,2.8892690713186124,9.110883387146016,40.155131930411436,6.697426059278348e-5,TRUE,FALSE,
MG,35.595998857663744,34.91995094985924,12.91153149843822,22.487014004405285,7.97830918733384,3.089673040583776e-5,TRUE,FALSE,
MS,7.427479238704255,68.51540510504472,8.664622371074756,47.507285083124366,19.916551367739185,5.3807402110466735e-6,TRUE,FALSE,
MT,13.997677765623518,66.34650444016961,12.962752266324438,29.76985042538985,28.05007356202594,0.016373038204177844,TRUE,FALSE,
PA,11.047803013339918,24.901438360672675,5.10958865447093,12.526297208350284,29.781367677633472,0.008522324078182864,TRUE,FALSE,
PB,10.550158757194795,29.83890419313889,5.252104867035668,8.817191692031855,45.033574956303084,7.814677243252914e-6,TRUE,FALSE,
PE,11.43129879236906,40.59997158974394,7.0403574902071675,12.306294750456612,27.943568538464174,7.712761451628709e-8,TRUE,FALSE,
PI,6.513951301372321,20.48870652540305,4.560726463681741,11.311291350483879,49.14860110780445,4.2458160201156166e-5,TRUE,FALSE,
PR,21.87659309449807,43.74112922673705,15.347148947770767,25.423444599165855,9.65955545922381,5.321778201498285e-5,TRUE,FALSE,
RJ,30.496047915215904,56.85997215920672,17.19303595506705,16.401456750443426,3.4046835826297124,2.968963615684357e-4,FALSE,TRUE,treated_unit
RN,17.055399429182856,38.86336750898883,5.860412025954447,1.9065342532603928,47.44184708585707,3.4296810279465977e-6,TRUE,FALSE,
RO,5.983689595358698,65.3979887429246,4.068458127636695,23.576238010725937,64.34049017299692,0.012706523480037544,TRUE,FALSE,
RR,10.318704478987412,36.17619580026468,4.505923659543155,14.676598163631532,220.36968509932038,0.0044481928914642975,TRUE,FALSE,
RS,44.233609983609675,47.465708873779015,13.80073977874339,27.190675485671534,7.586819753596907,4.177409000626977e-6,TRUE,FALSE,
SC,35.65235566680967,57.2755133916725,15.210843604696336,27.861995548575266,7.451302351411153,4.6209089764008595e-5,TRUE,FALSE,
SE,13.684776855509387,33.55306052925796,6.435811646971148,9.210320625578673,72.70506084174062,8.456872709882591e-8,TRUE,FALSE,
SP,72.86671479173339,68.77830742473454,14.214431360998539,24.974737268988665,0.8571599782395031,1.313477806877245e-4,TRUE,FALSE,
TO,10.07541609709957,27.40261297129431,6.921735511465474,20.65714081480726,115.34965868775626,1.367530888182151e-4,TRUE,FALSE,
