state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2011-04-01,2011,4,100,100,-7.98329662589159,-37.6722871015345,77.87434181354803,79.6097594116864,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-05-01,2011,5,100.1113395938377,100.90845902933609,-32.7552574506526,-23.8924011677771,72.29463828554528,78.8900672627564,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-06-01,2011,6,96.84678691332772,99.05353827060195,79.0305821444129,32.4514428160576,73.01716566505392,78.3027923206347,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-07-01,2011,7,100.50627787981347,102.7867371766547,13.63945301334,-14.568868743647,76.08721887997002,80.5070726862678,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-08-01,2011,8,102.15668212522283,102.04558056957927,-22.6609046683635,-7.18615502674365,73.93279799760386,81.5361432491314,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-09-01,2011,9,102.54812465640998,103.74565349714868,3.64046860368839,-13.9278576695219,78.76899312613617,80.6059082288449,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-10-01,2011,10,94.4943120132889,100.43943626224461,3.17103582761082,-30.9001182519168,71.5214986258082,69.7410582389141,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-11-01,2011,11,101.57218646637817,101.89797739477916,10.5169244665163,-3.65086340315565,70.59597460363383,73.2867340925728,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2011-12-01,2011,12,115.16034153796544,106.58040297982481,13.4434405680494,-3.65179773959306,76.25202558670618,79.5297267496085,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
AC,2012-01-01,2012,1,108.84406570384614,98.58876914925038,7.58147382376913,8.45148499138871,63.492875173413,79.7991333053829,FALSE,TRUE,FALSE,pre,TRUE,2013-07-17,2014-04-03,
