event_id,state_abbrev,state_name,governor_name,governor_gender,party,term_start_date,legal_term_end_date,removal_date,return_date,event_type,event_subtype,removal_mechanism,initiating_institution,succession_type,vice_assumed,presidential_intervention,intervention_start_date,intervention_end_date,judicialization_level,electoral_justice_case,case_notes,sample_class,sample_note,include_main_sample,include_extended_sample,source_primary,source_secondary,instability_start_date,instability_start_type,instability_process_type,instability_initiating_actor,instability_start_source_id,instability_start_confidence,instability_duration_days,instability_coding_notes,regime,monthly_window_start,monthly_window_end,bim_window_start,bim_window_end,removal_month,monthly_pre_target,monthly_pre_floor,monthly_post,bim_pre_target,bim_pre_floor,bim_post,donor_exclusion_window_start,donor_exclusion_window_end,qualifying_monthly_outcomes,qualifying_bimonthly_outcomes,covariate_set,treatment_frame,sa_method,deflation,per_capita
RJ_2014_01,RJ,Rio de Janeiro,Sergio Cabral,M,PMDB,2011-01-01,2014-12-31,2014-04-03,,resignation_under_crisis,renunciation_amid_corruption_and_mass_protest_pressure,formal_resignation_before_election,Governor_and_ALERJ,vice_assumed_then_became_governor,yes,no,,,political_crisis_no_judicial_finale,no,Renunciou formalmente em 3 de abril de 2014 e Pezao assumiu em 4 de abril; a saida ocorreu apos longa onda de protestos e pressao politica sem cassacao ou afastamento judicial,borderline,Included as an extreme borderline resignation under sustained public pressure,0,1,Agencia Brasil,Folha de S.Paulo,2013-07-17,mass_protest_public,resignation_under_political_pressure,mass_mobilization,SRC_RJ_2014_01_A,medium,260,Public anti-Cabral protests with explicit calls for impeachment are used as observable instability onset; no formal removal process matured before resignation.,confaz,2011-04-01,2016-03-01,2010-04-01,2016-02-01,2014-04-01,36,20,24,24,21,12,2011-04-01,2016-04-01,"retail,services,formal_hiring,construction,icms_confaz,tax_confaz",,"va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc",accountability: single cut at removal_date,monthly X-13 (freq 12); bimonthly STL (freq 6),IPCA real R$ of 201404 (CONFAZ); SICONFI panel real columns,"resident population (annual, year clamped)"
