pseudo_treated_state,outcome,short_label,channel_slug,period_date,analysis_period,augmented_gap
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1998-11-01,pre,1.8618506872720815
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1998-12-01,pre,2.8875377760756784
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-01-01,pre,-1.962859169808759
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-02-01,pre,-0.868217582724629
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-03-01,pre,-1.950007793893933
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-04-01,pre,0.1784762681679961
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-05-01,pre,0.39982269653748936
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-06-01,pre,0.6121331212415111
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-07-01,pre,0.6593161577662965
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-08-01,pre,-0.19414477410355602
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-09-01,pre,1.113705147918866
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-10-01,pre,-1.0123767739005327
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-11-01,pre,-1.048445187344191
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,1999-12-01,pre,0.5426959179054656
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-01-01,pre,1.90297193991886
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-02-01,pre,2.5915683586405294
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-03-01,pre,-1.7500417371575736
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-04-01,pre,5.524996370222253
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-05-01,pre,-1.9165686924614533
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-06-01,pre,-0.16156706784032693
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-07-01,pre,-5.278758535600597
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-08-01,pre,1.5614657093446205
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-09-01,pre,-1.6644451166377578
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-10-01,pre,4.664333500456394
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-11-01,pre,-2.4159169514283185
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2000-12-01,pre,1.3555208497923452
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-01-01,pre,-0.04197663966563425
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-02-01,pre,3.839279598827275
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-03-01,pre,1.7000027267507214
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-04-01,pre,1.515534404339057
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-05-01,pre,-2.9883792182316142
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-06-01,pre,1.9502027878659547
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-07-01,pre,2.040231669756313
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-08-01,pre,-1.3927322776076885
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-09-01,pre,-0.20897882068410922
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-10-01,pre,0.6039708134314203
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-11-01,post,5.754829010124604
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2001-12-01,post,1.2257973186745694
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-01-01,post,2.1250913639143363
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-02-01,post,1.8853268363773559
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-03-01,post,3.1565173905047246
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-04-01,post,1.6561605108548996
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-05-01,post,5.694348835935607
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-06-01,post,4.559819874608603
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-07-01,post,14.429062718272512
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-08-01,post,1.8580820111527707
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-09-01,post,4.372036332781313
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-10-01,post,3.420871000935456
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-11-01,post,10.649700690839172
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2002-12-01,post,6.680283100499903
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2003-01-01,post,8.965114253444995
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2003-02-01,post,7.473064716653923
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2003-03-01,post,6.683286703688452
AC,va_icms_total_real_pc_sa,ICMS total VA,tax_base,2003-04-01,post,3.843352672983194
