state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,event_time,icms_nominal,population,retail_ma6,retail_ma6_log,icms_pc,icms_sum6m_pc,icms_conf6m_pc_log
AC,2001-11-01,2001,11,25.3008490565979,,,,3.424462809956948,3.66156503898666,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-36,13353874,574355,,,23.25020936528802,,
AC,2001-12-01,2001,12,23.6768432230078,,,,3.292631315769688,3.65329239363332,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-35,11780624,574355,,,20.511049786282005,,
AC,2002-01-01,2002,1,23.7627997388949,,,,3.276705852289895,3.81119168924192,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-34,11910232,586942,,,20.292008409689544,,
AC,2002-02-01,2002,2,24.3597456278748,,,,3.203242895950295,3.73288032752508,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-33,11106480,586942,,,18.922619270728624,,
AC,2002-03-01,2002,3,24.9263483257614,,,,3.2262482963416073,3.69630345910269,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-32,11433129,586942,,,19.47914615072699,,
AC,2002-04-01,2002,4,23.4641941312157,,,,3.2687802552736525,3.71445587200968,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-31,12025351,586942,24.24846335055875,3.188353248388452,20.488141928844758,122.94317491155994,4.811722256032017
AC,2002-05-01,2002,5,24.6111716561172,,,,3.4892576034956075,3.80894989639258,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-30,15023114,586942,24.1335171171453,3.183601626045889,25.595568216280313,125.28853376255223,4.83061934743978
AC,2002-06-01,2002,6,23.4762202897134,,,,3.299415674783018,3.74582427367538,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-29,12477622,586942,24.100079961596233,3.1822151583996625,21.258696770720107,126.03618074699034,4.836569014517794
AC,2002-07-01,2002,7,24.6005200675433,,,,3.38898988780686,3.86848599508056,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-28,13809311,586942,24.239700016370968,3.187991785562282,23.527556385469094,129.2717287227699,4.861916613168224
AC,2002-08-01,2002,8,24.9512641137224,,,,3.4881521217717317,3.89382068479551,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-27,15347958,586942,24.3382864306789,3.192050683712103,26.149019835009252,136.49812928705052,4.916310909674329
AC,2002-09-01,2002,9,24.1497303066263,,,,3.4080867848852083,3.85042878248221,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-26,14269001,586942,24.208850094156382,3.1867182726784633,24.31075131784742,141.32973445417093,4.951095702471982
AC,2002-10-01,2002,10,21.9396050326965,,,,3.4474969949940535,3.85121861266532,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-25,15037044,586942,23.95475191106985,3.1761667138243435,25.619301396049355,146.46089392137554,4.98675845713318
AC,2002-11-01,2002,11,20.8409143246004,,,,3.665506569024256,3.93475996703099,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-24,19264836,586942,23.32637568915038,3.149584724164639,32.822384494549716,153.68771019964495,5.0349226876836175
AC,2002-12-01,2002,12,20.4137822093847,,,,3.5752580027484737,3.82735429815733,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-23,17971969,586942,22.815969342428932,3.1274607005436112,30.619667701408318,163.04868113033316,5.0940488134588735
AC,2003-01-01,2003,1,22.8375567016758,,,,3.4523117743857066,3.91915515831435,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-22,16628446,600595,22.52214211478435,3.114498919297744,27.68662076773866,167.2077455126027,5.1192370244137795
AC,2003-02-01,2003,2,20.6419915360934,,,,3.511265971071675,2.66544708880707,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-21,17915197,600595,21.80393001851285,3.082090229625835,29.82908116118183,170.8878068387753,5.141007240816591
AC,2003-03-01,2003,3,20.4552318573525,,,,3.398316534249407,3.7387217431877,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-20,16198626,600595,21.188180276967216,3.0534434920927147,26.97096379423738,173.54801931516525,5.156454329480729
AC,2003-04-01,2003,4,21.491590618062,,,,3.347815250900088,3.77981579927761,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-19,15550265,600595,21.113511207861468,3.0499131771556236,25.891432662609578,173.82015058172547,5.158021147317335
AC,2003-05-01,2003,5,20.3514065395531,,,,3.575073088153508,3.87027669922611,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-18,19637044,600595,21.03192657702025,3.046041596408756,32.69598315004288,173.69374923721864,5.157293686630744
AC,2003-06-01,2003,6,19.7565645884848,,,,3.292258821346701,3.74968729273686,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-17,14777435,600595,20.922390306870266,3.0408198920802376,24.604658713442504,167.67874024925283,5.122049888277958
AC,2003-07-01,2003,7,21.3097422607321,,,,3.3895993072900845,3.83782899433741,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-16,16320788,600595,20.667754566712983,3.0285747353163504,27.17436542095755,167.16648490247172,5.1189902314100895
AC,2003-08-01,2003,8,21.1784236223247,,,,3.455013615798439,3.80577069921505,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-15,17483331,600595,20.7571599144182,3.0328912432750763,29.110017565913804,166.44742130720368,5.114679471604263
AC,2003-09-01,2003,9,21.1952363330942,,,,3.4548438598446056,3.84407886160207,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-14,17616722,600595,20.880493993708484,3.038815421437089,29.332115651978455,168.80857316494476,5.128765369763998
AC,2003-10-01,2003,10,23.3190440327219,,,,3.4484349897760276,3.81317355869014,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-13,17554928,600595,21.185069562818466,3.053296667661447,29.22922768254814,172.14636818488333,5.148345092756203
AC,2003-11-01,2003,11,27.3361052872915,,,,3.477502959086279,3.74972853169881,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-12,18134187,600595,22.349186020774866,3.1067899007442348,30.193702911279647,169.6440879461201,5.133702642088503
AC,2003-12-01,2003,12,25.071264810526,,,,3.6016774214436658,3.84191564045972,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-11,20638503,600595,23.234969391115065,3.1456584451749836,34.36342793396548,179.4028571666431,5.189633875733343
AC,2004-01-01,2004,1,25.686806398273198,,,,3.4224757810795823,3.8803062021883,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-10,18244172,630328,23.96448008070525,3.17657273743385,28.943933951847292,181.17242569753282,5.199449205966746
AC,2004-02-01,2004,2,24.7712031438653,,,,3.491469781718868,3.87128745223818,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-9,19666560,630328,24.563276667628685,3.2012525091857063,31.200517825639984,183.262925957259,5.2109218755629385
AC,2004-03-01,2004,3,24.252937001483,,,,3.453917146540921,3.84476595314103,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-8,19030728,630328,25.072893445693484,3.2217873201771146,30.1917858638677,184.12259616914824,5.215601819268642
AC,2004-04-01,2004,4,24.6182151796227,,,,3.605580516212791,3.84366227577363,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-7,22229288,630328,25.28942197017695,3.230386204358074,35.26622329961544,190.15959178621554,5.247863676363767
AC,2004-05-01,2004,5,25.3936107257789,,,,3.725939483955189,4.00594376373401,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-6,25200280,630328,24.965672876591515,3.2175017963869297,39.979629653132974,199.94551852806887,5.298044922078756
AC,2004-06-01,2004,6,26.4669915294954,,,,3.4972271637505923,3.90344357822192,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-5,20190572,630328,25.19829399641975,3.226776293670955,32.0318500844005,197.6139406785039,5.286315332817662
AC,2004-07-01,2004,7,26.5884451212236,,,,3.412994443722562,3.81143607773606,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-4,18728383,630328,25.348567116911482,3.232722204451939,29.712122894746862,198.38212962140346,5.290195118321239
AC,2004-08-01,2004,8,26.0344427698858,,,,3.5246199279377275,3.83378494344536,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-3,21084550,630328,25.559107054581567,3.2409936936323214,33.450124379688035,200.63173617545152,5.301471069273027
AC,2004-09-01,2004,9,26.2524636305348,,,,3.597219409223692,3.92126000931367,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-2,22747074,630328,25.892361492756866,3.2539480021475535,36.08767816121131,206.52762847279513,5.3304341975085805
AC,2004-10-01,2004,10,27.4001234008426,,,,3.5630766436661605,3.8147527826242,FALSE,TRUE,FALSE,pre,TRUE,2004-08-04,2004-11-10,,-1,22080281,630328,26.35601286296018,3.271696441098206,35.02982732799431,206.291232501174,5.329288920391625
AC,2004-11-01,2004,11,25.1340862500744,,,,3.52768491429403,3.82497070404906,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,0,21459554,630328,26.3127587836761,3.2700539464033045,34.04505908035182,200.35666192839284,5.30009908798126
AC,2004-12-01,2004,12,27.0052117270539,,,,3.732015623137136,3.94429270992049,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,1,26550853,630328,26.40246214993585,3.273457269058669,42.12228078079984,210.44709262479216,5.349234280080962
AC,2005-01-01,2005,1,27.7927261912548,,,,3.488816165855774,3.89828237965539,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,2,22248785,669736,26.603175661607715,3.281030594436465,33.22023155392573,213.95520128397104,5.36576665331269
AC,2005-02-01,2005,2,30.5973499588906,,,,3.642217624181253,3.9547318544135,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,3,26090553,669736,27.363660193108515,3.3092158627946233,38.95647389419114,219.46155079847415,5.39117704996653
AC,2005-03-01,2005,3,32.0079263280845,,,,3.67852713221153,4.0227432503562,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,4,27220277,669736,28.322903976033466,3.3436708050951016,40.64329377545779,224.01716641272063,5.411722684689743
AC,2005-04-01,2005,4,33.4850923847867,,,,3.7716154647438302,3.97953433107802,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,5,30135719,669736,29.337065473357484,3.378851749763064,44.99641500531553,233.98375409004186,5.455251685981905
AC,2005-05-01,2005,5,31.5199811938849,,,,3.464712169683356,3.84021046277744,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,6,22280151,669736,30.401381297325898,3.4144880447919643,33.267064933048246,233.20575994273827,5.451921153754233
AC,2005-06-01,2005,6,33.6762089589256,,,,3.455355389566146,3.88902261211771,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,7,22068194,669736,31.513214169304515,3.4504069553053753,32.950586499755126,224.03406566169355,5.41179811913907
AC,2005-07-01,2005,7,30.8389221877541,,,,3.5874292288456022,3.9633795569913,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,8,25247053,669736,32.0209135020544,3.4663892362701283,37.697022408829746,228.51085651659758,5.431583721313243
AC,2005-08-01,2005,8,31.1176745183117,,,,3.648159627469708,3.94841037196251,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,9,26873466,669736,32.10763426195791,3.469093829334824,40.1254613758257,229.67984399823214,5.436686356599029
AC,2005-09-01,2005,9,31.0778439308352,,,,3.589708483744589,3.9209673252741,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,10,25436446,669736,31.95262052908303,3.4642541971497227,37.97980995496733,227.01636017774166,5.425022086151978
AC,2005-10-01,2005,10,31.9037846383136,,,,3.61737035449253,3.93034148612006,FALSE,TRUE,FALSE,post,FALSE,2004-08-04,2004-11-10,,11,26345976,669736,31.689069238004183,3.455971802429093,39.33785252696585,221.357797699392,5.399780386474499
