state_abbrev,state_name,macroregion,uf,period_date,year,month,formal_hiring_balance,formal_hiring_balance_construction,retail_volume_index,services_volume_index,quarter,pnadc_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,event_time,analysis_period,pre_instability_clean,formal_hiring_balance_per_100k_wap,formal_hiring_balance_construction_per_100k_wap,instability_start_date,removal_date,formal_hiring_balance_per_100k_wap_ma6_v5,formal_hiring_balance_construction_per_100k_wap_ma6_v5,retail_volume_index_ma6_v5,services_volume_index_ma6_v5,plot_time_ma6_v5
AC,Acre,North,12,2015-05-01,2015,5,193,-87,97.54335602710246,96.21248770905423,2,567000,FALSE,TRUE,FALSE,,-8,pre,TRUE,34.038800705467374,-15.343915343915343,2016-01-25,2017-05-04,-56.981002294357694,-41.823064087969776,100.3371872024091,94.78825075295865,-8
AC,Acre,North,12,2015-06-01,2015,6,95,73,88.2225411828351,88.59573277164851,2,567000,FALSE,TRUE,FALSE,,-7,pre,TRUE,16.75485008818342,12.874779541446209,2016-01-25,2017-05-04,-34.01773811593843,-21.979976567222263,92.78660940428047,91.9242680015056,-7
AC,Acre,North,12,2015-07-01,2015,7,-83,-16,91.6907524076145,92.1499344385832,3,572000,FALSE,TRUE,FALSE,,-6,pre,TRUE,-14.51048951048951,-2.797202797202797,2016-01-25,2017-05-04,-22.762444114165554,-12.293594873798316,91.89547273868929,92.40992553510902,-6
AC,Acre,North,12,2015-08-01,2015,8,1179,-57,91.40173480554955,96.27891850825293,3,572000,FALSE,TRUE,FALSE,,-5,pre,TRUE,206.11888111888112,-9.965034965034965,2016-01-25,2017-05-04,28.52145391269022,-8.848800231820576,92.61801674385167,93.77335563943963,-5
AC,Acre,North,12,2015-09-01,2015,9,-122,-63,85.40462802968365,94.21789152387095,3,572000,FALSE,TRUE,FALSE,,-4,pre,TRUE,-21.32867132867133,-11.013986013986013,2016-01-25,2017-05-04,39.638036860259085,-5.256060811616367,90.83574341266933,93.79325021482896,-4
AC,Acre,North,12,2015-10-01,2015,10,-733,-86,88.94509083265201,93.87447299411225,4,575000,FALSE,TRUE,FALSE,,-3,pre,TRUE,-127.47826086956522,-14.956521739130435,2016-01-25,2017-05-04,15.599185033967643,-6.866980219637224,90.53468388090621,93.55490632425368,-3
AC,Acre,North,12,2015-11-01,2015,11,-754,-279,87.78902042439222,91.44944516347591,4,575000,FALSE,TRUE,FALSE,,-2,pre,TRUE,-131.1304347826087,-48.52173913043478,2016-01-25,2017-05-04,-11.9290208807117,-12.396617517390464,88.9089612804545,92.76106589999063,-2
AC,Acre,North,12,2015-12-01,2015,12,-973,-549,118.06358319509575,97.06736931622532,4,575000,FALSE,TRUE,FALSE,,-1,pre,TRUE,-169.2173913043478,-95.47826086956522,2016-01-25,2017-05-04,-42.924394446133576,-30.45545758589237,93.88246828249794,94.17300532408676,-1
AC,Acre,North,12,2016-01-01,2016,1,-286,-228,86.41618399225644,83.55887220552832,1,574000,FALSE,TRUE,FALSE,,0,crisis,FALSE,-49.825783972125436,-39.721254355400696,2016-01-25,2017-05-04,,,,,0
AC,Acre,North,12,2016-02-01,2016,2,-531,-11,79.55202441019568,82.89346604629091,1,574000,FALSE,TRUE,FALSE,,1,crisis,FALSE,-92.50871080139373,-1.916376306620209,2016-01-25,2017-05-04,,,,,1
AC,Acre,North,12,2016-03-01,2016,3,-638,-85,84.03179159754787,90.7953534546969,1,574000,FALSE,TRUE,FALSE,,2,crisis,FALSE,-111.14982578397212,-14.80836236933798,2016-01-25,2017-05-04,,,,,2
AC,Acre,North,12,2016-04-01,2016,4,-463,12,82.87572118928807,91.04754090818598,2,582000,FALSE,TRUE,FALSE,,3,crisis,FALSE,-79.55326460481099,2.0618556701030926,2016-01-25,2017-05-04,,,,,3
AC,Acre,North,12,2016-05-01,2016,5,147,15,85.1156104276187,89.897535171926,2,582000,FALSE,TRUE,FALSE,,4,crisis,FALSE,25.257731958762886,2.577319587628866,2016-01-25,2017-05-04,,,,,4
AC,Acre,North,12,2016-06-01,2016,6,191,258,80.70809481845549,99.49268832757198,2,582000,FALSE,TRUE,FALSE,,5,crisis,FALSE,32.81786941580756,44.329896907216494,2016-01-25,2017-05-04,-45.82699729795531,-1.246153477735072,83.11657107256038,89.61424268570002,5
AC,Acre,North,12,2016-07-01,2016,7,765,102,85.9104003663155,88.79451768286377,3,588000,FALSE,TRUE,FALSE,,6,crisis,FALSE,130.10204081632654,17.346938775510203,2016-01-25,2017-05-04,-15.839026499879978,8.26521204408341,83.03227380157023,90.48685026525592,6
AC,Acre,North,12,2016-08-01,2016,8,-29,-143,80.92486084233147,93.71389931154066,3,588000,FALSE,TRUE,FALSE,,7,crisis,FALSE,-4.931972789115647,-24.31972789115646,2016-01-25,2017-05-04,-1.2429034978336297,4.531320113327369,83.26107987359285,92.29025580946421,7
AC,Acre,North,12,2016-09-01,2016,9,-65,22,76.30057920929227,88.502188888594,3,588000,FALSE,TRUE,FALSE,,8,crisis,FALSE,-11.054421768707483,3.741496598639456,2016-01-25,2017-05-04,15.43966383804381,7.622963274656942,81.97254447555025,91.90806171511373,8
AC,Acre,North,12,2016-10-01,2016,10,-336,-85,81.93641680490425,92.07901945644548,4,593000,FALSE,TRUE,FALSE,,9,crisis,FALSE,-56.6610455311973,-14.33389544688027,2016-01-25,2017-05-04,19.25503368364609,4.890338088493048,81.81599374481962,92.07997480649031,9
AC,Acre,North,12,2016-11-01,2016,11,-1007,-166,84.1762947539258,89.19359332553911,4,593000,FALSE,TRUE,FALSE,,10,crisis,FALSE,-169.81450252951097,-27.993254637436763,2016-01-25,2017-05-04,-13.257005397732886,-0.20475761568455683,81.65944113253747,91.96265116542584,10
AC,Acre,North,12,2016-12-01,2016,12,-642,-324,111.70520723897593,91.46902914610757,4,593000,FALSE,TRUE,FALSE,,11,crisis,FALSE,-108.26306913996628,-54.63743676222597,2016-01-25,2017-05-04,-36.77049515702853,-16.6993132272583,86.82562653595754,90.62537463518177,11
AC,Acre,North,12,2017-01-01,2017,1,25,-54,84.4860621061019,80.75376203397879,1,598000,FALSE,TRUE,FALSE,,12,crisis,FALSE,4.1806020066889635,-9.03010033444816,2016-01-25,2017-05-04,-57.757401625301455,-21.09548641225136,86.58823682592194,89.28524869370094,12
AC,Acre,North,12,2017-02-01,2017,2,-244,20,75.1648747146345,83.33890597749905,1,598000,FALSE,TRUE,FALSE,,13,crisis,FALSE,-40.802675585284284,3.3444816053511706,2016-01-25,2017-05-04,-63.73585209132956,-16.48478482950009,85.62823913797244,87.55608313802733,13
AC,Acre,North,12,2017-03-01,2017,3,-545,-41,79.31742127795431,87.07235848971054,1,598000,FALSE,TRUE,FALSE,,14,crisis,FALSE,-91.1371237458194,-6.8561872909699,2016-01-25,2017-05-04,-77.08296908751488,-18.251065477768314,86.13104614941611,87.31777807154675,14
AC,Acre,North,12,2017-04-01,2017,4,-329,42,80.79235822151837,87.43378862626516,2,597000,FALSE,TRUE,FALSE,,15,crisis,FALSE,-55.108877721943045,7.035175879396985,2016-01-25,2017-05-04,-76.82427445263917,-14.68955359005544,85.9403697188518,86.54357293318337,15
AC,Acre,North,12,2017-05-01,2017,5,200,123,87.30203349808951,87.159612869422,2,597000,FALSE,TRUE,FALSE,,16,post,FALSE,33.50083752093802,20.603015075376884,2016-01-25,2017-05-04,,,,,16
AC,Acre,North,12,2017-06-01,2017,6,251,236,82.67679227377748,87.25852279699538,2,597000,FALSE,TRUE,FALSE,,17,post,FALSE,42.04355108877722,39.530988274706864,2016-01-25,2017-05-04,,,,,17
AC,Acre,North,12,2017-07-01,2017,7,239,122,91.02738131605798,83.75758224170377,3,597000,FALSE,TRUE,FALSE,,18,post,FALSE,40.03350083752094,20.435510887772196,2016-01-25,2017-05-04,,,,,18
AC,Acre,North,12,2017-08-01,2017,8,141,97,91.88083050479693,89.72088831414439,3,597000,FALSE,TRUE,FALSE,,19,post,FALSE,23.618090452261306,16.24790619765494,2016-01-25,2017-05-04,,,,,19
AC,Acre,North,12,2017-09-01,2017,9,217,21,89.51724430674497,84.36467738383617,3,597000,FALSE,TRUE,FALSE,,20,post,FALSE,36.348408710217754,3.5175879396984926,2016-01-25,2017-05-04,,,,,20
AC,Acre,North,12,2017-10-01,2017,10,-216,33,90.61437323223531,81.0267564290829,4,596000,FALSE,TRUE,FALSE,,21,post,FALSE,-36.241610738255034,5.5369127516778525,2016-01-25,2017-05-04,23.217129645243368,17.645320187814537,88.83644252195036,85.54800667253076,21
AC,Acre,North,12,2017-11-01,2017,11,-343,-212,94.46365508541604,88.64435995027299,4,596000,FALSE,TRUE,FALSE,,22,post,FALSE,-57.5503355704698,-35.57046979865772,2016-01-25,2017-05-04,8.041934130008732,8.28307270880877,90.03004611983812,85.79546451933926,22
AC,Acre,North,12,2017-12-01,2017,12,-392,-130,120.63848268073225,93.31632948911015,4,596000,FALSE,TRUE,FALSE,,23,post,FALSE,-65.77181208053692,-21.812080536912752,2016-01-25,2017-05-04,-9.927293064876958,-1.9407720931278314,96.35699452099725,86.80509896802506,23
AC,Acre,North,12,2018-01-01,2018,1,-369,-91,87.40110847468112,74.84534768515911,1,603000,FALSE,TRUE,FALSE,,24,post,FALSE,-61.19402985074627,-15.091210613598673,2016-01-25,2017-05-04,-26.79854817958816,-7.86189234335631,95.7526157141011,85.31972654193429,24
AC,Acre,North,12,2018-02-01,2018,2,-428,-155,82.2922784061031,81.95969110551916,1,603000,FALSE,TRUE,FALSE,,25,post,FALSE,-70.97844112769486,-25.70480928689884,2016-01-25,2017-05-04,-42.564636776247525,-14.85401159078194,94.15452369765214,84.02619367383008,25
AC,Acre,North,12,2018-03-01,2018,3,-157,-52,93.3984071688016,79.7367177295026,1,603000,FALSE,TRUE,FALSE,,26,post,FALSE,-26.036484245439468,-8.623548922056385,2016-01-25,2017-05-04,-52.962118935523726,-16.87753440107442,94.80138417466156,83.25486706477449,26
AC,Acre,North,12,2018-04-01,2018,4,230,49,87.02774844438964,75.84357339629935,2,603000,FALSE,TRUE,FALSE,,27,post,FALSE,38.14262023217247,8.12603648424544,2016-01-25,2017-05-04,-40.56474710711914,-16.44601377897982,94.20361337668729,82.39100322597723,27
AC,Acre,North,12,2018-05-01,2018,5,-191,-5,95.09409526235113,84.12775611901704,2,603000,FALSE,TRUE,FALSE,,28,post,FALSE,-31.674958540630183,-0.8291873963515755,2016-01-25,2017-05-04,-36.25218426881254,-10.655800045262131,94.30868673950981,81.6382359207679,28
AC,Acre,North,12,2018-06-01,2018,6,189,198,90.6255835161637,82.59874125074762,2,603000,FALSE,TRUE,FALSE,,29,post,FALSE,31.34328358208955,32.83582089552239,2016-01-25,2017-05-04,-20.06633499170813,-1.5478164731896074,89.30653687874837,79.85197121437415,29
AC,Acre,North,12,2018-07-01,2018,7,371,294,89.59844830704392,80.49689073077789,3,610000,FALSE,TRUE,FALSE,,30,post,FALSE,60.81967213114754,48.19672131147541,2016-01-25,2017-05-04,0.26928200527417445,9.000172180989406,89.67276018414218,80.79389505531061,30
AC,Acre,North,12,2018-08-01,2018,8,-172,108,95.9565758983637,81.95205385145972,3,610000,FALSE,TRUE,FALSE,,31,post,FALSE,-28.19672131147541,17.704918032786885,2016-01-25,2017-05-04,7.39956864131075,16.23512673427036,91.95014309951895,80.79262217963404,31
AC,Acre,North,12,2018-09-01,2018,9,285,0,95.48891626922654,79.00560456311787,3,610000,FALSE,TRUE,FALSE,,32,post,FALSE,46.721311475409834,0,2016-01-25,2017-05-04,19.525867928118966,17.672384887946425,92.2985612829231,80.67076998523657,32
AC,Acre,North,12,2018-10-01,2018,10,207,-105,98.7820641779159,80.481308403051,4,620000,FALSE,TRUE,FALSE,,33,post,FALSE,33.38709677419355,-16.93548387096774,2016-01-25,2017-05-04,18.73328068512248,13.495464828744227,94.25761390517748,81.44372581969519,33
AC,Acre,North,12,2018-11-01,2018,11,-304,-250,109.81888787209846,79.89939623263741,4,620000,FALSE,TRUE,FALSE,,34,post,FALSE,-49.03225806451613,-40.32258064516129,2016-01-25,2017-05-04,15.84039743114149,6.913232620609276,96.71174600680203,80.73899917196525,34
AC,Acre,North,12,2018-12-01,2018,12,-711,-221,125.67104217708454,91.76269737164483,4,620000,FALSE,TRUE,FALSE,,35,post,FALSE,-114.6774193548387,-35.645161290322584,2016-01-25,2017-05-04,-8.496386391679886,-4.500264410364887,102.55265578362217,82.26632519211479,35
AC,Acre,North,12,2019-01-01,2019,1,-777,0,93.78254848927595,65.37680822181181,1,622000,FALSE,TRUE,FALSE,,36,post,FALSE,-124.91961414790997,0,2016-01-25,2017-05-04,-39.45293410485614,-12.533051295610788,103.25000581399418,79.74631144062045,36
AC,Acre,North,12,2019-02-01,2019,2,41,-33,88.72656367655769,70.53417600476271,1,622000,FALSE,TRUE,FALSE,,37,post,FALSE,6.591639871382637,-5.305466237942122,2016-01-25,2017-05-04,-33.65487390771313,-16.368115340732288,102.04500377702651,77.84333179950427,37
AC,Acre,North,12,2019-03-01,2019,3,-317,0,98.04357402366102,72.02903953543532,1,622000,FALSE,TRUE,FALSE,,38,post,FALSE,-50.964630225080384,0,2016-01-25,2017-05-04,-49.93586419112817,-16.368115340732288,102.47078006943227,76.68057096155718,38
AC,Acre,North,12,2019-04-01,2019,4,377,58,92.04948149332272,74.24166351706198,2,620000,FALSE,TRUE,FALSE,,39,post,FALSE,60.806451612903224,9.35483870967742,2016-01-25,2017-05-04,-45.36597171800989,-11.986394910624762,101.3486829553334,75.64063014722568,39
AC,Acre,North,12,2019-05-01,2019,5,371,304,101.20174695284612,78.26008211129641,2,620000,FALSE,TRUE,FALSE,,40,post,FALSE,59.83870967741935,49.03225806451613,2016-01-25,2017-05-04,-27.220810427687308,2.906078207654807,99.91249280212467,75.36741112700219,40
AC,Acre,North,12,2019-06-01,2019,6,247,131,95.90104378694002,71.48293427294298,2,620000,FALSE,TRUE,FALSE,,41,post,FALSE,39.83870967741935,21.129032258064516,2016-01-25,2017-05-04,-1.4681222556442977,12.368443799052656,94.95082640376725,71.98745061055187,41
AC,Acre,North,12,2019-07-01,2019,7,201,129,102.75551714179983,78.71333400499016,3,623000,FALSE,TRUE,FALSE,,42,post,FALSE,32.263242375601926,20.70626003210273,2016-01-25,2017-05-04,24.729020498274352,15.819487137736445,96.4463211791879,74.21020490774826,42
AC,Acre,North,12,2019-08-01,2019,8,260,108,102.51914158803099,74.45915054932905,3,623000,FALSE,TRUE,FALSE,,43,post,FALSE,41.73354735152488,17.335473515248797,2016-01-25,2017-05-04,30.586005078298058,19.592977096601597,98.74508416443345,74.86436733184266,43
AC,Acre,North,12,2019-09-01,2019,9,492,83,99.2304303778148,79.06064603681837,3,623000,FALSE,TRUE,FALSE,,44,post,FALSE,78.97271268057784,13.32263242375602,2016-01-25,2017-05-04,52.242228895907765,21.81341583389427,98.94289355679241,76.03630174873983,44
AC,Acre,North,12,2019-10-01,2019,10,-367,-239,103.05476285790215,76.29839766582887,4,629000,FALSE,TRUE,FALSE,,45,post,FALSE,-58.34658187599364,-37.99682034976153,2016-01-25,2017-05-04,32.38338998109162,13.921472657321111,100.77710711755566,76.3790907735343,45
AC,Acre,North,12,2019-11-01,2019,11,-613,-254,115.41137452079707,78.04250356509182,4,629000,FALSE,TRUE,FALSE,,46,post,FALSE,-97.45627980922099,-40.38155802861685,2016-01-25,2017-05-04,6.167558399984895,-0.9808300248677195,103.1453783788808,76.34282768250021,46
AC,Acre,North,12,2019-12-01,2019,12,-559,-20,133.0036290613007,85.39760351619843,4,629000,FALSE,TRUE,FALSE,,47,post,FALSE,-88.87122416534181,-3.179650238473768,2016-01-25,2017-05-04,-15.2840972404753,-5.0322771076241,109.32914259127426,78.66193922304278,47
AL,Alagoas,Northeast,27,2014-05-01,2014,5,-8580,-865,99.99999999999999,100.00000000000001,2,2360000,FALSE,TRUE,FALSE,,-20,pre,TRUE,-363.5593220338983,-36.652542372881356,2016-01-25,2017-05-04,,,,,-20
AL,Alagoas,Northeast,27,2014-06-01,2014,6,-650,-438,91.92750759979887,91.81370857156962,2,2360000,FALSE,TRUE,FALSE,,-19,pre,TRUE,-27.54237288135593,-18.559322033898304,2016-01-25,2017-05-04,,,,,-19
AL,Alagoas,Northeast,27,2014-07-01,2014,7,379,-53,96.78747636273772,103.02160341595518,3,2374000,FALSE,TRUE,FALSE,,-18,pre,TRUE,15.964616680707666,-2.232518955349621,2016-01-25,2017-05-04,,,,,-18
AL,Alagoas,Northeast,27,2014-08-01,2014,8,4249,154,97.611198925576,100.55156646210482,3,2374000,FALSE,TRUE,FALSE,,-17,pre,TRUE,178.98062342038753,6.4869418702611625,2016-01-25,2017-05-04,,,,,-17
AL,Alagoas,Northeast,27,2014-09-01,2014,9,13748,138,93.82207137505792,101.76231791640653,3,2374000,FALSE,TRUE,FALSE,,-16,pre,TRUE,579.1069924178602,5.812973883740522,2016-01-25,2017-05-04,,,,,-16
AL,Alagoas,Northeast,27,2014-10-01,2014,10,7735,389,100.49423729916496,106.9361604330394,4,2388000,FALSE,TRUE,FALSE,,-15,pre,TRUE,323.9112227805695,16.289782244556115,2016-01-25,2017-05-04,117.81029339737844,-4.809114227261913,96.77374859372257,100.68089279984594,-15
AL,Alagoas,Northeast,27,2014-11-01,2014,11,4277,-358,102.71828633809731,105.2024389622171,4,2388000,FALSE,TRUE,FALSE,,-14,pre,TRUE,179.1038525963149,-14.991624790619765,2016-01-25,2017-05-04,208.2541558357473,-1.1989612968849819,97.2267963167388,101.54796596021544,-14
AL,Alagoas,Northeast,27,2014-12-01,2014,12,-272,0,134.2668811828444,102.51857099909728,4,2388000,FALSE,TRUE,FALSE,,-13,pre,TRUE,-11.390284757118929,0,2016-01-25,2017-05-04,210.94617052312014,1.894259042098069,104.28335858057972,103.33210969813672,-13
AL,Alagoas,Northeast,27,2015-01-01,2015,1,-1245,0,100.16474263183665,100.66528462314398,1,2389000,FALSE,TRUE,FALSE,,-12,pre,TRUE,-52.113855169527,0,2016-01-25,2017-05-04,199.59975854808104,2.266345534656339,104.84623629209621,102.93938989933486,-12
AL,Alagoas,Northeast,27,2015-02-01,2015,2,-507,-281,86.24382567767674,94.8287166983416,1,2389000,FALSE,TRUE,FALSE,,-11,pre,TRUE,-21.2222687316869,-11.762243616575974,2016-01-25,2017-05-04,166.23260985606862,-0.775185379816517,102.951674084113,101.9855816053743,-11
AL,Alagoas,Northeast,27,2015-03-01,2015,3,-496,0,92.25700226712719,101.98248121252975,1,2389000,FALSE,TRUE,FALSE,,-10,pre,TRUE,-20.76182503139389,0,2016-01-25,2017-05-04,66.25447361452629,-1.7440143604399374,102.6908292327912,102.02227548806152,-10
AL,Alagoas,Northeast,27,2015-04-01,2015,4,-13269,110,90.36243849186813,95.65338073309674,2,2398000,FALSE,TRUE,FALSE,,-9,pre,TRUE,-553.3361134278565,4.587155963302752,2016-01-25,2017-05-04,-79.95341575354472,-3.6944520739821645,101.00219609824174,100.14181220473773,-9
AL,Alagoas,Northeast,27,2015-05-01,2015,5,-9627,-515,93.41021009363878,100.06734882727261,2,2398000,FALSE,TRUE,FALSE,,-8,pre,TRUE,-401.4595496246872,-21.476230191826524,2016-01-25,2017-05-04,-176.7139827903784,-4.775219640849958,99.45085005749866,99.28596384891365,-8
AL,Alagoas,Northeast,27,2015-06-01,2015,6,-1646,-738,84.76112318383686,95.80190624088343,2,2398000,FALSE,TRUE,FALSE,,-7,pre,TRUE,-68.64053377814845,-30.77564637197665,2016-01-25,2017-05-04,-186.25569096055,-9.904494036179399,91.1998903909974,98.16651972254468,-7
AL,Alagoas,Northeast,27,2015-07-01,2015,7,-789,0,85.42009371118347,99.66082814982717,3,2416000,FALSE,TRUE,FALSE,,-6,pre,TRUE,-32.65728476821192,0,2016-01-25,2017-05-04,-183.01292922699747,-9.904494036179399,88.74244890422186,97.99911031032522,-6
AL,Alagoas,Northeast,27,2015-08-01,2015,8,2505,-425,83.03130204041447,99.98348143061939,3,2416000,FALSE,TRUE,FALSE,,-5,pre,TRUE,103.68377483443709,-17.591059602649008,2016-01-25,2017-05-04,-162.19525529931016,-10.875963367191572,88.20702829801148,98.85823776570484,-5
AL,Alagoas,Northeast,27,2015-09-01,2015,9,11207,-363,81.46622352882875,99.81827550586476,3,2416000,FALSE,TRUE,FALSE,,-4,pre,TRUE,463.8658940397351,-15.024834437086092,2016-01-25,2017-05-04,-81.42396878745532,-13.380102440039254,86.40856517496175,98.49753681459401,-4
AL,Alagoas,Northeast,27,2015-10-01,2015,10,6456,-589,90.11531984228567,102.80584035111215,4,2421000,FALSE,TRUE,FALSE,,-3,pre,TRUE,266.6666666666667,-24.32878975629905,2016-01-25,2017-05-04,55.24316122829855,-18.199426726639555,86.36737873336466,99.68961341759659,-3
AL,Alagoas,Northeast,27,2015-11-01,2015,11,3140,0,92.9159821981288,99.57985377879723,4,2421000,FALSE,TRUE,FALSE,,-2,pre,TRUE,129.69847170590666,0,2016-01-25,2017-05-04,143.76949811673086,-14.620055028001799,86.28500741744634,99.60836424285068,-2
AL,Alagoas,Northeast,27,2015-12-01,2015,12,-1216,-1060,121.74629070477856,104.1312203591317,4,2421000,FALSE,TRUE,FALSE,,-1,pre,TRUE,-50.227178851714164,-43.78356051218505,2016-01-25,2017-05-04,146.8383906044699,-16.788040718036534,92.44920200426995,100.99658326255873,-1
AL,Alagoas,Northeast,27,2016-01-01,2016,1,-1942,140,88.71499336619159,106.9147459741424,1,2428000,FALSE,TRUE,FALSE,,0,crisis,FALSE,-79.9835255354201,5.766062602965404,2016-01-25,2017-05-04,,,,,0
AL,Alagoas,Northeast,27,2016-02-01,2016,2,-10085,-434,80.06589705273467,100.07570420896789,1,2428000,FALSE,TRUE,FALSE,,1,crisis,FALSE,-415.36243822075784,-17.874794069192752,2016-01-25,2017-05-04,,,,,1
AL,Alagoas,Northeast,27,2016-03-01,2016,3,-9872,-522,85.83195499260262,102.183718456411,1,2428000,FALSE,TRUE,FALSE,,2,crisis,FALSE,-406.58978583196046,-21.499176276771006,2016-01-25,2017-05-04,,,,,2
AL,Alagoas,Northeast,27,2016-04-01,2016,4,-7102,-430,81.9604608279937,93.86058489290343,2,2431000,FALSE,TRUE,FALSE,,3,crisis,FALSE,-292.14315096668037,-17.688194158782395,2016-01-25,2017-05-04,,,,,3
AL,Alagoas,Northeast,27,2016-05-01,2016,5,-813,-642,82.20757947757619,95.85779423587911,2,2431000,FALSE,TRUE,FALSE,,4,crisis,FALSE,-33.44302756067462,-26.408885232414644,2016-01-25,2017-05-04,,,,,4
AL,Alagoas,Northeast,27,2016-06-01,2016,6,-904,-778,79.5716597535697,95.94543470441168,2,2431000,FALSE,TRUE,FALSE,,5,crisis,FALSE,-37.18634306869601,-32.00329082682024,2016-01-25,2017-05-04,-210.78471186403158,-18.284712993502605,83.05875757844474,99.1396637454526,5
AL,Alagoas,Northeast,27,2016-07-01,2016,7,-1548,-724,81.46622352882875,95.59019948119757,3,2451000,FALSE,TRUE,FALSE,,6,crisis,FALSE,-63.1578947368421,-29.538963688290494,2016-01-25,2017-05-04,-207.98044006426858,-24.168884042045256,81.8506292722176,97.25223932996178,6
AL,Alagoas,Northeast,27,2016-08-01,2016,8,4099,-341,82.04283684573953,95.38293341468871,3,2451000,FALSE,TRUE,FALSE,,7,crisis,FALSE,167.23786209710323,-13.912688698490411,2016-01-25,2017-05-04,-110.88039001129172,-23.508533146928198,82.18011923771842,96.47011086424858,7
AL,Alagoas,Northeast,27,2016-09-01,2016,9,13395,-85,79.65403577131552,93.75094326796983,3,2451000,FALSE,TRUE,FALSE,,8,crisis,FALSE,546.5116279069767,-3.4679722562219504,2016-01-25,2017-05-04,47.96984561186448,-20.50333247683669,81.15046603417056,95.06464833284173,8
AL,Alagoas,Northeast,27,2016-10-01,2016,10,5832,-413,85.74958837851179,97.59348822417186,4,2453000,FALSE,TRUE,FALSE,,9,crisis,FALSE,237.7496942519364,-16.836526701997553,2016-01-25,2017-05-04,136.28531981496727,-20.361387900705882,81.78198729259024,95.68679888805313,9
