period_date,bim_event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome,family
2015-08-01,-20,6.447280510787346,6.350401643106358,0.016318838947629907,0.2069138081114788,6.366720482053988,0.09687886768098775,0.0805600287333581,icms_2bim_log,bimonthly
2015-10-01,-19,6.418409161417663,6.352583512336166,-0.06387248379934277,0.06951927961775606,6.288711028536823,0.06582564908149724,0.12969813288083998,icms_2bim_log,bimonthly
2015-12-01,-18,6.40274937032557,6.394565465065312,-0.1295852840989165,0.023357214690901212,6.264980180966395,0.008183905260258584,0.13776918935917504,icms_2bim_log,bimonthly
2016-02-01,-17,6.424013956439988,6.410234761613303,0.006297903485015107,0.2069138081114788,6.416532665098318,0.013779194826684993,0.007481291341670193,icms_2bim_log,bimonthly
2016-04-01,-16,6.460027872370159,6.394424998678474,0.1774277884122999,0.06951927961775606,6.571852787090774,0.06560287369168538,-0.11182491472061429,icms_2bim_log,bimonthly
2016-06-01,-15,6.425368151077549,6.381553018209498,0.1277594325091118,0.06951927961775606,6.5093124507186095,0.043815132868051165,-0.0839442996410602,icms_2bim_log,bimonthly
2016-08-01,-14,6.4147003263187035,6.319101764164641,0.12054200355010435,0.2069138081114788,6.439643767714745,0.0955985621540627,-0.024943441396041877,icms_2bim_log,bimonthly
2016-10-01,-13,6.493176737466989,6.2983199241162,0.19469788408561983,0.2069138081114788,6.493017808201819,0.19485681335078908,1.5892926516958283e-4,icms_2bim_log,bimonthly
2016-12-01,-12,6.466177094373648,6.366276022849308,0.07556237259220004,0.2069138081114788,6.441838395441509,0.09990107152433936,0.024338698932139025,icms_2bim_log,bimonthly
2017-02-01,-11,6.463012736648242,6.428542926237425,-0.030191821096458765,0.2069138081114788,6.398351105140966,0.0344698104108172,0.06466163150727589,icms_2bim_log,bimonthly
2017-04-01,-10,6.518457936886755,6.385271047387832,0.04416103877885552,0.2069138081114788,6.429432086166687,0.13318688949892277,0.08902585072006719,icms_2bim_log,bimonthly
2017-06-01,-9,6.495883887297023,6.382655808526227,0.07804516266341119,0.2069138081114788,6.460700971189638,0.11322807877079555,0.03518291610738444,icms_2bim_log,bimonthly
2017-08-01,-8,6.479074994199041,6.427294275219791,0.06401397707673692,0.2069138081114788,6.491308252296528,0.051780718979250295,-0.012233258097486654,icms_2bim_log,bimonthly
2017-10-01,-7,6.47145623972604,6.443988325430771,0.052793931693528535,0.2069138081114788,6.4967822571243,0.027467914295268514,-0.025326017398260348,icms_2bim_log,bimonthly
2017-12-01,-6,6.45859492327129,6.433881264543307,0.03114794709789493,0.615848211066026,6.465029211641202,0.02471365872798348,-0.006434288369911556,icms_2bim_log,bimonthly
2019-02-01,1,6.189615384240417,6.850735316125808,0.04320744656780246,16.23776739188721,6.8939427626936105,-0.6611199318853913,-0.7043273784531934,icms_2bim_log,bimonthly
2019-04-01,2,6.204465890130261,6.510101573827832,-0.024119839254254316,5.455594781168514,6.485981734573578,-0.3056356836975711,-0.2815158444433168,icms_2bim_log,bimonthly
2019-06-01,3,6.280480093950451,6.353592740865894,-0.0327728912425287,5.455594781168514,6.320819849623365,-0.07311264691544306,-0.040339755672913924,icms_2bim_log,bimonthly
2019-08-01,4,6.322813049410307,6.583574321478388,-0.030389251787844896,5.455594781168514,6.553185069690543,-0.2607612720680814,-0.23037202028023618,icms_2bim_log,bimonthly
2019-10-01,5,6.353348980271756,6.619274065889429,0.01303525112163801,16.23776739188721,6.6323093170110665,-0.26592508561767314,-0.27896033673931075,icms_2bim_log,bimonthly
2019-12-01,6,7.340713319793987,6.481758731611504,0.0203140282636861,16.23776739188721,6.50207275987519,0.8589545881824829,0.8386405599187965,icms_2bim_log,bimonthly
2020-02-01,7,7.427368245112547,6.453185517983887,-0.01202859825781405,5.455594781168514,6.441156919726073,0.9741827271286594,0.9862113253864733,icms_2bim_log,bimonthly
2020-04-01,8,6.262266568580164,6.425570421799624,-0.04424067310998572,1.8329807108324339,6.381329748689638,-0.1633038532194604,-0.11906318010947459,icms_2bim_log,bimonthly
2020-06-01,9,5.803597875048987,6.302487211830219,-0.03935553982397553,1.8329807108324339,6.263131672006244,-0.4988893367812324,-0.45953379695725705,icms_2bim_log,bimonthly
2020-08-01,10,6.32066753503118,6.317891422091833,-0.0360013882242946,1.8329807108324339,6.281890033867539,0.0027761129393466533,0.03877750116364087,icms_2bim_log,bimonthly
2020-10-01,11,6.3942288271270025,6.49444594089251,-0.021424517348857298,1.8329807108324339,6.473021423543653,-0.1002171137655079,-0.07879259641665026,icms_2bim_log,bimonthly
