period_date,bim_event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome,family
2015-02-01,-23,7.240358037439887,7.411385995931742,0.03206864055637326,5.455594781168514,7.443454636488115,-0.17102795849185437,-0.2030965990482274,totalexp_siconfi,bimonthly
2015-04-01,-22,7.49408343938218,7.388324840160151,0.1603613414896683,0.06951927961775606,7.54868618164982,0.10575859922202913,-0.05460274226763939,totalexp_siconfi,bimonthly
2015-06-01,-21,7.394669125210102,7.332884025333896,-0.015254485971603664,0.007847599703514606,7.317629539362292,0.061785099876206395,0.07703958584781034,totalexp_siconfi,bimonthly
2015-08-01,-20,7.338845809008188,7.28595896218225,-0.0030293294014296624,1.8329807108324339,7.282929632780821,0.05288684682593736,0.055916176227366776,totalexp_siconfi,bimonthly
2015-10-01,-19,7.404451042017818,7.4702202652829754,-7.632320980488693e-4,1.8329807108324339,7.469457033184926,-0.06576922326515788,-0.06500599116710859,totalexp_siconfi,bimonthly
2015-12-01,-18,7.411570228465808,7.453758677803196,0.0738517898715496,1.8329807108324339,7.527610467674746,-0.04218844933738808,-0.11604023920893791,totalexp_siconfi,bimonthly
2016-02-01,-17,7.490993339716674,7.3276917871627205,0.26618122793868315,0.023357214690901212,7.593873015101404,0.1633015525539534,-0.10287967538473008,totalexp_siconfi,bimonthly
2016-04-01,-16,7.791582730292435,7.374797706942031,0.027701746802527547,5.455594781168514,7.402499453744559,0.41678502335040424,0.38908327654787644,totalexp_siconfi,bimonthly
2016-06-01,-15,8.090190657478601,7.321189880596469,0.004766833899674772,0.023357214690901212,7.325956714496144,0.7690007768821321,0.7642339429824574,totalexp_siconfi,bimonthly
2016-08-01,-14,6.9093048817301845,7.156363640364142,0.028126832389936164,5.455594781168514,7.184490472754078,-0.24705875863395743,-0.2751855910238934,totalexp_siconfi,bimonthly
2016-10-01,-13,7.140408140794559,7.30673255446763,0.043697966009402386,5.455594781168514,7.350430520477032,-0.16632441367307127,-0.2100223796824734,totalexp_siconfi,bimonthly
2016-12-01,-12,7.530976989167193,7.4099094057010175,0.04326368170843994,5.455594781168514,7.453173087409457,0.12106758346617585,0.07780390175773633,totalexp_siconfi,bimonthly
2017-02-01,-11,7.426409354257039,7.335169439529696,0.017193399300076392,0.615848211066026,7.352362838829772,0.0912399147273435,0.07404651542726715,totalexp_siconfi,bimonthly
2017-06-01,-9,7.3505848320344755,7.462991067685908,0.02354876145183551,16.23776739188721,7.486539829137744,-0.1124062356514326,-0.1359549971032683,totalexp_siconfi,bimonthly
2017-08-01,-8,7.37425781997135,7.277711206369004,-0.08207686493497396,0.615848211066026,7.19563434143403,0.09654661360234673,0.17862347853732086,totalexp_siconfi,bimonthly
2017-10-01,-7,7.332950953962244,7.340005406078942,0.02800055612376213,0.615848211066026,7.368005962202703,-0.0070544521166979735,-0.035055008240459706,totalexp_siconfi,bimonthly
2017-12-01,-6,7.690265528597967,7.358996801707283,0.05455239373426169,0.06951927961775606,7.4135491954415444,0.3312687268906842,0.27671633315642286,totalexp_siconfi,bimonthly
2018-02-01,-5,7.158227549217955,7.384843705645743,0.054440501530405805,8.858667904100823e-4,7.439284207176149,-0.22661615642778798,-0.2810566579581941,totalexp_siconfi,bimonthly
2018-04-01,-4,7.282178747522994,7.365276413922895,0.02898450156751691,5.455594781168514,7.3942609154904115,-0.08309766639990102,-0.11208216796741777,totalexp_siconfi,bimonthly
2018-06-01,-3,7.1522641051181735,7.26717753318976,0.046770699528610314,5.455594781168514,7.313948232718371,-0.11491342807158667,-0.16168412760019724,totalexp_siconfi,bimonthly
2018-08-01,-2,7.438147117030723,7.349695543197665,-0.3031627153214146,0.023357214690901212,7.04653282787625,0.08845157383305757,0.3916142891544725,totalexp_siconfi,bimonthly
2018-10-01,-1,7.006406880881585,7.407358397241986,-0.012735824680792047,1.8329807108324339,7.394622572561194,-0.4009515163604016,-0.38821569167960934,totalexp_siconfi,bimonthly
2018-12-01,0,6.901906091111338,7.370055506002485,0.04639316820971629,1.8329807108324339,7.4164486742122016,-0.4681494148911467,-0.5145425831008632,totalexp_siconfi,bimonthly
2019-02-01,1,6.867290620338686,7.330439622944809,0.058563295397453655,48.32930238571752,7.389002918342262,-0.4631490026061229,-0.5217122980035764,totalexp_siconfi,bimonthly
2019-04-01,2,6.791924347883947,7.215812777964708,0.02588084273786187,16.23776739188721,7.24169362070257,-0.42388843008076105,-0.44976927281862267,totalexp_siconfi,bimonthly
2019-06-01,3,7.124401025928536,7.37802851411144,-0.014791480204779044,1.8329807108324339,7.363237033906661,-0.2536274881829037,-0.23883600797812488,totalexp_siconfi,bimonthly
2019-08-01,4,7.499564961603058,7.404165518292647,-0.044929358663658284,0.615848211066026,7.359236159628988,0.09539944331041106,0.1403288019740696,totalexp_siconfi,bimonthly
2019-10-01,5,7.092490678022951,7.333438614153478,0.03186939881492723,16.23776739188721,7.365308012968406,-0.24094793613052712,-0.27281733494545435,totalexp_siconfi,bimonthly
2019-12-01,6,7.355420280955988,7.265699512413487,0.029282059489512284,16.23776739188721,7.294981571903,0.08972076854250055,0.060438709052988315,totalexp_siconfi,bimonthly
2020-02-01,7,7.241770517666877,7.392263332762833,0.04320112491623925,5.455594781168514,7.435464457679072,-0.1504928150959559,-0.19369394001219487,totalexp_siconfi,bimonthly
2020-04-01,8,7.137988427607779,7.299261566043317,-0.006110681557981879,0.615848211066026,7.2931508844853346,-0.16127313843553726,-0.15516245687755514,totalexp_siconfi,bimonthly
2020-06-01,9,7.02001456094735,7.273360873402541,0.020674253070390988,5.455594781168514,7.294035126472932,-0.2533463124551911,-0.27402056552558207,totalexp_siconfi,bimonthly
2020-08-01,10,7.052665638975343,7.369345020673639,-0.003599044374921334,0.615848211066026,7.365745976298718,-0.3166793816982958,-0.3130803373233748,totalexp_siconfi,bimonthly
2020-10-01,11,7.219507543561399,7.266314544059864,-8.284235731907236e-4,5.455594781168514,7.265486120486673,-0.046807000498465534,-0.04597857692527452,totalexp_siconfi,bimonthly
